Region,States,03-04-2023,04-04-2023,05-04-2023,06-04-2023,07-04-2023,08-04-2023,09-04-2023
NR,Punjab,113.9,121.8,119.8,123.7,129.3,130.4,123.2
,Haryana,114.2,118.1,124.6,124.5,128.6,131.3,115.0
,Rajasthan,212.3,210.4,220.0,219.4,229.3,231.6,231.2
,Delhi,70.1,70.6,73.6,74.1,74.0,71.8,70.7
,UP,303.6,307.3,315.1,320.2,329.3,337.2,336.9
,Uttarakhand,36.8,38.1,38.0,38.4,39.3,37.6,36.4
,HP,29.5,31.2,31.9,31.9,32.3,31.6,29.5
,J&K,56.8,56.5,58.3,55.0,56.3,56.2,55.5
,Chandigarh,3.3,3.2,3.1,3.1,3.3,3.3,3.1
,Railways_NR ISTS,3.3,3.3,3.2,3.1,3.2,3.1,3.1
WR,Chhattisgarh,116.4,119.2,118.3,120.4,116.2,110.2,117.5
,Gujarat,403.6,415.7,414.6,421.0,428.5,431.7,420.8
,MP,234.7,235.8,238.5,240.4,239.0,235.6,232.9
,Maharashtra,567.8,580.9,560.1,555.6,522.8,543.7,534.1
,Goa,13.9,13.0,13.8,13.8,13.9,14.9,14.3
,DNHDDPDCL,27.8,28.4,29.2,28.1,28.9,29.2,28.2
,AMNSIL,17.6,17.3,17.1,17.3,16.6,17.6,17.8
,BALCO,12.3,12.3,12.3,12.4,12.4,12.4,12.4
SR,Andhra Pradesh,219.2,225.1,227.4,233.1,233.5,225.0,226.9
,Telangana,285.5,271.7,270.3,270.0,265.3,254.2,253.6
,Karnataka,291.8,288.6,292.9,294.9,277.1,274.6,268.4
,Kerala,89.1,86.5,86.8,89.1,83.3,87.9,82.5
,Tamil Nadu,357.4,370.4,370.3,378.4,379.0,378.8,347.9
,Pondy,9.8,9.7,9.6,10.1,9.8,9.0,9.1
ER,Bihar,95.3,103.9,101.5,102.9,105.1,109.0,110.7
,DVC,76.0,75.5,74.0,73.0,75.7,76.9,75.8
,Jharkhand,29.5,31.1,31.4,30.2,31.0,32.3,32.1
,Odisha,106.5,106.3,111.2,107.3,108.5,107.8,117.0
,West Bengal,156.0,183.1,190.0,191.5,200.3,204.3,194.3
,Sikkim,1.5,1.6,1.6,1.6,1.6,1.5,1.2
NER,Arunachal Pradesh,2.6,2.8,2.6,2.5,2.4,2.5,2.6
,Assam,23.8,26.1,27.1,28.5,30.2,31.2,30.6,
,Manipur,2.7,2.8,2.8,2.7,2.7,2.7,2.5,
,Meghalaya,4.8,4.9,5.3,5.1,4.9,5.2,5.1,
,Mizoram,1.7,1.8,1.8,1.9,1.6,1.8,1.7,
,Nagaland,2.1,2.1,2.1,2.1,2.1,2.0,2.0,
,Tripura,3.6,4.1,4.3,4.4,5.3,4.7,4.4,
