Region,States,23-01-2017,24-01-2017,25-01-2017,26-01-2017,27-01-2017,28-01-2017,29-01-2017
NR,Punjab,108.5,108.0,93.7,75.6,84.9,93.3,86.0
,Haryana,116.0,119.1,115.4,66.6,86.4,101.7,94.3
,Rajasthan,208.7,214.1,210.5,152.5,156.1,182.8,190.2
,Delhi,64.1,63.8,63.5,50.7,63.3,61.5,60.3
,UP,286.8,287.4,286.5,265.4,206.5,249.3,254.2
,Uttarakhand,35.1,36.1,35.0,28.2,33.0,35.1,33.9
,HP,25.3,27.5,24.7,17.0,23.1,26.7,23.7
,J&K,44.4,42.6,49.2,32.3,38.0,46.6,43.3
,Chandigarh,3.8,3.8,3.8,3.2,3.7,3.5,3.3
WR,Chhattisgarh,73.3,73.7,74.1,71.7,73.0,73.9,73.7
,Gujarat,286.3,291.2,290.8,273.3,279.6,281.5,274.5
,MP,211.4,212.5,213.9,202.5,171.4,171.4,196.8
,Maharashtra,420.4,426.7,427.8,388.4,406.1,415.2,410.6
,Goa,9.1,9.2,9.3,8.2,9.0,9.2,9.0
,DD,6.5,6.7,6.7,4.5,5.8,5.9,6.4
,DNH,16.5,16.8,16.9,13.6,15.3,16.6,16.6
,Essar steel,9.0,12.5,13.1,11.3,10.6,10.8,10.4
SR,Andhra Pradesh,145.9,147.7,152.9,143.6,145.6,147.9,148.4
,Telangana,158.4,159.7,162.8,155.2,160.8,161.8,157.4
,Karnataka,198.9,201.5,202.3,191.6,198.3,198.2,190.7
,Kerala,64.4,65.1,65.4,62.8,64.9,64.6,60.7
,Tamil Nadu,262.1,268.7,275.6,253.0,255.3,252.1,233.8
,Pondy,5.8,6.0,6.0,5.4,6.1,6.3,5.4
ER,Bihar,63.2,64.3,60.2,63.0,56.2,58.1,60.5
,DVC,62.6,62.5,64.1,64.3,64.7,63.5,63.0
,Jharkhand,22.7,23.0,20.9,22.1,22.1,22.5,23.5
,Odisha,66.5,64.3,67.4,68.5,68.0,67.3,68.2
,West Bengal,110.7,111.5,113.8,105.0,109.4,110.6,104.4
,Sikkim,1.4,1.1,1.5,1.3,1.6,1.6,1.5
NER,Arunachal Pradesh,2.2,2.0,2.0,2.1,2.0,2.2,2.1
Assam,22.1,22.6,23.1,21.4,21.2,22.7,21.6,
Manipur,2.2,2.4,2.4,2.2,2.0,2.0,2.3,
Meghalaya,4.9,4.9,4.8,4.9,5.1,5.1,5.1,
Mizoram,1.5,1.5,1.5,1.4,1.5,1.1,1.5,
Nagaland,2.1,1.9,1.9,2.2,2.2,2.2,2.2,
Tripura,3.5,3.4,3.3,3.3,3.3,3.3,3.3,
