Region,States,24-12-2018,25-12-2018,26-12-2018,27-12-2018,28-12-2018,29-12-2018,30-12-2018
NR,Punjab,110.0,96.3,123.2,117.8,119.6,119.2,106.1
,Haryana,125.5,129.0,130.3,131.2,130.6,128.6,120.3
,Rajasthan,237.9,238.7,240.5,241.2,242.4,240.7,237.0
,Delhi,67.2,64.8,64.6,69.6,73.2,69.3,66.5
,UP,276.6,287.9,289.1,286.5,295.8,290.7,291.5
,Uttarakhand,37.2,38.6,39.4,39.3,39.3,39.2,37.1
,HP,28.6,29.4,30.9,31.2,31.6,30.6,29.2
,J&K,49.1,49.2,48.2,50.7,52.8,50.5,49.9
,Chandigarh,3.6,3.4,3.7,3.7,3.9,3.7,3.2
WR,Chhattisgarh,73.7,74.7,73.7,74.9,76.1,75.1,75.6
,Gujarat,324.7,324.1,318.7,322.0,319.4,317.3,309.6
,MP,257.5,259.9,260.1,258.7,257.9,256.4,255.2
,Maharashtra,415.1,416.5,415.7,407.9,393.3,388.4,378.4
,Goa,10.2,10.2,9.7,10.4,10.4,9.8,8.9
,DD,7.1,7.2,7.2,7.1,7.1,7.0,6.6
,DNH,17.5,17.5,17.5,17.4,17.2,17.3,17.2
,Essar steel,9.1,12.5,10.5,11.2,12.6,11.1,11.2
SR,Andhra Pradesh,162.5,161.5,165.0,167.1,166.9,165.6,160.5
,Telangana,178.8,180.6,184.0,190.3,188.5,184.0,178.0
,Karnataka,204.6,206.8,214.4,213.2,211.2,204.8,192.1
,Kerala,70.8,65.6,71.1,73.1,73.1,70.2,64.0
,Tamil Nadu,276.4,282.9,290.6,302.0,303.9,287.1,261.0
,Pondy,6.9,6.9,6.9,6.8,7.2,7.1,6.3
ER,Bihar,70.3,69.0,73.3,72.4,73.8,72.1,74.7
,DVC,65.8,66.2,69.7,66.4,66.1,64.6,64.7
,Jharkhand,23.5,24.2,24.9,24.5,23.6,23.4,26.9
,Odisha,70.0,71.9,70.6,69.7,67.9,68.2,68.1
,West Bengal,109.0,106.6,112.6,110.8,113.5,110.2,105.6
,Sikkim,1.4,1.5,1.4,1.6,1.4,1.4,1.4
NER,Arunachal Pradesh,2.2,2.2,2.2,2.0,2.1,1.9,2.1
Assam,22.1,23.4,23.6,23.3,23.3,23.3,22.8,
Manipur,2.4,2.4,2.5,2.8,2.8,2.8,2.8,
Meghalaya,6.5,6.3,6.6,6.4,6.7,6.7,6.4,
Mizoram,1.9,1.8,1.7,1.8,1.6,1.9,1.8,
Nagaland,2.2,2.2,2.1,2.1,2.2,2.0,2.1,
Tripura,3.4,3.8,3.4,3.7,3.9,3.8,3.8,
