Region,States,08-01-2024,09-01-2024,10-01-2024,11-01-2024,12-01-2024,13-01-2024,14-01-2024
NR,Punjab,157.4,158.9,162.3,167.4,168.6,161.0,152.6
,Haryana,157.5,164.4,165.4,166.3,166.1,164.9,146.6
,Rajasthan,319.8,319.7,327.3,321.9,330.4,326.0,320.8
,Delhi,88.4,91.3,92.9,92.7,95.4,87.3,85.8
,UP,358.8,356.0,365.7,371.5,377.6,371.8,372.1
,Uttarakhand,44.9,46.5,47.1,47.7,48.8,47.0,42.2
,HP,35.9,37.3,38.2,38.0,37.7,37.0,34.4
,J&K,64.4,64.9,65.9,65.7,66.2,65.2,66.7
,Chandigarh,5.3,5.5,5.6,5.7,5.7,5.1,4.9
,Railways_NR ISTS,3.2,3.4,3.7,3.2,3.1,3.4,3.3
WR,Chhattisgarh,103.4,105.1,106.5,107.1,107.6,106.7,106.6
,Gujarat,405.4,407.6,406.2,420.4,426.1,420.7,325.4
,MP,276.2,274.8,280.3,281.4,289.4,297.2,300.1
,Maharashtra,553.5,568.3,560.0,563.2,576.4,579.3,562.6
,Goa,12.0,14.6,14.7,14.2,11.9,14.0,12.7
,DNHDDPDCL,28.9,29.7,29.3,29.8,29.3,29.4,25.0
,AMNSIL,17.9,19.2,18.5,17.8,16.8,18.4,20.3
,BALCO,12.5,12.5,12.5,12.5,12.5,12.5,12.5
SR,Andhra Pradesh,195.7,198.4,204.5,210.0,211.9,209.0,205.3
,Telangana,240.7,245.7,245.5,246.2,251.8,249.8,242.1
,Karnataka,245.2,247.3,252.6,258.4,261.8,269.1,258.7
,Kerala,80.9,81.6,79.5,81.3,80.8,78.9,74.6
,Tamil Nadu,291.6,287.6,295.5,302.9,311.4,309.2,285.2
,Pondy,7.6,8.3,8.5,8.6,8.6,8.8,7.7
ER,Bihar,91.4,92.8,92.1,96.2,99.1,96.3,99.8
,DVC,72.3,71.6,71.2,71.8,71.8,73.6,73.2
,Jharkhand,30.8,28.0,31.1,33.5,31.7,31.4,31.7
,Odisha,88.2,90.4,94.9,94.6,96.3,94.2,96.1
,West Bengal,138.3,144.6,142.2,142.4,145.0,140.9,139.9
,Sikkim,2.0,2.0,2.0,2.1,2.0,1.8,1.5
,Railways_ER ISTS*,0.1,0.1,0.1,0.1,0.1,0.1,0.1
NER,Arunachal Pradesh,3.0,2.7,2.9,2.8,2.7,2.6,2.4
Assam,26.7,26.6,28.1,27.9,26.0,25.8,26.6,
Manipur,3.1,3.3,3.1,3.2,3.1,3.0,3.0,
Meghalaya,6.3,6.5,6.6,6.5,6.6,6.4,6.3,
Mizoram,2.1,2.3,2.2,2.3,2.3,2.3,2.2,
Nagaland,2.3,2.3,2.3,2.4,2.3,2.3,2.4,
Tripura,3.6,4.1,4.0,4.0,3.9,4.0,4.1,
ALL INDIA TOTAL,4177.2,4225.5,4270.9,4323.3,4388.4,4356.3,4157.1,
*Railways_ER ISTS added as an entity w.e.f 30.04.2023,,,,,,,,
