Region,States,04-01-2021,05-01-2021,06-01-2021,07-01-2021,08-01-2021,09-01-2021,10-01-2021
NR,Punjab,112.6,109.5,113.1,116.1,117.7,120.0,114.1
,Haryana,112.3,104.0,114.6,118.0,120.3,119.8,109.6
,Rajasthan,227.2,215.3,223.1,230.6,235.0,231.5,230.2
,Delhi,73.2,70.5,71.6,70.6,73.8,68.3,67.9
,UP,276.8,278.3,274.2,280.7,281.1,273.3,274.3
,Uttarakhand,39.8,40.8,37.9,40.0,40.8,40.1,38.0
,HP,32.6,33.5,32.0,32.8,32.9,32.8,30.8
,J&K,44.2,40.2,32.4,48.2,54.0,55.1,54.3
,Chandigarh,4.0,4.0,3.8,3.8,3.8,3.6,3.8
WR,Chhattisgarh,86.6,87.0,85.0,88.8,88.0,88.9,89.6
,Gujarat,339.5,341.8,334.6,344.9,344.3,341.9,338.5
,MP,281.4,274.7,283.8,284.5,282.6,256.1,259.7
,Maharashtra,452.6,444.8,455.9,451.1,433.5,440.8,435.5
,Goa,10.4,10.8,10.9,10.8,11.5,12.6,11.3
,DD,7.1,7.4,7.5,7.4,7.4,7.5,6.9
,DNH,19.0,18.8,19.3,19.2,19.5,19.5,19.2
,Essar steel,17.8,18.1,18.1,18.7,18.6,18.0,18.6
SR,Andhra Pradesh,163.6,166.1,164.3,156.2,162.6,159.6,163.0
,Telangana,207.1,211.7,209.2,197.1,208.0,211.0,211.1
,Karnataka,208.1,208.8,203.8,174.5,180.6,172.7,165.3
,Kerala,70.9,72.4,70.9,69.9,70.1,69.2,63.7
,Tamil Nadu,251.7,259.4,258.7,255.1,259.9,258.0,238.7
,Pondy,6.9,7.1,7.0,6.9,7.3,7.0,6.5
ER,Bihar,84.4,82.0,82.3,82.2,84.2,81.7,83.6
,DVC,63.5,65.2,65.9,66.7,65.8,66.7,64.2
,Jharkhand,25.6,25.7,25.7,26.2,26.7,26.3,26.0
,Odisha,70.6,74.8,84.2,83.7,72.8,72.3,70.0
,West Bengal,109.6,118.6,121.4,123.3,124.0,121.1,117.4
,Sikkim,2.3,2.3,2.0,2.0,1.9,1.9,1.8
NER,Arunachal Pradesh,2.3,2.3,2.3,2.2,1.9,2.1,2.2
Assam,23.7,24.4,24.2,24.1,24.3,24.0,23.2,
Manipur,3.2,3.0,3.0,2.9,2.8,2.9,2.9,
Meghalaya,7.0,6.7,6.7,6.8,6.8,6.6,6.9,
Mizoram,1.7,1.6,1.7,1.7,1.6,1.7,1.7,
Nagaland,2.2,2.3,2.2,2.2,2.0,2.1,2.2,
Tripura,3.5,2.8,3.5,3.6,3.5,3.6,3.4,
