Region,States,18-04-2022,19-04-2022,20-04-2022,21-04-2022,22-04-2022,23-04-2022,24-04-2022
NR,Punjab,164.4,169.0,181.2,170.7,165.9,171.5,164.6
,Haryana,157.3,159.0,154.3,155.3,152.7,156.5,156.7
,Rajasthan,272.4,273.6,269.2,264.3,252.6,257.0,268.5
,Delhi,112.6,115.6,116.0,112.2,98.4,104.9,101.7
,UP,425.4,417.2,428.6,438.8,425.8,424.2,396.7
,Uttarakhand,39.6,40.5,38.5,40.4,40.0,41.2,41.3
,HP,34.3,35.9,33.9,32.6,32.0,31.9,28.9
,J&K,46.4,44.8,44.1,41.3,40.6,39.6,43.4
,Chandigarh,5.1,5.3,5.4,5.0,4.8,4.7,4.3
WR,Chhattisgarh,124.4,122.4,122.1,121.8,100.0,114.4,115.3
,Gujarat,434.5,434.8,433.1,435.1,436.1,433.0,428.6
,MP,279.2,282.0,271.8,261.3,259.6,273.4,275.3
,Maharashtra,613.4,619.8,618.7,599.0,602.8,615.3,583.4
,Goa,14.4,14.7,14.9,15.6,15.3,15.6,13.3
,DD,7.6,7.9,7.9,7.9,8.0,6.9,7.5
,DNH,20.2,19.9,20.5,20.5,20.3,20.2,20.0
,Essar steel,16.3,16.2,17.3,17.0,18.4,19.5,19.0
SR,Andhra Pradesh,203.2,205.4,201.7,208.4,208.9,208.1,206.1
,Telangana,242.3,240.8,239.7,233.1,218.7,219.3,220.0
,Karnataka,209.3,207.2,209.7,230.5,236.1,238.1,225.8
,Kerala,82.5,84.1,87.4,89.6,87.2,80.9,75.3
,Tamil Nadu,317.1,343.7,347.8,363.5,367.9,361.0,331.1
,Pondy,8.8,9.5,9.5,9.8,9.5,9.5,8.9
ER,Bihar,125.0,120.2,100.5,116.2,121.0,112.3,109.6
,DVC,78.6,80.0,80.2,80.2,81.2,79.1,76.5
,Jharkhand,36.5,35.6,33.7,31.9,31.6,31.2,30.5
,Odisha,116.7,118.0,114.0,112.6,111.4,114.3,112.4
,West Bengal,195.1,196.8,183.5,181.3,184.3,189.8,189.2
,Sikkim,1.5,1.8,1.7,1.8,1.8,1.5,1.5
NER,Arunachal Pradesh,2.4,2.2,2.0,2.3,2.2,2.2,2.2
Assam,21.8,27.7,26.2,30.1,29.2,27.2,27.8,
Manipur,2.5,2.4,2.4,2.6,2.4,2.5,2.5,
Meghalaya,5.3,5.5,5.5,5.9,5.6,5.7,5.7,
Mizoram,1.8,1.9,1.7,1.6,1.6,1.6,1.6,
Nagaland,2.1,2.3,2.1,2.3,2.3,2.2,2.1,
Tripura,4.4,5.6,2.4,3.7,4.1,4.4,5.0,
