Region,States,24-05-2020,25-05-2020,26-05-2020,27-05-2020,28-05-2020,29-05-2020,30-05-2020
NR,Punjab,168.3,175.9,184.3,182.7,150.3,134.0,127.5
,Haryana,154.3,162.7,167.8,168.2,139.3,109.0,96.1
,Rajasthan,245.8,249.6,253.8,260.7,249.4,250.1,186.9
,Delhi,98.0,101.5,106.9,110.4,105.6,88.4,73.3
,UP,426.9,426.5,425.3,395.3,350.0,337.1,282.0
,Uttarakhand,34.6,36.1,36.3,35.5,34.1,33.8,28.2
,HP,22.4,24.5,25.4,25.6,24.2,24.7,19.6
,J&K,46.2,47.4,44.4,41.3,43.3,44.1,41.8
,Chandigarh,4.5,5.0,5.4,5.5,5.0,4.3,3.4
WR,Chhattisgarh,83.8,85.8,87.1,86.7,90.0,82.5,74.6
,Gujarat,312.2,319.8,323.1,321.1,321.5,323.9,326.5
,MP,216.2,220.3,218.0,218.3,210.9,203.7,206.0
,Maharashtra,447.4,457.9,462.7,460.7,457.3,462.6,461.2
,Goa,10.0,10.6,10.9,10.8,10.7,10.9,10.6
,DD,4.1,4.4,4.7,4.8,4.6,4.8,4.8
,DNH,8.7,9.0,9.3,9.2,9.4,8.9,9.3
,Essar steel,17.3,17.3,17.5,17.3,16.8,17.4,17.6
SR,Andhra Pradesh,194.0,191.6,193.5,194.8,195.4,193.3,186.4
,Telangana,172.3,177.1,176.3,176.9,180.5,182.4,164.0
,Karnataka,192.6,200.9,187.3,187.0,192.1,192.8,183.5
,Kerala,69.7,75.9,77.4,77.7,74.3,69.8,70.5
,Tamil Nadu,302.2,306.3,318.9,324.6,307.0,298.8,306.6
,Pondy,7.6,8.0,8.3,8.2,7.8,7.9,8.0
ER,Bihar,109.2,105.8,108.9,79.3,79.0,95.5,91.0
,DVC,55.0,55.3,56.7,53.8,51.7,53.7,53.2
,Jharkhand,27.7,28.3,27.9,24.4,22.2,23.4,24.9
,Odisha,85.0,85.8,86.7,88.2,79.3,73.6,75.1
,West Bengal,118.4,113.4,120.2,104.6,89.8,113.9,129.5
,Sikkim,0.9,1.1,1.2,1.2,1.3,1.2,1.2
NER,Arunachal Pradesh,1.6,1.5,1.3,1.4,1.6,1.9,1.9
Assam,22.9,20.0,15.7,17.8,23.4,24.0,25.6,
Manipur,2.4,2.4,1.8,1.8,2.2,2.5,2.5,
Meghalaya,4.6,4.3,3.7,4.2,4.8,5.2,5.4,
Mizoram,1.6,1.7,1.3,1.6,1.3,1.4,1.7,
Nagaland,2.1,2.1,1.6,1.8,2.1,2.1,2.0,
Tripura,4.3,4.6,3.9,1.9,3.2,3.7,3.6,
