Region,States,26-04-2020,27-04-2020,28-04-2020,29-04-2020,30-04-2020,01-05-2020,02-05-2020
NR,Punjab,87.5,81.5,89.6,96.5,103.4,109.0,109.0
,Haryana,87.9,86.6,93.4,102.4,108.4,114.4,112.5
,Rajasthan,164.0,165.4,180.1,188.8,190.9,198.4,206.6
,Delhi,57.8,51.2,58.4,63.0,66.1,69.6,68.3
,UP,235.1,222.1,249.0,276.4,287.7,268.6,287.1
,Uttarakhand,19.2,20.1,21.6,22.6,22.4,21.7,23.3
,HP,13.6,14.0,14.7,15.6,16.1,15.9,16.7
,J&K,41.8,40.8,41.5,41.8,41.2,41.4,38.3
,Chandigarh,2.7,2.6,2.6,2.8,3.0,3.1,3.2
WR,Chhattisgarh,67.7,64.1,67.5,68.2,70.9,73.0,74.7
,Gujarat,277.2,286.2,291.0,294.3,296.2,292.6,295.5
,MP,175.7,168.3,182.2,186.1,189.2,186.9,193.3
,Maharashtra,404.6,405.7,408.1,408.8,405.1,400.2,409.9
,Goa,8.7,9.7,9.3,10.0,10.1,9.1,9.7
,DD,2.8,3.1,3.3,3.4,3.5,2.8,3.3
,DNH,4.0,4.7,5.1,5.4,5.7,5.3,5.8
,Essar steel,1.8,2.1,1.6,1.5,1.6,2.4,3.7
SR,Andhra Pradesh,148.6,150.9,155.8,142.2,151.3,151.8,157.9
,Telangana,140.0,137.0,131.8,130.5,140.2,133.8,137.0
,Karnataka,196.3,201.7,206.8,184.0,189.7,189.7,187.9
,Kerala,63.9,66.2,68.5,65.4,67.7,67.5,70.5
,Tamil Nadu,228.7,230.9,236.3,221.8,228.8,234.4,245.3
,Pondy,4.5,5.2,5.4,5.4,5.7,5.4,6.2
ER,Bihar,67.3,71.9,67.1,74.1,83.8,70.2,71.3
,DVC,28.8,30.4,30.1,30.8,32.2,32.2,34.4
,Jharkhand,20.4,20.4,20.3,21.4,22.5,21.8,22.0
,Odisha,59.5,63.0,66.1,65.5,67.5,67.4,70.2
,West Bengal,98.4,97.7,91.6,97.1,106.8,101.9,95.6
,Sikkim,1.1,1.4,1.3,1.3,1.3,1.0,1.3
NER,Arunachal Pradesh,1.4,2.0,1.5,1.5,1.4,1.5,1.7
,Assam,19.1,19.6,19.9,19.8,21.5,21.8,21.7,
,Manipur,1.9,2.3,2.1,2.1,2.2,2.2,2.0,
,Meghalaya,4.3,4.1,4.2,4.1,4.4,4.2,4.0,
,Mizoram,1.5,1.6,1.4,1.4,1.4,1.4,1.4,
,Nagaland,2.0,2.0,2.1,2.0,1.8,1.9,1.8,
,Tripura,2.8,3.4,3.4,3.4,3.1,3.7,4.5,
