Region,States,20-08-2018,21-08-2018,22-08-2018,23-08-2018,24-08-2018,25-08-2018,26-08-2018
NR,Punjab,238.1,237.1,241.4,223.0,229.3,237.4,233.8
,Haryana,189.6,194.1,191.6,169.7,173.9,181.2,169.7
,Rajasthan,222.9,221.4,216.5,211.2,212.2,216.8,207.7
,Delhi,117.6,119.4,117.3,113.4,111.9,107.6,98.0
,UP,370.7,389.3,420.3,359.5,336.9,322.6,315.2
,Uttarakhand,41.1,43.1,41.4,40.4,39.5,36.6,32.1
,HP,28.5,28.6,29.5,19.5,20.7,21.1,17.5
,J&K,41.9,43.6,47.1,44.6,39.7,41.9,41.4
,Chandigarh,5.8,5.9,5.3,5.3,5.6,5.4,4.8
WR,Chhattisgarh,81.5,81.8,82.7,86.6,86.0,87.1,79.9
,Gujarat,294.1,300.5,288.6,298.5,303.7,300.8,251.1
,MP,171.6,160.2,160.8,162.5,163.2,162.6,156.4
,Maharashtra,398.4,379.8,375.9,383.7,393.7,398.2,377.6
,Goa,9.0,9.0,9.0,9.7,9.9,9.8,8.7
,DD,7.3,7.6,7.6,7.6,7.7,6.2,5.8
,DNH,18.1,18.2,18.3,18.6,18.3,18.4,17.1
,Essar steel,11.0,10.2,10.5,11.3,11.0,11.4,11.1
SR,Andhra Pradesh,158.5,164.8,175.6,181.5,181.8,179.8,175.5
,Telangana,141.6,150.0,178.0,187.8,194.2,198.5,190.1
,Karnataka,166.6,176.5,179.6,181.5,186.9,182.8,179.7
,Kerala,53.6,57.8,57.7,60.0,59.3,55.8,55.9
,Tamil Nadu,304.9,317.0,325.8,323.9,322.3,316.2,285.3
,Pondy,7.7,8.1,8.2,8.2,7.9,7.7,6.9
ER,Bihar,92.5,93.9,97.9,95.4,90.3,85.8,91.1
,DVC,64.3,65.9,64.4,65.6,60.1,55.6,55.3
,Jharkhand,23.2,23.8,26.2,24.8,23.6,22.4,23.1
,Odisha,91.9,100.6,106.1,113.2,114.9,109.6,98.3
,West Bengal,164.6,167.6,166.9,171.1,178.2,175.6,162.0
,Sikkim,1.0,1.2,1.5,1.1,1.2,1.0,0.9
NER,Arunachal Pradesh,2.2,2.2,2.2,2.3,2.2,2.3,2.3
Assam,33.2,33.7,34.1,34.5,33.5,33.5,31.2,
Manipur,2.2,2.1,2.1,2.4,2.3,2.2,2.1,
Meghalaya,5.0,5.1,5.6,5.2,5.2,5.5,5.4,
Mizoram,1.4,1.5,1.5,1.5,1.5,1.5,1.3,
Nagaland,2.2,2.2,2.4,2.4,2.3,2.3,2.3,
Tripura,4.8,4.8,4.7,4.4,4.7,4.4,5.0,
