Region,States,16-10-2023,17-10-2023,18-10-2023,19-10-2023,20-10-2023,21-10-2023,22-10-2023
NR,Punjab,128.3,133.9,143.3,146.0,148.2,149.3,138.7
,Haryana,155.1,146.2,158.2,159.4,161.0,161.4,145.6
,Rajasthan,277.8,266.2,275.7,276.6,284.2,288.8,282.3
,Delhi,95.0,81.7,80.7,79.7,79.7,76.4,73.0
,UP,366.9,300.2,335.3,342.0,345.9,345.9,336.6
,Uttarakhand,32.4,37.2,37.8,38.4,39.1,38.6,36.9
,HP,30.1,32.9,33.0,32.9,33.5,33.7,32.0
,J&K,47.6,47.8,48.0,47.6,50.3,49.8,51.2
,Chandigarh,3.8,3.7,3.6,3.6,3.6,3.5,3.1
,Railways_NR ISTS,3.6,3.4,3.5,3.5,3.4,3.4,3.4
WR,Chhattisgarh,118.9,120.1,117.8,117.3,116.2,112.5,110.2
,Gujarat,389.6,422.5,418.2,431.5,427.2,436.2,422.8
,MP,283.9,286.7,295.3,299.8,301.3,305.1,302.5
,Maharashtra,605.5,618.7,626.4,626.2,615.6,607.4,599.8
,Goa,14.0,14.3,14.4,15.0,14.9,15.1,13.6
,DNHDDPDCL,29.4,29.9,29.9,29.6,29.2,29.5,28.8
,AMNSIL,15.5,15.1,17.5,19.7,19.6,18.0,18.0
,BALCO,12.4,12.4,12.4,12.4,12.4,12.4,12.4
SR,Andhra Pradesh,241.6,244.7,246.8,247.3,247.2,242.3,233.6
,Telangana,286.2,283.6,281.6,283.1,284.4,263.3,279.0
,Karnataka,266.2,267.0,269.8,276.6,277.3,274.4,259.6
,Kerala,79.5,80.7,82.2,82.6,82.3,82.7,75.1
,Tamil Nadu,321.7,320.0,332.6,340.5,348.4,345.2,321.7
,Pondy,9.8,10.0,10.2,10.2,9.5,9.9,9.2
ER,Bihar,129.2,113.9,113.5,112.8,111.3,109.2,105.8
,DVC,72.0,72.4,72.0,71.3,71.9,71.2,68.1
,Jharkhand,32.7,32.2,31.7,32.5,32.8,31.7,30.3
,Odisha,112.6,116.4,120.1,116.7,108.3,108.3,104.6
,West Bengal,196.9,199.1,190.8,188.5,176.7,158.8,148.0
,Sikkim,1.1,1.2,1.2,1.2,1.1,1.1,0.9
,Railways_ER ISTS*,0.2,0.2,0.2,0.2,0.1,0.2,0.2
NER,Arunachal Pradesh,2.6,2.5,2.5,2.6,2.7,2.7,2.6
Assam,35.2,36.7,37.2,37.3,35.8,34.9,30.3,
Manipur,2.5,2.7,2.7,2.7,2.7,2.7,2.7,
Meghalaya,5.4,5.7,5.7,5.6,5.8,5.8,5.8,
Mizoram,1.9,1.9,1.8,1.8,2.1,2.0,1.8,
Nagaland,2.4,2.6,2.7,2.7,2.7,2.6,2.5,
Tripura,5.3,6.0,5.6,5.5,5.4,5.4,5.5,
ALL INDIA TOTAL,4414.8,4372.2,4461.3,4502.8,4493.3,4441.1,4297.9,
*Railways_ER ISTS added as an entity w.e.f 30.04.2023,,,,,,,,
