Region,States,02-09-2024,03-09-2024,04-09-2024,05-09-2024,06-09-2024,07-09-2024,08-09-2024
NR,Punjab,287.8,256.3,234.6,268.7,277.1,278.1,284.3
,Haryana,242.7,231.4,196.4,203.1,207.0,194.6,174.9
,Rajasthan,285.0,270.0,238.6,248.6,253.5,251.7,252.8
,Delhi,133.4,135.0,121.3,118.1,121.7,114.7,110.2
,UP,555.7,585.2,540.5,519.9,505.5,523.0,525.3
,Uttarakhand,51.7,52.3,48.8,49.5,49.9,49.7,46.8
,HP,35.9,35.7,35.4,35.1,35.5,35.9,33.2
,J&K,51.5,48.2,49.5,51.5,50.7,49.7,50.5
,Chandigarh,7.1,7.0,6.3,6.6,6.5,6.1,5.8
,Railways_NR ISTS,4.3,4.2,4.3,4.1,4.3,4.4,4.3
WR,Chhattisgarh,123.9,127.7,130.8,127.4,125.0,127.4,121.9
,Gujarat,380.8,365.5,359.8,367.6,365.2,367.7,362.8
,MP,245.3,255.8,260.4,255.5,255.4,257.3,254.8
,Maharashtra,491.3,499.5,503.4,504.6,503.8,476.4,485.5
,Goa,13.4,13.7,14.0,14.2,14.0,12.0,11.4
,DNHDDPDCL,29.1,29.5,30.6,30.7,30.4,28.0,27.9
,AMNSIL,17.9,17.1,18.1,17.4,18.0,18.4,18.1
,BALCO,12.5,12.6,12.6,12.6,12.6,12.6,12.6
SR,Andhra Pradesh,186.4,189.9,194.1,197.6,201.6,195.4,185.7
,Telangana,171.3,182.2,187.9,197.6,208.9,196.9,190.6
,Karnataka,198.9,206.3,213.7,218.6,224.0,203.1,190.6
,Kerala,79.1,81.5,82.3,83.9,84.0,84.2,77.1
,Tamil Nadu,342.4,358.7,367.5,366.5,382.7,359.7,319.9
,Pondy,10.1,10.2,10.2,10.6,9.7,9.4,9.4
ER,Bihar,155.3,161.2,156.3,141.8,147.4,161.8,159.7
,DVC,71.2,72.0,74.0,70.2,74.0,74.4,72.5
,Jharkhand,45.3,44.1,45.7,44.3,44.7,45.8,43.6
,Odisha,112.5,116.0,119.5,120.4,122.7,120.6,117.6
,West Bengal,222.1,229.0,227.0,229.4,236.3,237.9,218.1
,Sikkim,1.3,1.3,1.4,1.4,1.4,1.3,1.1
,Railways_ER ISTS,0.2,0.1,0.2,0.1,0.1,0.1,0.1
NER,Arunachal Pradesh,3.6,3.6,3.2,3.0,3.2,3.0,2.9
Assam,46.5,46.7,45.0,43.8,49.4,52.2,51.2,
Manipur,2.5,3.1,2.9,2.8,3.1,1.5,3.1,
Meghalaya,5.8,5.6,4.8,4.5,4.8,4.7,4.7,
Mizoram,2.2,2.6,2.4,2.0,2.2,2.4,2.1,
Nagaland,3.1,2.8,2.5,2.5,3.1,3.1,3.1,
Tripura,5.9,6.0,6.4,6.0,6.2,6.5,5.6,
