Region,States,26-06-2017,27-06-2017,28-06-2017,29-06-2017,30-06-2017,01-07-2017,02-07-2017
NR,Punjab,236.8,240.7,194.7,141.0,151.7,183.0,204.8
,Haryana,181.0,191.5,141.5,119.4,125.3,133.2,134.5
,Rajasthan,197.5,184.5,160.1,151.8,157.6,153.6,149.5
,Delhi,118.2,126.5,113.0,99.2,98.2,97.4,90.4
,UP,384.5,370.0,369.4,325.3,336.5,336.6,304.4
,Uttarakhand,39.1,41.1,37.8,34.0,33.8,35.7,32.5
,HP,27.0,27.6,26.1,21.0,24.0,24.3,23.8
,J&K,44.2,40.4,38.9,30.6,34.8,38.7,38.3
,Chandigarh,6.0,6.2,5.4,5.0,5.1,5.3,5.0
WR,Chhattisgarh,70.5,71.6,71.1,73.6,71.9,70.5,71.4
,Gujarat,281.0,279.2,272.5,259.4,243.6,226.4,218.8
,MP,149.9,145.8,141.4,143.0,140.2,143.4,137.9
,Maharashtra,380.9,373.4,370.4,374.6,375.2,370.9,355.6
,Goa,8.8,8.8,8.2,8.6,9.2,8.4,7.9
,DD,6.4,6.7,6.6,6.5,6.4,6.0,5.7
,DNH,16.4,16.7,16.6,16.5,15.8,15.2,15.1
,Essar steel,1.8,8.4,9.5,10.5,11.5,9.0,9.7
SR,Andhra Pradesh,134.7,138.7,142.3,145.1,150.4,145.7,143.8
,Telangana,127.9,126.9,129.0,133.0,139.2,138.4,137.1
,Karnataka,150.4,155.2,155.4,167.3,170.7,166.5,159.4
,Kerala,55.0,54.8,59.4,62.1,62.8,60.9,55.3
,Tamil Nadu,285.7,297.6,300.1,308.8,316.8,305.5,289.3
,Pondy,7.0,7.2,7.4,7.4,7.5,7.5,6.9
ER,Bihar,84.0,82.9,80.9,82.3,81.7,69.5,68.3
,DVC,65.1,64.8,66.3,61.7,59.4,62.5,59.3
,Jharkhand,22.8,22.2,22.8,22.3,23.0,23.1,19.0
,Odisha,75.0,75.0,72.4,77.7,75.0,76.1,76.8
,West Bengal,137.0,146.4,151.6,154.4,151.8,157.4,136.6
,Sikkim,1.2,1.0,1.0,1.2,1.1,1.0,1.7
NER,Arunachal Pradesh,2.1,1.9,2.1,2.1,2.3,2.0,1.7
Assam,29.8,29.1,30.3,29.3,28.9,28.5,26.6,
Manipur,2.4,2.3,2.1,2.0,2.1,2.3,1.9,
Meghalaya,4.8,4.8,5.3,4.5,4.8,4.1,4.8,
Mizoram,1.1,1.2,1.5,1.3,1.2,1.3,1.2,
Nagaland,2.4,2.3,2.4,2.1,2.0,2.1,1.9,
Tripura,4.3,4.4,4.5,4.4,4.2,4.2,3.7,
