Region,States,05-10-2020,06-10-2020,07-10-2020,08-10-2020,09-10-2020,10-10-2020,11-10-2020
NR,Punjab,189.9,185.0,179.5,156.0,157.1,169.1,179.0
,Haryana,167.2,169.4,172.1,171.0,169.1,167.9,157.1
,Rajasthan,240.2,245.4,246.6,244.8,249.1,243.1,229.6
,Delhi,90.3,89.1,90.8,90.1,89.4,86.7,81.6
,UP,368.1,335.4,394.1,390.2,385.0,378.7,365.3
,Uttarakhand,38.3,38.1,39.0,38.4,37.9,38.0,34.3
,HP,29.5,29.9,30.8,31.0,30.2,29.8,27.5
,J&K,46.2,47.0,47.5,48.4,48.6,47.0,45.3
,Chandigarh,4.2,4.1,4.2,4.2,4.2,4.0,3.5
WR,Chhattisgarh,80.9,81.7,80.1,82.4,84.3,85.3,84.5
,Gujarat,361.1,364.6,364.3,369.2,372.2,370.6,361.2
,MP,218.2,219.0,218.3,222.6,224.9,227.4,226.0
,Maharashtra,428.6,438.1,446.3,448.2,448.6,438.2,396.7
,Goa,9.6,9.7,9.7,9.9,10.2,9.8,8.4
,DD,7.1,7.4,7.6,4.9,7.5,7.6,6.9
,DNH,18.1,18.4,18.5,18.6,18.4,18.1,18.3
,Essar steel,17.4,18.1,18.3,18.0,18.1,18.2,18.1
SR,Andhra Pradesh,164.6,173.4,172.9,178.9,179.0,166.3,145.7
,Telangana,195.8,199.5,179.1,174.9,178.0,169.8,143.1
,Karnataka,165.7,176.3,180.5,185.9,185.9,159.4,133.2
,Kerala,68.2,69.9,71.0,70.1,68.0,68.1,60.7
,Tamil Nadu,302.5,327.2,327.0,310.9,307.1,297.1,267.0
,Pondy,7.3,8.0,7.8,7.9,8.1,7.9,7.3
ER,Bihar,107.0,109.2,112.8,113.4,113.5,113.8,112.9
,DVC,63.3,64.0,63.3,65.1,65.7,65.1,66.5
,Jharkhand,27.9,29.1,28.6,29.4,28.7,28.3,29.6
,Odisha,91.4,89.4,90.7,89.9,92.1,92.5,91.6
,West Bengal,158.1,159.5,160.3,164.0,171.6,172.3,162.6
,Sikkim,1.2,1.2,1.3,1.3,1.3,1.3,1.0
NER,Arunachal Pradesh,1.9,2.0,2.2,2.2,2.1,2.2,2.3
Assam,32.0,31.5,33.0,34.4,35.8,36.0,34.2,
Manipur,2.7,2.9,2.8,2.7,2.8,2.7,2.8,
Meghalaya,5.9,6.0,6.1,5.9,5.9,5.8,5.7,
Mizoram,1.5,1.6,1.7,1.6,1.5,1.6,1.5,
Nagaland,2.4,2.5,2.6,2.5,2.5,2.5,2.5,
Tripura,4.8,4.7,5.1,5.0,5.4,5.3,4.9,
