Region,States,25-07-2022,26-07-2022,27-07-2022,28-07-2022,29-07-2022,30-07-2022,31-07-2022
NR,Punjab,260.4,279.2,283.5,269.3,252.5,237.3,191.8
,Haryana,202.1,216.5,220.6,207.7,185.4,168.8,152.4
,Rajasthan,215.9,206.7,212.4,202.1,211.6,227.4,230.8
,Delhi,119.9,121.3,123.6,119.3,114.4,107.1,98.4
,UP,442.6,449.6,458.0,451.0,443.8,423.4,418.8
,Uttarakhand,46.0,45.9,46.1,47.4,42.5,44.5,40.6
,HP,31.2,32.2,33.0,33.4,30.6,30.1,27.5
,J&K,46.1,47.5,47.0,43.0,49.3,49.2,44.4
,Chandigarh,6.9,7.1,7.0,6.8,6.6,5.9,5.1
WR,Chhattisgarh,97.1,98.3,99.5,105.0,107.6,109.0,115.5
,Gujarat,324.2,326.8,313.2,328.8,340.7,347.2,336.6
,MP,201.4,207.3,212.3,218.8,222.8,224.1,228.1
,Maharashtra,450.0,460.6,459.7,466.3,463.5,468.4,452.1
,Goa,11.9,12.1,12.3,12.3,12.3,13.0,11.8
,DNHDDPDCL,25.9,26.8,27.5,27.5,27.6,27.5,26.1
,Essar steel,18.1,18.1,17.9,18.0,18.1,20.3,20.0
SR,Andhra Pradesh,195.2,185.3,186.9,193.5,202.9,204.3,198.5
,Telangana,194.7,182.1,195.1,206.9,210.7,211.5,218.9
,Karnataka,188.5,195.0,195.5,182.5,186.7,171.9,155.4
,Kerala,71.9,73.6,73.7,73.9,75.7,75.6,68.6
,Tamil Nadu,315.7,313.5,308.8,314.2,324.9,318.7,287.0
,Pondy,9.2,9.3,8.6,9.7,9.8,9.8,9.0
ER,Bihar,125.0,125.7,115.4,122.0,127.8,130.5,119.3
,DVC,75.2,75.5,76.5,75.0,75.3,75.6,74.2
,Jharkhand,31.1,32.1,31.8,31.7,30.2,30.5,32.8
,Odisha,124.1,125.7,129.8,134.6,132.7,134.9,139.4
,West Bengal,171.2,181.5,191.3,192.4,195.9,195.0,183.6
,Sikkim,1.5,1.6,1.6,1.6,1.6,1.4,1.0
NER,Arunachal Pradesh,2.6,2.4,2.5,2.5,2.6,2.4,2.5
Assam,37.7,37.7,39.6,39.1,41.8,40.7,34.4,
Manipur,2.4,2.5,2.6,2.7,2.7,2.7,2.7,
Meghalaya,5.9,6.0,6.1,5.8,5.7,5.9,5.9,
Mizoram,1.4,1.7,1.7,1.7,1.8,1.8,1.7,
Nagaland,2.7,2.6,2.7,2.6,2.7,2.7,2.8,
Tripura,5.1,4.4,5.5,5.6,5.8,5.6,5.3,
