Region,States,18-09-2023,19-09-2023,20-09-2023,21-09-2023,22-09-2023,23-09-2023,24-09-2023
NR,Punjab,190.5,192.0,208.5,242.3,264.1,207.7,184.2
,Haryana,190.9,201.6,210.5,229.0,229.6,212.0,183.3
,Rajasthan,239.1,242.8,267.6,282.0,287.3,290.9,279.6
,Delhi,114.8,124.5,130.9,135.9,136.0,124.9,111.6
,UP,460.9,496.0,502.9,513.1,497.8,470.5,456.0
,Uttarakhand,45.2,48.0,48.7,48.3,47.4,46.5,41.3
,HP,30.3,31.8,34.0,34.5,35.2,34.4,31.5
,J&K,48.0,46.6,48.5,49.9,48.0,46.8,46.1
,Chandigarh,6.0,6.4,6.6,6.8,6.5,5.4,4.8
,Railways_NR ISTS,3.4,3.5,3.2,3.2,3.3,3.3,3.2
WR,Chhattisgarh,101.2,109.3,106.4,103.3,93.6,94.0,95.1
,Gujarat,339.6,336.0,350.0,350.6,364.9,374.6,368.3
,MP,219.8,238.5,247.7,249.3,245.5,245.7,248.2
,Maharashtra,530.2,505.5,541.1,539.2,507.3,482.1,469.6
,Goa,13.0,11.6,11.1,12.4,13.3,12.6,12.1
,DNHDDPDCL,28.8,27.5,28.0,29.9,30.2,30.2,29.0
,AMNSIL,18.5,17.9,20.1,18.6,17.6,19.6,18.7
,BALCO,12.4,12.4,12.4,12.5,12.5,12.4,12.4
SR,Andhra Pradesh,226.9,233.7,235.4,227.1,218.3,213.8,204.1
,Telangana,276.7,286.7,295.4,264.1,228.5,221.5,217.0
,Karnataka,226.6,236.5,255.8,263.1,262.3,247.1,222.3
,Kerala,76.9,78.2,80.5,81.4,80.9,79.3,72.5
,Tamil Nadu,306.5,321.6,342.3,348.2,346.4,351.6,319.4
,Pondy,8.4,9.5,9.7,10.1,10.4,10.7,9.8
ER,Bihar,152.2,149.7,145.8,127.1,108.7,96.1,102.8
,DVC,76.0,77.4,77.8,74.8,73.9,75.5,74.9
,Jharkhand,36.4,36.2,32.6,30.3,29.4,30.4,32.0
,Odisha,129.1,122.3,112.2,110.6,116.3,119.6,119.7
,West Bengal,192.7,185.7,186.1,179.6,180.7,182.4,167.5
,Sikkim,1.2,1.3,1.3,1.2,1.3,1.2,0.9
,Railways_ER ISTS*,0.2,0.2,0.2,0.2,0.2,0.2,0.2
NER,Arunachal Pradesh,3.0,3.1,3.0,2.8,2.8,2.8,2.7
Assam,42.8,41.9,37.3,36.7,38.1,39.5,39.5,
Manipur,2.5,2.5,2.5,2.4,2.5,2.7,2.8,
Meghalaya,5.8,5.8,5.9,5.8,5.6,5.6,5.6,
Mizoram,1.7,1.7,1.9,2.0,1.7,1.9,1.6,
Nagaland,2.7,2.7,2.6,2.9,2.7,2.9,2.7,
Tripura,5.1,4.8,5.1,5.1,5.2,4.8,5.1,
ALL INDIA TOTAL,4365.8,4453.4,4611.4,4635.7,4556.0,4403.2,4198.0,
*Railways_ER ISTS added as an entity w.e.f 30.04.2023,,,,,,,,
