Region,States,12-04-2021,13-04-2021,14-04-2021,15-04-2021,16-04-2021,17-04-2021,18-04-2021
NR,Punjab,126.4,125.6,132.7,126.8,123.2,123.1,114.9
,Haryana,131.4,137.6,137.5,141.4,122.8,122.6,121.7
,Rajasthan,212.6,222.8,223.0,223.4,209.2,209.2,213.5
,Delhi,83.6,85.8,85.9,88.7,86.0,66.4,67.6
,UP,341.6,354.5,358.6,372.3,340.5,325.1,340.0
,Uttarakhand,37.5,36.1,38.7,39.4,39.0,39.1,36.4
,HP,29.1,29.9,29.7,27.3,29.1,26.5,24.9
,J&K,51.1,52.7,52.7,51.6,52.5,48.6,50.7
,Chandigarh,3.8,3.8,3.9,4.2,4.1,3.3,3.1
WR,Chhattisgarh,109.1,111.2,111.1,108.4,109.7,109.2,109.5
,Gujarat,407.7,402.9,399.5,400.4,401.3,397.7,383.3
,MP,221.5,238.7,227.8,230.5,236.7,236.6,239.6
,Maharashtra,532.9,519.4,511.4,510.4,527.5,535.2,529.7
,Goa,11.9,11.3,10.7,10.9,12.0,12.5,10.2
,DD,7.2,7.5,6.8,7.2,7.6,7.3,6.6
,DNH,19.0,19.1,19.2,19.1,18.8,18.5,18.1
,Essar steel,18.4,15.9,17.7,17.4,17.3,17.0,17.0
SR,Andhra Pradesh,216.3,210.9,205.1,177.5,196.2,201.0,206.0
,Telangana,236.3,219.9,190.6,196.5,209.8,214.5,208.0
,Karnataka,261.2,242.6,230.7,219.0,234.9,241.3,230.5
,Kerala,79.2,78.4,73.2,77.8,78.9,80.0,74.6
,Tamil Nadu,355.0,355.9,330.7,308.9,326.0,334.6,319.9
,Pondy,9.0,9.3,8.7,8.5,9.0,9.1,8.7
ER,Bihar,110.5,111.7,114.4,118.7,117.2,105.6,113.0
,DVC,69.9,69.9,70.3,69.7,70.8,68.1,68.4
,Jharkhand,30.4,30.9,30.6,30.0,30.5,29.3,29.9
,Odisha,98.2,99.2,99.2,98.0,97.9,99.1,94.2
,West Bengal,186.5,195.4,191.9,189.9,188.1,160.0,152.8
,Sikkim,1.0,0.9,0.8,0.8,0.6,0.6,0.6
NER,Arunachal Pradesh,2.2,2.0,2.2,2.2,2.1,2.4,2.3
Assam,29.1,29.5,25.7,26.6,27.5,22.6,24.4,
Manipur,2.5,2.3,2.6,2.5,2.4,2.4,2.4,
Meghalaya,4.8,4.7,5.6,5.6,5.2,4.6,5.4,
Mizoram,1.7,1.7,1.6,1.6,1.3,1.4,1.4,
Nagaland,1.9,1.9,2.2,2.3,2.1,2.1,2.1,
Tripura,5.2,5.1,5.3,5.1,4.9,3.6,3.6,
