Region,States,19-11-2018,20-11-2018,21-11-2018,22-11-2018,23-11-2018,24-11-2018,25-11-2018
NR,Punjab,113.2,116.8,115.3,114.3,113.8,118.0,116.1
,Haryana,112.8,116.0,116.9,118.7,116.6,115.6,108.4
,Rajasthan,225.8,226.8,227.1,230.1,233.0,230.7,225.5
,Delhi,61.0,61.7,61.3,62.1,61.6,58.4,58.3
,UP,261.4,269.4,270.4,267.2,264.6,262.9,259.3
,Uttarakhand,34.9,36.0,35.2,35.8,35.5,36.0,32.8
,HP,27.7,27.8,28.3,28.0,28.2,27.8,25.7
,J&K,44.9,45.7,36.6,44.8,45.8,40.9,40.9
,Chandigarh,3.1,3.2,3.2,3.2,3.0,3.1,2.9
WR,Chhattisgarh,78.6,76.2,76.4,77.8,77.0,74.1,74.3
,Gujarat,330.3,327.1,331.5,338.7,337.5,335.2,324.1
,MP,269.4,271.2,272.3,271.5,271.1,269.7,267.2
,Maharashtra,453.9,449.6,449.5,450.5,438.1,443.3,431.0
,Goa,10.5,10.6,10.6,10.4,10.3,10.3,10.3
,DD,6.8,7.1,7.2,7.1,7.0,7.0,6.5
,DNH,14.9,15.2,15.5,15.1,14.3,15.7,15.6
,Essar steel,11.1,12.0,13.0,13.5,10.1,11.0,11.2
SR,Andhra Pradesh,181.0,182.4,174.9,165.8,166.5,167.9,165.1
,Telangana,176.4,179.1,176.7,177.7,176.0,173.9,169.6
,Karnataka,203.1,204.3,205.3,194.8,192.8,193.4,186.1
,Kerala,68.7,69.2,71.1,71.7,70.4,69.9,64.9
,Tamil Nadu,265.8,268.9,266.6,256.0,257.1,256.6,239.2
,Pondy,6.9,6.8,6.4,6.4,6.7,6.7,6.1
ER,Bihar,69.4,70.0,70.8,71.5,68.8,68.3,68.5
,DVC,64.7,63.5,62.4,63.1,63.3,61.6,60.9
,Jharkhand,23.4,23.7,24.9,24.1,24.5,24.7,24.1
,Odisha,87.0,86.3,86.3,83.2,86.0,83.5,82.5
,West Bengal,109.7,107.3,116.4,104.8,104.8,107.5,104.9
,Sikkim,1.4,1.5,1.4,1.4,1.4,1.3,1.1
NER,Arunachal Pradesh,2.1,2.2,2.4,2.0,2.0,2.1,1.9
Assam,22.8,24.0,23.9,23.1,23.6,24.2,22.8,
Manipur,2.5,2.6,2.5,2.3,2.4,2.5,2.7,
Meghalaya,6.0,6.1,6.2,6.1,6.0,6.1,6.0,
Mizoram,1.7,1.7,1.7,1.8,2.0,2.2,1.3,
Nagaland,2.1,2.2,2.2,2.2,2.2,2.3,2.1,
Tripura,3.3,3.6,3.4,4.1,4.5,3.6,3.8,
