Region,States,28-05-2018,29-05-2018,30-05-2018,31-05-2018,01-06-2018,02-06-2018,03-06-2018
NR,Punjab,188.7,189.2,189.6,193.2,177.6,164.1,176.8
,Haryana,167.5,180.9,174.2,180.2,161.1,143.5,160.2
,Rajasthan,231.3,242.6,230.2,232.2,244.9,242.6,242.4
,Delhi,125.1,128.4,128.5,129.8,130.3,118.3,111.8
,UP,423.4,403.5,382.2,400.9,380.9,302.2,359.5
,Uttarakhand,42.5,42.1,42.0,45.3,38.8,35.1,39.6
,HP,26.7,27.2,28.2,32.2,23.8,23.7,23.7
,J&K,38.0,37.9,32.5,37.3,36.0,39.2,38.7
,Chandigarh,6.3,6.5,6.5,6.7,5.9,5.3,5.2
WR,Chhattisgarh,88.0,87.6,84.9,77.1,82.2,75.6,73.9
,Gujarat,368.0,364.2,360.3,362.7,367.8,363.0,331.9
,MP,197.7,201.6,200.0,196.5,191.8,180.2,171.3
,Maharashtra,511.1,511.6,517.3,514.3,472.5,461.9,443.3
,Goa,10.8,10.8,10.9,10.9,10.9,10.5,8.6
,DD,7.5,5.8,7.6,4.9,7.7,7.6,7.1
,DNH,15.4,18.1,18.3,18.3,17.6,18.0,17.9
,Essar steel,7.9,8.0,7.5,8.0,7.1,6.6,7.0
SR,Andhra Pradesh,184.1,188.6,188.2,179.7,179.3,162.6,160.0
,Telangana,159.6,163.6,162.7,154.2,152.8,143.5,138.0
,Karnataka,172.2,170.2,172.7,173.6,171.4,157.4,146.7
,Kerala,64.6,63.1,67.0,69.7,71.5,70.8,62.0
,Tamil Nadu,306.8,315.3,328.1,335.9,332.5,312.8,284.8
,Pondy,8.2,8.4,7.9,8.4,8.4,8.2,7.2
ER,Bihar,82.5,79.4,86.8,83.7,72.4,86.0,91.3
,DVC,68.6,70.7,73.2,73.4,68.5,70.2,70.2
,Jharkhand,19.6,18.4,18.4,21.6,20.5,20.9,21.7
,Odisha,94.2,92.1,95.4,88.9,95.0,90.5,91.8
,West Bengal,169.4,164.7,177.3,175.8,149.8,146.4,159.0
,Sikkim,0.5,0.4,0.9,1.2,1.3,1.2,1.5
NER,Arunachal Pradesh,2.5,2.2,2.3,2.2,2.3,1.9,2.1
Assam,25.0,25.3,27.2,28.4,29.6,29.9,29.9,
Manipur,2.3,2.2,2.1,2.0,2.3,2.3,2.3,
Meghalaya,4.7,5.2,5.8,4.9,4.9,4.9,4.8,
Mizoram,1.6,1.8,1.7,1.7,1.5,1.2,1.6,
Nagaland,2.1,2.1,1.9,2.1,2.0,2.0,2.0,
Tripura,4.6,3.9,4.1,4.2,4.1,4.6,4.3,
