Region,States,02-04-2018,03-04-2018,04-04-2018,05-04-2018,06-04-2018,07-04-2018,08-04-2018
NR,Punjab,119.3,123.9,128.6,124.8,122.5,121.3,114.3
,Haryana,113.8,116.2,119.8,119.5,104.8,104.4,101.5
,Rajasthan,183.0,184.1,187.1,188.9,179.1,178.3,181.0
,Delhi,79.0,83.0,87.8,89.9,85.9,75.4,77.8
,UP,305.4,310.6,314.8,310.9,296.2,266.2,278.3
,Uttarakhand,33.1,35.4,35.3,35.5,35.8,35.3,31.0
,HP,23.3,25.1,26.2,25.8,25.6,25.2,49.9
,J&K,39.4,38.5,41.8,42.6,41.9,41.5,39.2
,Chandigarh,3.1,3.9,4.0,4.0,4.1,3.9,3.4
WR,Chhattisgarh,75.9,84.8,86.1,87.0,85.7,83.9,82.4
,Gujarat,333.0,339.4,339.1,344.2,346.4,349.3,333.0
,MP,180.9,183.6,182.6,183.6,186.0,176.7,174.1
,Maharashtra,478.8,488.2,490.8,495.0,488.1,478.7,449.5
,Goa,10.5,11.8,11.7,11.7,11.7,11.7,11.7
,DD,6.5,7.0,7.3,7.2,7.4,7.4,7.0
,DNH,16.5,17.4,17.7,18.0,17.6,17.5,17.7
,Essar steel,6.5,7.3,6.9,6.8,6.2,5.9,6.2
SR,Andhra Pradesh,163.6,173.6,172.1,172.8,177.4,176.5,169.0
,Telangana,181.1,198.2,200.6,196.6,180.1,164.0,143.1
,Karnataka,215.0,214.6,224.3,228.8,230.8,216.7,199.6
,Kerala,64.3,74.2,77.9,80.7,80.1,77.8,71.9
,Tamil Nadu,328.6,335.8,337.2,332.8,340.1,339.6,322.7
,Pondy,7.6,7.9,7.9,7.4,7.9,7.6,7.3
ER,Bihar,78.5,82.5,84.4,69.8,77.6,73.1,79.1
,DVC,63.3,64.2,66.3,67.0,64.5,62.9,65.1
,Jharkhand,20.2,22.9,22.9,23.6,24.3,21.4,17.9
,Odisha,62.0,73.5,74.0,70.8,74.8,68.6,67.2
,West Bengal,117.2,145.8,158.6,160.2,160.9,155.5,127.9
,Sikkim,1.5,1.2,1.3,1.3,1.6,1.4,1.4
NER,Arunachal Pradesh,2.1,2.1,2.1,2.1,2.0,2.2,2.1
Assam,22.5,23.8,24.7,23.8,25.1,26.5,23.0,
Manipur,2.3,2.2,2.4,2.3,2.2,2.3,2.1,
Meghalaya,4.9,4.8,5.1,4.6,4.6,4.7,5.2,
Mizoram,1.7,1.4,1.3,1.2,1.3,1.3,1.3,
Nagaland,2.0,2.0,2.0,2.0,1.8,2.0,1.9,
Tripura,3.8,3.7,4.3,4.1,3.5,3.6,3.6,
