Region,States,12-07-2021,13-07-2021,14-07-2021,15-07-2021,16-07-2021,17-07-2021,18-07-2021
NR,Punjab,246.6,243.7,258.7,276.0,291.6,296.6,299.4
,Haryana,241.2,212.8,185.4,182.5,208.3,233.4,209.3
,Rajasthan,262.1,258.2,247.8,249.7,269.2,285.8,260.3
,Delhi,129.8,119.9,108.3,111.9,125.9,129.3,120.6
,UP,475.3,482.5,466.6,485.8,504.7,489.7,417.2
,Uttarakhand,46.6,45.5,44.3,44.7,46.9,47.0,37.7
,HP,26.7,27.3,28.7,29.6,47.1,32.2,28.3
,J&K,37.2,41.5,42.6,46.7,43.8,46.7,46.4
,Chandigarh,6.3,6.1,6.1,6.2,6.8,7.1,6.4
WR,Chhattisgarh,100.3,101.3,104.3,109.0,113.2,115.7,113.0
,Gujarat,330.2,331.4,333.3,345.2,346.0,353.3,328.9
,MP,221.8,235.5,238.6,240.7,248.8,253.8,231.8
,Maharashtra,428.7,429.4,424.1,428.3,421.5,429.4,414.9
,Goa,10.9,11.0,10.9,11.3,12.4,11.5,10.3
,DD,7.4,6.6,7.6,7.7,7.7,7.8,6.0
,DNH,19.4,19.5,19.4,19.2,18.7,19.3,18.6
,Essar steel,18.4,17.3,19.2,18.5,18.0,19.3,19.6
SR,Andhra Pradesh,163.7,164.4,159.7,154.1,160.2,163.0,157.8
,Telangana,168.6,166.7,159.1,155.1,173.3,184.7,188.4
,Karnataka,165.7,166.3,160.3,153.1,159.2,158.9,136.2
,Kerala,63.3,64.3,63.4,65.1,66.1,62.5,58.2
,Tamil Nadu,296.2,310.7,309.0,297.4,302.9,295.7,258.0
,Pondy,8.1,8.2,8.4,8.2,8.7,8.4,7.3
ER,Bihar,132.6,132.4,132.0,132.2,132.9,121.9,117.6
,DVC,65.5,65.4,65.4,67.7,68.0,67.7,64.7
,Jharkhand,29.4,28.9,29.1,29.6,29.9,28.9,28.2
,Odisha,104.3,106.4,114.7,114.1,119.6,121.9,118.5
,West Bengal,173.1,174.8,173.0,177.9,190.0,190.4,173.8
,Sikkim,1.9,1.7,1.7,1.5,1.4,1.3,1.1
NER,Arunachal Pradesh,2.4,2.5,2.3,2.3,2.3,2.3,2.3
Assam,37.3,35.0,35.0,35.1,36.0,35.4,34.9,
Manipur,2.5,2.7,2.5,2.7,2.5,2.3,2.6,
Meghalaya,5.2,5.4,5.7,5.9,5.7,5.6,5.6,
Mizoram,1.6,1.6,1.6,1.7,1.6,1.6,1.6,
Nagaland,2.5,2.6,2.4,2.5,2.4,2.5,2.5,
Tripura,5.0,5.0,5.2,5.3,4.9,4.8,4.7,
