Region,States,27-03-2023,28-03-2023,29-03-2023,30-03-2023,31-03-2023,01-04-2023,02-04-2023
NR,Punjab,122.6,124.9,127.4,121.8,121.0,116.9,112.9
,Haryana,118.7,123.4,124.9,113.3,106.7,108.3,98.2
,Rajasthan,221.4,226.7,227.4,209.3,188.9,198.1,200.5
,Delhi,69.6,67.5,73.8,70.2,69.7,66.3,64.0
,UP,309.0,318.4,325.7,309.8,272.3,273.9,286.8
,Uttarakhand,37.4,38.5,38.6,36.2,34.5,35.5,33.6
,HP,33.1,33.2,34.0,33.4,33.6,31.5,28.3
,J&K,57.5,57.7,57.5,56.8,56.4,55.0,55.5
,Chandigarh,3.2,3.3,3.5,3.3,3.4,3.2,2.9
,Railways_NR ISTS,3.3,3.2,3.2,3.3,3.3,3.3,3.2
WR,Chhattisgarh,107.9,111.5,117.7,114.6,105.8,101.0,111.3
,Gujarat,403.3,409.0,404.8,401.6,390.3,389.2,379.6
,MP,225.2,230.8,235.4,231.2,217.5,219.8,226.1
,Maharashtra,561.2,573.0,571.1,570.6,562.6,545.3,540.7
,Goa,14.4,13.0,13.2,13.1,12.4,14.2,11.4
,DNHDDPDCL,28.8,29.1,29.0,28.7,27.5,26.2,25.9
,AMNSIL,17.5,18.4,18.3,17.9,18.0,18.2,18.4
,BALCO,12.3,12.3,12.3,12.3,12.2,12.2,12.3
SR,Andhra Pradesh,218.6,225.3,229.3,229.4,226.3,220.4,211.5
,Telangana,277.1,288.6,285.9,297.3,296.4,287.7,279.1
,Karnataka,290.5,296.5,300.5,297.1,295.3,288.9,271.0
,Kerala,89.4,91.8,93.1,91.0,90.6,89.6,82.6
,Tamil Nadu,349.3,367.9,372.2,370.0,369.2,365.5,333.9
,Pondy,9.6,9.7,9.7,9.9,9.1,9.1,9.2
ER,Bihar,96.9,100.4,101.6,100.7,93.6,86.9,93.2
,DVC,76.1,75.5,76.6,74.4,73.5,66.6,70.8
,Jharkhand,29.4,30.5,30.6,25.8,27.5,24.8,28.8
,Odisha,117.2,120.4,116.2,108.8,105.5,97.6,109.4
,West Bengal,164.2,178.0,187.7,186.4,161.0,133.4,131.1
,Sikkim,1.5,1.6,1.7,1.7,1.6,1.5,1.2
NER,Arunachal Pradesh,2.6,2.5,2.4,2.4,2.8,2.3,2.3
Assam,26.4,27.6,27.4,28.7,28.9,26.9,23.2,
Manipur,2.3,2.6,2.7,2.8,2.6,2.7,2.6,
Meghalaya,6.2,5.5,5.6,5.6,5.7,5.6,5.2,
Mizoram,1.7,1.7,1.8,1.8,1.7,1.8,1.6,
Nagaland,2.1,2.2,2.2,2.2,2.2,1.8,1.9,
Tripura,4.9,4.1,3.6,4.3,3.4,3.7,3.5,
