Region,States,07-01-2019,08-01-2019,09-01-2019,10-01-2019,11-01-2019,12-01-2019,13-01-2019
NR,Punjab,108.1,112.7,113.5,113.8,115.0,112.8,107.4
,Haryana,123.5,131.5,131.0,129.9,131.2,130.2,116.6
,Rajasthan,239.9,242.1,243.4,238.3,244.0,234.2,233.9
,Delhi,71.0,68.7,71.1,71.0,71.4,67.7,65.4
,UP,274.4,289.2,289.2,292.5,293.3,291.9,285.5
,Uttarakhand,38.4,39.7,39.6,40.7,40.5,39.4,35.6
,HP,29.9,30.1,30.3,30.6,30.4,29.9,27.3
,J&K,45.8,51.3,51.3,52.3,53.0,54.2,54.2
,Chandigarh,3.6,4.1,3.9,3.8,3.9,3.6,3.2
WR,Chhattisgarh,79.1,79.0,80.0,84.2,81.3,79.3,81.8
,Gujarat,320.3,323.3,322.5,324.8,329.5,327.3,315.6
,MP,253.2,256.0,257.0,257.9,258.1,259.0,253.7
,Maharashtra,409.0,415.4,415.3,414.9,410.9,412.5,401.3
,Goa,8.8,9.1,8.9,9.0,9.5,9.4,9.5
,DD,6.5,6.6,6.7,6.7,6.9,7.0,6.9
,DNH,17.3,17.5,17.4,17.7,17.5,17.5,17.3
,Essar steel,10.2,10.6,10.3,10.2,10.9,10.7,10.7
SR,Andhra Pradesh,163.5,163.3,161.2,164.6,165.0,162.8,161.7
,Telangana,179.9,182.0,180.5,182.2,183.5,179.3,178.7
,Karnataka,207.6,207.5,206.0,213.3,219.0,215.2,201.9
,Kerala,63.2,59.8,59.9,64.4,66.2,67.0,60.3
,Tamil Nadu,285.0,296.5,296.1,293.2,295.2,290.2,275.1
,Pondy,7.5,7.2,7.4,7.6,7.6,7.9,7.3
ER,Bihar,71.7,74.6,74.9,78.6,77.4,74.4,75.7
,DVC,65.4,65.1,65.1,65.1,66.2,69.6,66.2
,Jharkhand,23.0,24.6,24.4,24.8,24.4,24.6,24.8
,Odisha,71.6,70.4,68.9,68.3,70.8,71.2,68.3
,West Bengal,117.9,112.6,108.2,114.2,115.4,114.2,104.1
,Sikkim,1.3,1.4,1.4,1.4,1.4,1.4,1.4
NER,Arunachal Pradesh,2.0,2.4,2.1,2.1,2.4,2.2,2.2
Assam,23.0,22.1,21.8,22.5,23.0,23.8,23.4,
Manipur,2.8,2.9,2.8,2.9,2.9,3.0,2.7,
Meghalaya,6.4,6.4,6.7,6.6,6.3,6.4,6.3,
Mizoram,1.7,1.7,1.7,1.5,1.8,1.9,1.9,
Nagaland,2.0,2.1,2.0,2.1,2.2,2.3,2.1,
Tripura,3.5,3.4,3.6,4.1,4.2,4.0,3.8,
