Region,States,28-06-2021,29-06-2021,30-06-2021,01-07-2021,02-07-2021,03-07-2021,04-07-2021
NR,Punjab,293.0,296.3,297.9,306.1,304.6,267.9,297.6
,Haryana,238.5,248.6,251.7,257.7,258.0,221.4,221.9
,Rajasthan,257.3,274.6,281.4,286.1,289.6,281.9,269.7
,Delhi,128.9,132.4,135.9,141.8,141.0,119.1,114.1
,UP,458.5,476.8,485.6,486.5,480.5,451.7,462.5
,Uttarakhand,45.7,48.1,47.6,48.1,47.3,46.0,42.4
,HP,32.5,33.4,35.2,30.2,28.5,29.4,27.1
,J&K,47.5,48.4,47.4,43.5,41.7,42.5,46.9
,Chandigarh,6.8,7.2,7.5,7.6,7.6,6.6,6.3
WR,Chhattisgarh,91.1,95.9,99.8,92.8,90.4,89.4,90.4
,Gujarat,356.7,347.3,352.9,359.3,362.4,371.7,358.6
,MP,200.1,207.4,210.7,209.1,216.0,220.3,220.7
,Maharashtra,424.0,442.6,457.1,435.3,462.3,480.3,488.0
,Goa,11.5,11.9,12.5,11.9,12.0,12.2,10.4
,DD,7.0,7.3,7.3,7.1,7.3,7.2,6.4
,DNH,18.6,18.7,19.0,18.5,18.7,18.9,18.7
,Essar steel,18.3,18.1,18.7,18.1,19.9,17.0,16.5
SR,Andhra Pradesh,179.7,195.3,199.3,189.8,179.6,176.0,172.6
,Telangana,203.0,225.8,234.3,230.8,214.9,226.9,223.6
,Karnataka,184.2,199.4,211.0,215.9,212.6,210.5,199.5
,Kerala,69.7,71.7,75.2,73.2,72.3,69.2,66.1
,Tamil Nadu,314.3,344.9,349.8,336.8,316.7,319.9,290.5
,Pondy,8.3,8.5,8.6,8.4,8.1,7.9,7.2
ER,Bihar,118.1,114.1,115.1,108.3,100.1,106.6,119.0
,DVC,68.0,67.3,65.8,63.4,62.2,62.8,63.5
,Jharkhand,29.2,27.4,27.5,28.0,28.7,27.7,27.6
,Odisha,104.7,110.7,107.7,104.4,102.9,117.6,115.9
,West Bengal,165.8,168.3,170.5,151.6,150.8,159.5,155.0
,Sikkim,1.3,1.3,1.3,1.3,1.6,1.8,1.6
NER,Arunachal Pradesh,2.2,2.3,2.2,2.3,2.2,2.2,2.2
Assam,32.6,33.0,31.9,32.1,30.8,31.6,32.3,
Manipur,2.7,2.6,2.6,2.6,2.5,2.6,2.7,
Meghalaya,5.5,5.5,5.4,5.7,5.9,5.7,6.1,
Mizoram,1.6,1.6,1.6,1.6,1.7,1.7,1.5,
Nagaland,2.6,2.5,2.5,2.4,2.4,2.4,2.5,
Tripura,4.8,4.4,4.1,3.0,4.0,4.4,4.7,
