Region,States,03-04-2017,04-04-2017,05-04-2017,06-04-2017,07-04-2017,08-04-2017,09-04-2017
NR,Punjab,120.6,109.5,95.0,83.8,101.0,103.7,96.0
,Haryana,118.6,116.6,90.8,103.3,114.8,110.7,98.4
,Rajasthan,179.3,173.0,174.8,173.0,201.5,167.2,162.1
,Delhi,87.2,84.7,82.3,82.9,82.9,76.0,69.5
,UP,313.2,313.2,279.7,303.1,325.6,298.3,286.2
,Uttarakhand,35.2,35.1,30.6,28.2,31.5,33.3,30.3
,HP,25.7,24.4,28.3,24.6,26.6,28.8,26.6
,J&K,40.4,37.2,31.2,31.1,37.1,40.1,47.3
,Chandigarh,4.3,4.0,3.9,3.6,4.0,3.6,3.2
WR,Chhattisgarh,91.8,91.2,92.9,92.3,93.5,90.0,92.0
,Gujarat,329.5,326.5,323.7,328.1,319.8,315.3,304.8
,MP,180.3,181.5,180.7,179.8,178.2,179.4,173.9
,Maharashtra,487.6,485.6,496.4,498.0,487.3,481.9,473.2
,Goa,10.3,10.3,11.0,11.5,10.9,10.2,9.3
,DD,6.8,7.1,7.2,7.2,7.1,7.0,6.6
,DNH,16.4,16.7,16.6,16.6,16.6,16.3,16.6
,Essar steel,9.8,10.0,9.3,10.1,10.4,10.7,9.8
SR,Andhra Pradesh,162.2,164.0,165.2,166.0,166.4,164.9,165.6
,Telangana,184.6,183.8,179.6,181.3,181.0,176.5,172.4
,Karnataka,221.4,222.4,234.1,214.4,214.2,214.0,202.1
,Kerala,75.9,76.2,76.3,71.0,70.4,75.8,68.9
,Tamil Nadu,314.0,322.9,323.8,324.7,328.0,331.8,307.7
,Pondy,7.2,7.3,7.7,7.5,7.8,7.6,6.9
ER,Bihar,72.7,68.8,68.5,68.9,67.6,61.7,64.5
,DVC,64.1,67.7,63.9,66.9,64.5,63.1,64.3
,Jharkhand,24.7,24.8,20.8,23.5,23.1,23.1,24.3
,Odisha,69.9,75.4,78.4,83.2,83.4,83.7,83.9
,West Bengal,141.1,146.5,153.0,153.9,156.4,155.3,153.1
,Sikkim,1.0,1.2,1.4,1.3,1.1,1.1,0.9
NER,Arunachal Pradesh,1.8,1.8,1.9,2.0,1.9,2.1,2.3
Assam,15.9,18.5,20.9,21.3,21.8,21.1,19.0,
Manipur,0.8,2.0,2.1,2.3,2.4,2.5,2.2,
Meghalaya,3.1,4.1,4.9,4.5,5.0,4.6,5.0,
Mizoram,1.3,1.0,1.3,1.3,1.5,1.4,1.3,
Nagaland,0.8,1.7,1.7,1.6,1.8,1.7,1.7,
Tripura,2.1,2.2,2.3,2.4,3.6,4.0,3.6,
