Region,States,26-08-2019,27-08-2019,28-08-2019,29-08-2019,30-08-2019,31-08-2019,01-09-2019
NR,Punjab,245.8,256.7,265.3,266.5,257.9,260.3,233.4
,Haryana,186.0,204.4,217.0,214.8,214.0,218.3,194.6
,Rajasthan,229.7,232.4,221.0,217.3,212.7,214.6,203.9
,Delhi,111.7,121.6,128.0,132.7,132.6,129.7,113.9
,UP,362.8,405.5,429.1,430.6,431.3,439.7,409.2
,Uttarakhand,39.8,43.6,45.7,44.2,44.3,43.4,34.9
,HP,28.7,29.4,30.0,30.7,29.8,31.5,27.7
,J&K,35.2,40.8,41.6,42.1,39.7,41.7,37.9
,Chandigarh,5.4,6.1,6.5,6.0,6.1,6.2,5.3
WR,Chhattisgarh,88.7,87.7,93.2,96.3,96.4,97.0,95.7
,Gujarat,319.9,313.0,302.4,305.7,316.9,323.9,300.1
,MP,166.9,169.2,175.4,182.6,185.6,186.8,184.0
,Maharashtra,423.5,429.0,439.3,449.4,431.4,402.8,374.7
,Goa,10.2,10.2,11.1,11.3,11.4,11.4,9.7
,DD,7.3,7.6,7.7,7.7,7.7,7.8,6.9
,DNH,18.8,18.8,18.8,19.1,19.0,18.4,17.9
,Essar steel,5.8,5.4,5.3,5.2,5.0,5.0,6.6
SR,Andhra Pradesh,175.5,184.6,187.2,194.8,190.4,182.7,167.9
,Telangana,218.1,225.4,235.2,241.7,239.4,205.2,170.6
,Karnataka,172.7,182.3,186.2,191.8,192.7,184.8,172.1
,Kerala,62.9,63.4,61.7,65.6,65.6,66.1,60.2
,Tamil Nadu,284.8,302.4,312.0,310.8,307.0,303.6,278.7
,Pondy,7.7,8.2,8.4,8.6,8.5,8.4,7.4
ER,Bihar,109.4,111.8,115.4,117.8,117.6,117.6,117.9
,DVC,58.3,62.6,63.8,64.8,64.8,63.8,63.7
,Jharkhand,23.9,24.8,25.3,24.9,27.8,27.0,25.9
,Odisha,87.6,88.5,84.8,89.2,94.8,95.7,96.9
,West Bengal,163.7,167.1,170.3,173.5,178.5,177.2,165.2
,Sikkim,0.8,0.9,0.9,1.0,1.0,0.9,0.6
NER,Arunachal Pradesh,2.3,2.3,2.2,2.2,2.3,2.4,2.1
Assam,36.8,37.0,33.8,37.2,36.4,34.9,35.2,
Manipur,2.6,2.6,2.4,2.5,2.7,2.5,2.4,
Meghalaya,5.5,5.2,5.7,5.6,5.3,5.4,5.2,
Mizoram,1.7,1.7,1.6,1.8,1.8,1.8,1.7,
Nagaland,2.3,2.3,2.4,2.4,2.2,2.1,2.1,
Tripura,5.1,5.6,5.3,5.4,6.0,4.7,4.7,
