Region,States,30-07-2018,31-07-2018,01-08-2018,02-08-2018,03-08-2018,04-08-2018,05-08-2018
NR,Punjab,223.4,247.3,252.8,262.4,268.2,273.6,263.2
,Haryana,172.4,183.3,186.0,197.3,198.7,201.8,191.9
,Rajasthan,206.7,213.8,217.6,227.9,234.3,237.5,234.4
,Delhi,108.6,113.6,112.6,118.1,117.2,115.5,109.6
,UP,287.1,300.5,309.3,320.2,315.4,334.5,328.5
,Uttarakhand,39.1,39.9,39.0,37.9,37.9,38.4,32.0
,HP,23.7,28.7,28.3,28.3,28.9,28.4,26.0
,J&K,37.9,38.8,35.8,41.3,42.3,43.0,41.7
,Chandigarh,5.8,6.0,6.1,6.3,6.4,5.9,5.1
WR,Chhattisgarh,87.3,92.1,87.8,86.5,91.7,92.9,98.4
,Gujarat,309.7,319.6,323.7,333.5,338.0,342.9,332.3
,MP,168.5,165.6,169.9,176.3,181.0,186.3,185.4
,Maharashtra,432.1,438.0,435.7,440.6,442.6,440.6,430.1
,Goa,9.4,10.0,11.3,11.6,11.6,11.6,11.6
,DD,7.1,7.5,7.4,7.5,7.6,7.5,6.9
,DNH,15.7,16.6,16.9,16.7,16.9,17.5,17.5
,Essar steel,10.8,9.7,8.8,10.0,9.9,10.2,10.8
SR,Andhra Pradesh,185.7,188.6,184.9,178.6,182.6,185.4,180.2
,Telangana,218.9,220.2,209.5,201.3,209.4,212.0,203.5
,Karnataka,190.2,191.6,190.2,189.0,191.1,187.1,175.6
,Kerala,64.9,62.6,64.0,65.6,66.7,65.7,61.2
,Tamil Nadu,324.4,321.6,320.2,320.2,312.0,299.7,294.8
,Pondy,7.9,7.2,7.4,7.5,7.7,7.7,7.1
ER,Bihar,78.9,82.3,82.0,85.0,79.2,82.3,83.5
,DVC,68.2,66.1,68.3,68.0,66.6,69.1,66.7
,Jharkhand,23.4,22.1,21.8,20.8,21.3,22.6,22.6
,Odisha,87.1,87.1,91.7,94.4,102.2,107.9,102.9
,West Bengal,159.6,159.5,148.5,140.7,147.0,152.1,148.1
,Sikkim,1.5,0.9,1.1,1.3,1.1,1.3,1.0
NER,Arunachal Pradesh,2.2,2.3,2.3,2.2,2.4,2.4,2.2
Assam,31.3,31.6,32.5,28.5,31.4,32.9,32.3,
Manipur,2.3,2.3,2.4,1.9,2.4,2.4,2.2,
Meghalaya,5.6,5.6,5.3,5.6,5.8,5.9,5.7,
Mizoram,1.6,1.6,1.6,1.4,1.4,1.4,1.5,
Nagaland,2.3,2.3,2.3,2.2,2.3,2.2,2.2,
Tripura,4.4,4.4,4.0,3.8,4.2,4.3,4.3,
