Region,States,27-08-2018,28-08-2018,29-08-2018,30-08-2018,31-08-2018,01-09-2018,02-09-2018
NR,Punjab,249.9,254.1,252.4,254.0,258.4,258.5,228.9
,Haryana,178.4,171.0,167.1,176.9,193.2,180.9,145.6
,Rajasthan,214.9,222.4,214.8,218.2,230.8,222.5,210.5
,Delhi,111.7,107.6,106.4,111.0,116.4,104.0,91.0
,UP,328.6,335.8,336.5,342.9,334.2,314.5,315.5
,Uttarakhand,36.0,38.7,39.1,39.0,37.2,39.1,34.4
,HP,28.8,30.5,30.2,29.8,30.5,29.7,26.6
,J&K,43.6,42.6,42.0,41.7,42.0,38.0,39.8
,Chandigarh,5.9,5.9,5.9,5.9,5.9,5.5,4.6
WR,Chhattisgarh,71.4,73.5,76.2,79.8,80.5,79.8,79.5
,Gujarat,290.3,314.8,307.5,307.4,310.2,300.2,278.0
,MP,161.5,163.2,163.0,165.5,160.3,155.4,153.3
,Maharashtra,393.1,401.2,408.2,418.0,419.7,421.8,407.2
,Goa,8.6,8.6,8.6,8.6,10.2,11.3,8.6
,DD,6.8,7.7,5.8,7.7,7.9,7.6,7.2
,DNH,17.9,18.3,18.6,18.9,16.7,18.0,17.9
,Essar steel,10.5,11.1,0.0,11.1,11.3,10.5,11.2
SR,Andhra Pradesh,175.4,169.3,177.2,183.8,181.4,181.9,180.5
,Telangana,174.6,188.0,200.0,210.4,213.3,205.9,204.7
,Karnataka,178.3,176.1,176.5,180.1,184.9,178.0,170.4
,Kerala,59.2,60.8,62.0,63.8,65.1,65.7,61.5
,Tamil Nadu,302.7,302.0,302.4,308.1,300.3,289.0,265.1
,Pondy,7.2,7.3,7.2,6.4,7.1,7.0,6.4
ER,Bihar,92.4,92.9,96.6,92.5,90.7,90.9,88.6
,DVC,62.1,64.1,63.6,65.0,66.5,67.5,62.2
,Jharkhand,24.1,22.5,25.0,22.8,22.8,22.5,20.3
,Odisha,94.4,90.3,92.6,95.1,96.9,88.7,98.4
,West Bengal,169.3,176.4,179.7,175.4,168.6,167.0,147.9
,Sikkim,1.0,1.1,1.1,0.8,1.2,1.2,0.8
NER,Arunachal Pradesh,2.6,2.4,2.2,2.2,2.5,2.4,2.5
Assam,31.9,32.7,33.0,33.8,34.0,33.9,31.1,
Manipur,2.2,2.5,2.3,2.2,2.1,2.2,2.3,
Meghalaya,5.8,5.6,5.4,5.2,5.3,5.8,5.1,
Mizoram,1.5,1.4,1.4,1.5,1.4,1.4,1.4,
Nagaland,2.3,2.3,2.3,2.3,2.3,2.3,2.2,
Tripura,4.7,5.0,4.6,4.7,5.4,4.7,3.9,
