Region,States,04-10-2021,05-10-2021,06-10-2021,07-10-2021,08-10-2021,09-10-2021,10-10-2021
NR,Punjab,193.2,183.5,185.6,193.3,190.6,170.8,179.6
,Haryana,181.1,177.1,177.7,170.8,184.0,171.8,160.0
,Rajasthan,231.7,223.0,223.2,216.2,221.8,236.0,247.9
,Delhi,111.0,112.4,111.0,107.0,103.8,96.9,94.2
,UP,371.3,382.0,386.8,381.6,371.9,385.7,400.6
,Uttarakhand,41.1,41.5,40.8,39.0,39.2,39.7,39.6
,HP,29.6,29.6,32.4,31.8,32.9,32.7,30.2
,J&K,44.3,46.2,45.6,47.2,47.6,48.8,45.6
,Chandigarh,5.4,5.5,5.3,5.2,5.2,4.9,4.4
WR,Chhattisgarh,96.8,94.4,94.3,98.4,98.3,97.8,100.0
,Gujarat,330.1,333.2,342.0,359.7,359.6,358.7,345.4
,MP,224.2,226.2,228.1,233.6,235.9,236.4,235.8
,Maharashtra,448.0,449.3,451.1,451.9,450.3,439.4,422.7
,Goa,13.3,13.7,12.9,12.7,13.4,13.8,13.1
,DD,7.5,7.6,7.7,7.4,7.5,7.4,7.3
,DNH,19.6,14.5,19.6,18.9,19.1,19.6,19.5
,Essar steel,18.3,18.3,19.7,18.2,17.5,17.7,18.2
SR,Andhra Pradesh,198.0,195.7,182.8,181.3,180.2,175.2,176.7
,Telangana,202.0,197.4,201.0,209.8,210.1,187.3,185.2
,Karnataka,182.2,183.6,169.1,168.5,170.6,165.7,152.2
,Kerala,73.2,74.0,74.4,75.7,75.2,71.7,66.6
,Tamil Nadu,294.7,295.6,290.1,303.2,308.1,290.3,270.8
,Pondy,8.0,8.0,7.8,8.3,8.2,8.0,7.1
ER,Bihar,88.5,94.4,98.1,101.3,100.5,110.1,114.2
,DVC,61.2,62.8,65.8,64.3,65.6,63.8,65.1
,Jharkhand,27.0,25.3,25.7,27.6,27.7,27.2,29.1
,Odisha,110.3,114.5,119.9,123.0,117.0,113.6,110.5
,West Bengal,161.0,166.9,168.2,169.8,176.3,176.7,170.8
,Sikkim,1.4,1.6,1.6,1.6,1.6,1.5,1.4
NER,Arunachal Pradesh,2.3,2.4,2.5,2.5,2.3,2.3,2.3
Assam,30.6,33.1,36.3,38.3,39.6,39.5,38.2,
Manipur,2.6,2.6,2.6,2.6,2.7,2.7,2.7,
Meghalaya,5.8,5.7,6.0,6.0,5.8,5.3,5.6,
Mizoram,1.7,1.7,1.7,2.0,1.8,1.6,1.6,
Nagaland,2.3,2.3,2.4,2.5,2.5,2.5,2.5,
Tripura,5.0,4.6,5.1,5.9,5.6,5.2,5.5,
