Region,States,27-11-2017,28-11-2017,29-11-2017,30-11-2017,01-12-2017,02-12-2017,03-12-2017
NR,Punjab,95.6,100.8,101.6,103.3,101.8,103.5,96.4
,Haryana,100.9,109.5,117.8,117.2,116.7,117.6,109.0
,Rajasthan,202.0,204.0,199.5,204.3,199.1,201.7,200.4
,Delhi,60.3,60.2,61.6,62.3,62.1,58.3,58.0
,UP,264.1,269.5,268.2,264.4,269.6,277.4,258.7
,Uttarakhand,33.8,34.8,34.6,34.8,33.8,33.9,31.6
,HP,25.7,27.8,26.4,26.3,26.5,26.2,24.8
,J&K,42.8,42.0,42.4,43.2,43.4,42.8,41.3
,Chandigarh,3.2,3.2,3.2,3.2,3.3,3.2,2.9
WR,Chhattisgarh,67.6,68.0,67.3,67.6,68.3,67.9,68.8
,Gujarat,304.9,304.7,304.1,307.2,307.4,314.6,300.1
,MP,231.5,233.5,234.3,234.9,236.1,236.0,230.5
,Maharashtra,423.7,425.3,424.7,424.1,414.7,412.1,404.2
,Goa,8.9,9.4,9.5,9.5,9.5,9.4,8.8
,DD,7.0,7.2,7.3,7.0,6.9,7.0,6.6
,DNH,17.1,17.2,17.1,16.8,16.6,16.8,17.0
,Essar steel,9.3,10.5,10.1,10.6,9.6,10.3,9.1
SR,Andhra Pradesh,162.0,160.2,162.9,156.8,153.0,148.7,146.9
,Telangana,143.1,144.5,145.5,142.2,148.1,146.8,141.4
,Karnataka,198.3,202.9,202.1,196.3,182.5,183.2,173.0
,Kerala,66.6,68.6,68.3,62.2,60.2,59.7,57.1
,Tamil Nadu,261.3,273.0,267.1,240.0,230.9,232.8,220.1
,Pondy,6.4,6.5,6.4,6.1,6.1,6.0,5.6
ER,Bihar,59.4,61.1,60.6,59.3,59.7,59.5,59.1
,DVC,66.6,64.8,66.7,67.2,66.8,66.9,66.3
,Jharkhand,25.0,21.8,22.9,23.8,24.0,22.7,24.0
,Odisha,74.4,77.6,71.8,67.8,68.2,66.4,66.1
,West Bengal,97.2,99.4,102.4,99.0,96.4,93.6,89.1
,Sikkim,1.4,1.4,1.5,1.5,1.3,1.5,1.4
NER,Arunachal Pradesh,2.3,2.1,2.2,1.9,1.9,2.3,2.2
,Assam,21.6,22.5,23.4,22.9,22.4,22.2,21.5,
,Manipur,2.3,2.3,2.5,2.4,2.1,2.5,2.4,
,Meghalaya,6.1,5.7,6.2,6.0,5.9,5.8,5.7,
,Mizoram,1.4,1.4,1.5,1.4,1.4,1.3,1.5,
,Nagaland,1.9,1.9,2.1,1.9,2.1,2.0,2.2,
,Tripura,4.3,4.2,3.4,3.2,3.2,3.2,3.1,
