Region,States,12-06-2023,13-06-2023,14-06-2023,15-06-2023,16-06-2023,17-06-2023,18-06-2023
NR,Punjab,207.1,220.3,205.5,177.8,219.4,240.4,244.7
,Haryana,212.0,226.6,222.9,222.8,223.8,230.1,208.5
,Rajasthan,325.1,332.2,331.5,315.4,292.3,254.8,203.6
,Delhi,135.2,143.6,142.6,138.5,136.8,132.1,126.7
,UP,554.8,551.2,532.9,523.2,544.5,568.5,543.4
,Uttarakhand,52.6,53.5,52.8,53.7,53.9,55.8,48.6
,HP,30.6,29.7,30.4,31.3,32.5,33.0,30.2
,J&K,58.8,53.4,51.7,52.2,53.9,52.7,50.5
,Chandigarh,6.6,6.9,6.5,5.9,6.4,6.6,6.2
,Railways_NR ISTS,3.9,4.1,4.1,4.0,4.0,4.1,3.8
WR,Chhattisgarh,112.4,111.9,110.4,111.9,117.0,117.8,118.0
,Gujarat,374.1,397.1,367.4,321.3,276.5,296.3,312.3
,MP,261.7,264.5,257.8,261.5,265.2,257.8,247.0
,Maharashtra,610.0,615.2,611.2,613.4,604.2,613.8,599.3
,Goa,14.3,15.0,15.2,15.3,15.3,15.0,13.1
,DNHDDPDCL,29.0,28.8,29.3,29.6,29.6,29.9,28.7
,AMNSIL,18.0,17.4,17.9,17.8,19.3,19.4,17.8
,BALCO,12.3,12.4,12.4,12.4,12.4,12.4,12.5
SR,Andhra Pradesh,251.7,250.7,254.6,257.9,263.8,261.0,251.5
,Telangana,205.2,212.8,217.3,219.3,225.2,224.6,210.7
,Karnataka,245.2,256.3,261.1,271.7,276.6,274.3,259.4
,Kerala,77.2,76.8,78.9,81.7,83.8,81.9,73.0
,Tamil Nadu,376.0,374.0,379.1,394.7,405.6,383.2,345.6
,Pondy,10.5,10.8,10.9,11.0,10.9,11.3,9.6
ER,Bihar,133.8,139.0,127.5,123.5,135.0,148.3,146.6
,DVC,76.9,78.3,79.9,79.6,79.7,80.1,78.2
,Jharkhand,37.4,37.3,36.1,38.1,41.7,43.3,40.4
,Odisha,122.0,116.0,120.7,120.1,130.2,130.2,127.5
,West Bengal,204.4,217.7,225.8,238.5,238.4,227.6,206.7
,Sikkim,1.4,1.5,1.4,1.4,1.6,1.2,0.9
,Railways_ER ISTS*,0.2,0.2,0.1,0.0,0.0,0.1,0.1
NER,Arunachal Pradesh,2.7,2.9,2.4,2.5,2.7,2.3,2.5
,Assam,37.1,39.5,36.8,27.1,27.4,26.5,25.4,
,Manipur,2.3,2.4,2.1,2.2,2.2,2.2,2.1,
,Meghalaya,5.1,4.8,4.9,4.2,4.1,4.4,4.4,
,Mizoram,1.8,1.9,1.7,1.7,1.4,1.7,1.6,
,Nagaland,2.6,2.7,2.6,2.5,2.3,2.3,2.3,
,Tripura,4.9,5.3,5.1,4.1,3.9,3.7,3.7,
,ALL INDIA TOTAL,4816.9,4914.5,4851.4,4789.5,4843.2,4850.4,4607.1,

