Region,States,25-03-2024,26-03-2024,27-03-2024,28-03-2024,29-03-2024,30-03-2024,31-03-2024
NR,Punjab,124.9,134.1,148.2,147.0,155.3,126.1,126.8
,Haryana,100.0,118.4,137.7,148.1,149.8,142.8,129.4
,Rajasthan,239.3,261.9,280.9,288.1,287.9,283.1,274.9
,Delhi,55.7,67.9,77.5,82.2,84.3,84.8,82.3
,UP,330.2,337.4,362.4,387.2,402.7,407.9,406.6
,Uttarakhand,26.7,33.2,39.1,41.4,43.2,40.0,39.4
,HP,21.8,25.9,30.7,31.4,31.3,26.0,26.5
,J&K,52.8,53.6,53.5,51.4,54.0,51.2,50.5
,Chandigarh,2.8,3.5,3.8,3.9,4.0,3.8,3.5
,Railways_NR ISTS,4.0,4.0,3.7,3.7,3.8,3.9,3.8
WR,Chhattisgarh,108.2,114.1,129.0,137.2,139.8,142.1,140.0
,Gujarat,328.3,391.8,441.2,459.8,463.1,456.6,428.3
,MP,240.9,248.9,261.9,267.8,265.7,256.6,261.6
,Maharashtra,561.0,614.3,636.8,643.8,634.6,620.2,589.6
,Goa,13.7,14.7,15.8,16.1,16.0,15.9,16.0
,DNHDDPDCL,18.5,22.9,28.5,29.4,29.4,28.6,26.8
,AMNSIL,19.4,20.0,18.4,18.8,19.3,19.3,20.5
,BALCO,12.5,12.5,12.5,12.5,12.5,12.5,12.5
SR,Andhra Pradesh,226.7,231.2,234.5,238.4,241.5,241.0,239.6
,Telangana,272.9,282.2,286.5,290.9,293.1,289.1,281.2
,Karnataka,318.1,324.7,330.6,328.9,330.9,327.4,325.2
,Kerala,101.7,103.9,104.7,103.8,97.2,101.6,104.5
,Tamil Nadu,373.5,390.8,403.3,412.8,417.2,409.3,408.4
,Pondy,8.9,9.4,10.0,10.2,10.5,10.1,10.2
ER,Bihar,87.3,89.6,94.1,99.7,106.6,111.0,110.4
,DVC,63.3,65.6,70.5,72.7,74.4,76.3,68.2
,Jharkhand,33.9,34.3,35.6,37.7,39.1,39.0,32.9
,Odisha,113.3,111.3,123.7,129.6,129.8,132.5,127.1
,West Bengal,151.9,151.8,184.4,201.4,212.5,221.3,201.6
,Sikkim,1.4,1.5,1.7,1.8,1.7,1.7,1.4
,Railways_ER ISTS*,0.1,0.1,0.1,0.1,0.1,0.2,0.1
NER,Arunachal Pradesh,3.4,2.6,2.9,2.7,3.0,2.8,2.7
Assam,25.3,22.5,27.5,29.6,31.4,32.7,24.7,
Manipur,3.1,2.8,3.0,2.9,3.0,3.2,3.0,
Meghalaya,5.9,5.4,6.1,6.0,5.7,6.0,5.2,
Mizoram,1.9,1.9,2.0,1.8,1.8,1.9,1.4,
Nagaland,2.4,2.2,2.3,2.1,2.3,2.3,1.9,
Tripura,3.9,4.1,4.7,4.4,4.3,4.2,3.9,
ALL INDIA TOTAL,4059.5,4317.0,4609.7,4747.5,4802.8,4734.9,4592.7,
*Railways_ER ISTS added as an entity w.e.f 30.04.2023,,,,,,,,
