Region,States,20-05-2024,21-05-2024,22-05-2024,23-05-2024,24-05-2024,25-05-2024,26-05-2024
NR,Punjab,268.6,272.0,277.8,288.6,267.2,258.5,266.6
,Haryana,237.5,248.3,252.0,252.2,259.1,238.1,232.0
,Rajasthan,344.9,348.4,356.8,353.1,363.1,365.3,350.0
,Delhi,152.4,158.4,160.8,157.7,157.7,144.1,145.8
,UP,591.5,574.7,606.2,590.6,613.4,636.9,621.8
,Uttarakhand,56.0,57.3,57.3,57.8,59.4,60.3,62.6
,HP,36.6,36.6,38.1,38.9,38.2,36.7,34.9
,J&K,56.6,54.8,55.1,54.2,50.9,52.3,54.5
,Chandigarh,7.8,8.0,8.4,8.0,8.4,7.8,7.2
,Railways_NR ISTS,4.3,4.3,4.4,4.4,4.4,4.5,4.3
WR,Chhattisgarh,112.1,111.9,106.4,113.3,112.8,117.5,118.3
,Gujarat,495.8,505.0,504.3,498.8,507.5,503.8,485.0
,MP,290.1,297.4,303.8,307.6,311.2,314.3,297.4
,Maharashtra,598.7,618.5,630.1,622.5,616.6,607.4,581.0
,Goa,16.3,17.0,15.3,16.0,15.9,16.3,15.1
,DNHDDPDCL,29.7,29.8,30.6,30.4,30.4,30.8,29.9
,AMNSIL,19.3,19.2,19.1,19.2,17.6,18.6,17.4
,BALCO,12.5,12.5,12.5,12.5,12.5,12.5,12.5
SR,Andhra Pradesh,209.5,215.2,221.1,228.9,227.3,214.9,212.4
,Telangana,181.3,192.2,199.4,194.6,202.8,202.6,188.2
,Karnataka,214.5,216.3,227.9,226.9,225.8,199.6,182.7
,Kerala,81.1,81.0,80.7,80.0,79.4,77.8,72.2
,Tamil Nadu,325.5,332.9,333.2,340.3,351.4,345.6,309.1
,Pondy,9.8,10.0,10.0,10.0,10.6,10.6,9.8
ER,Bihar,131.2,127.8,128.3,126.6,148.0,155.2,156.6
,DVC,75.7,77.1,75.8,75.8,77.9,75.7,74.4
,Jharkhand,45.4,45.3,42.3,44.0,48.0,47.5,46.5
,Odisha,123.5,122.8,125.6,131.5,141.1,144.0,133.4
,West Bengal,205.9,214.6,218.1,226.5,240.1,243.0,189.2
,Sikkim,1.5,1.5,1.6,1.5,1.6,1.4,1.1
,Railways_ER ISTS,0.2,0.1,0.2,0.3,0.2,0.1,0.2
NER,Arunachal Pradesh,3.1,2.8,2.6,2.8,2.9,3.0,2.8
,Assam,37.5,42.2,43.3,46.0,46.4,48.4,45.6,
,Manipur,3.0,2.8,2.9,3.0,3.1,3.2,2.9,
,Meghalaya,5.2,5.6,5.5,5.4,5.6,5.8,5.5,
,Mizoram,1.9,2.0,2.1,1.9,1.9,2.1,1.6,
,Nagaland,2.8,2.7,2.7,2.7,2.9,2.7,2.9,
,Tripura,5.8,6.1,5.6,6.7,6.5,6.1,5.6,
