Region,States,18-12-2017,19-12-2017,20-12-2017,21-12-2017,22-12-2017,23-12-2017,24-12-2017
NR,Punjab,94.2,98.3,102.9,102.7,104.5,100.5,101.6
,Haryana,117.6,123.2,125.2,125.8,125.9,125.9,117.7
,Rajasthan,198.4,204.4,207.1,208.9,206.1,208.3,206.7
,Delhi,65.1,65.4,66.6,65.9,66.8,62.2,59.8
,UP,283.4,287.5,293.4,292.6,295.4,289.0,285.6
,Uttarakhand,35.6,36.2,36.5,35.6,36.1,35.1,36.2
,HP,26.8,27.1,25.3,27.0,27.8,27.8,26.4
,J&K,40.6,44.1,43.8,43.1,43.6,44.5,42.4
,Chandigarh,3.5,3.5,3.5,3.5,3.5,3.3,3.0
WR,Chhattisgarh,74.5,71.3,70.2,72.2,73.5,71.2,71.4
,Gujarat,304.8,303.6,301.8,305.1,308.3,306.1,298.5
,MP,229.6,231.5,234.1,229.7,230.2,231.9,229.0
,Maharashtra,411.2,406.8,411.2,412.1,410.0,407.7,397.0
,Goa,8.8,7.8,8.8,9.2,9.2,9.4,9.4
,DD,7.0,4.9,6.2,6.4,7.1,6.4,6.7
,DNH,17.3,17.2,17.3,17.5,17.2,17.1,17.2
,Essar steel,11.5,11.0,10.8,10.1,10.5,11.3,10.3
SR,Andhra Pradesh,162.1,160.0,157.5,160.7,161.5,162.1,156.0
,Telangana,165.2,164.5,165.1,167.5,166.1,163.8,157.4
,Karnataka,197.9,198.9,201.2,203.1,206.1,201.4,190.1
,Kerala,64.9,64.5,66.7,67.2,67.9,66.4,60.4
,Tamil Nadu,279.5,286.8,288.3,288.2,285.0,281.8,265.1
,Pondy,6.5,6.7,5.7,6.5,6.6,6.7,5.9
ER,Bihar,65.3,66.1,66.0,64.0,66.8,62.1,63.9
,DVC,65.4,68.4,68.0,68.2,68.1,67.8,67.3
,Jharkhand,24.6,24.2,24.0,24.4,24.7,23.8,22.7
,Odisha,68.1,66.6,64.0,66.7,65.4,73.9,74.1
,West Bengal,100.3,101.0,102.8,101.7,100.8,95.9,90.8
,Sikkim,1.7,1.4,1.5,1.4,1.6,1.5,1.4
NER,Arunachal Pradesh,2.2,2.1,2.0,2.1,1.9,2.2,2.3
Assam,22.5,23.4,23.0,22.6,22.3,22.8,22.8,
Manipur,2.5,2.5,2.4,2.4,2.6,2.8,2.6,
Meghalaya,5.4,6.5,6.5,6.4,6.6,6.1,6.7,
Mizoram,1.6,1.7,1.8,1.6,1.6,1.8,1.7,
Nagaland,2.3,2.3,2.4,2.3,2.3,2.6,2.2,
Tripura,3.9,3.3,3.5,4.3,4.6,3.6,3.5,
