Region,States,19-07-2020,20-07-2020,21-07-2020,22-07-2020,23-07-2020,24-07-2020,25-07-2020
NR,Punjab,239.2,197.8,160.9,188.3,214.8,230.7,250.2
,Haryana,186.7,172.5,132.7,134.2,155.3,175.3,184.1
,Rajasthan,260.4,248.6,244.6,228.7,244.1,228.0,224.4
,Delhi,101.8,99.7,88.6,84.8,88.2,96.4,96.3
,UP,417.7,402.0,356.7,362.2,400.1,421.0,424.8
,Uttarakhand,38.8,40.1,36.8,37.8,39.0,39.3,39.0
,HP,26.9,28.0,27.4,27.4,28.5,29.7,29.0
,J&K,39.7,41.0,36.8,43.7,44.0,44.1,42.4
,Chandigarh,5.7,6.1,5.1,4.8,5.2,5.7,5.6
WR,Chhattisgarh,99.1,96.8,98.3,93.4,88.2,89.9,92.0
,Gujarat,281.3,290.2,307.4,313.5,321.1,327.0,305.4
,MP,223.8,211.0,208.4,217.9,217.3,217.8,218.7
,Maharashtra,367.5,382.3,386.1,389.2,381.7,363.7,362.2
,Goa,7.4,8.1,8.9,8.7,9.1,9.0,8.7
,DD,4.8,5.1,5.4,5.4,5.4,5.5,4.2
,DNH,13.7,14.1,14.4,13.8,14.4,14.4,14.3
,Essar steel,17.6,17.4,17.6,17.5,17.5,18.0,17.3
SR,Andhra Pradesh,147.8,151.2,153.0,159.6,154.4,150.9,151.5
,Telangana,193.2,186.1,187.6,200.7,173.0,180.1,181.0
,Karnataka,140.3,144.6,146.2,158.7,162.1,158.3,149.3
,Kerala,57.0,62.5,64.1,66.7,66.8,64.3,63.2
,Tamil Nadu,246.3,264.1,277.6,291.8,296.8,289.2,278.6
,Pondy,7.0,7.2,7.8,7.5,7.9,7.7,7.6
ER,Bihar,99.9,91.0,96.7,103.0,98.8,102.3,109.9
,DVC,63.9,64.0,63.3,63.2,63.4,62.4,63.9
,Jharkhand,26.5,27.0,25.5,24.7,24.9,25.7,26.7
,Odisha,96.7,96.4,96.0,91.9,86.6,89.7,84.4
,West Bengal,159.0,156.6,152.8,148.7,136.5,147.1,151.3
,Sikkim,1.0,1.2,1.1,1.0,1.0,1.0,1.0
NER,Arunachal Pradesh,1.9,1.9,1.7,1.7,1.3,1.2,1.4
Assam,28.4,26.8,28.4,30.4,31.6,31.5,32.3,
Manipur,2.5,2.6,2.7,2.8,2.5,2.5,2.7,
Meghalaya,5.2,5.0,5.2,5.3,5.4,5.5,5.4,
Mizoram,1.6,1.7,1.7,1.7,1.6,1.6,1.5,
Nagaland,2.4,2.5,2.4,2.3,2.2,2.2,2.3,
Tripura,4.5,4.0,3.7,4.1,4.5,4.5,4.7,
