Region,States,14-06-2021,15-06-2021,16-06-2021,17-06-2021,18-06-2021,19-06-2021,20-06-2021
NR,Punjab,239.1,243.2,242.7,255.4,261.8,268.6,263.3
,Haryana,180.8,175.8,177.9,189.1,195.3,196.0,185.5
,Rajasthan,253.7,238.4,229.1,239.2,243.3,237.2,223.9
,Delhi,110.2,113.2,107.7,108.5,109.0,102.8,97.3
,UP,373.6,369.9,373.7,374.8,353.4,328.5,326.5
,Uttarakhand,40.9,41.9,42.3,42.1,40.0,36.1,31.7
,HP,30.8,30.1,27.4,27.9,30.0,30.5,27.4
,J&K,46.3,45.7,44.8,45.9,49.3,48.1,44.2
,Chandigarh,5.2,5.7,5.1,5.2,5.5,5.3,4.9
WR,Chhattisgarh,78.1,78.1,78.9,79.5,79.8,77.1,80.3
,Gujarat,382.8,381.5,375.0,352.8,326.7,299.1,273.6
,MP,192.5,193.5,194.5,196.7,191.2,186.4,181.1
,Maharashtra,454.7,460.0,448.6,430.7,425.8,415.7,406.1
,Goa,11.2,11.1,10.2,10.9,11.1,10.9,10.1
,DD,6.6,7.1,7.1,6.8,7.0,6.6,6.3
,DNH,18.1,18.3,18.3,18.5,18.1,18.3,17.8
,Essar steel,20.0,19.8,18.6,19.7,19.9,18.8,19.7
SR,Andhra Pradesh,175.2,179.8,185.7,182.5,184.9,186.7,187.7
,Telangana,137.3,141.8,144.8,161.6,170.9,182.0,187.4
,Karnataka,168.3,167.9,159.2,153.7,162.1,161.7,156.5
,Kerala,59.5,62.2,63.7,64.5,68.0,64.2,62.0
,Tamil Nadu,289.3,316.4,323.9,330.9,336.9,327.4,318.2
,Pondy,7.9,8.4,8.3,8.3,8.5,8.5,7.8
ER,Bihar,101.8,96.4,103.0,93.9,92.1,88.4,88.5
,DVC,66.0,65.8,66.0,65.6,64.3,63.9,64.6
,Jharkhand,26.0,25.8,25.0,24.4,24.0,23.0,24.0
,Odisha,102.5,91.2,90.6,94.7,100.9,100.4,106.5
,West Bengal,154.8,154.1,144.0,135.2,132.1,135.5,128.6
,Sikkim,1.3,1.2,1.3,1.4,1.5,1.4,1.2
NER,Arunachal Pradesh,2.4,2.2,2.1,2.1,2.1,2.1,2.4
,Assam,34.2,35.8,35.8,37.0,34.4,34.8,32.8,
,Manipur,2.6,2.7,2.6,2.6,2.7,2.6,2.6,
,Meghalaya,5.6,5.3,5.5,5.4,5.5,6.0,5.8,
,Mizoram,1.7,1.7,1.7,1.7,1.7,1.7,1.6,
,Nagaland,2.5,2.4,2.7,2.6,2.6,2.5,2.5,
,Tripura,5.0,5.2,4.7,4.6,4.2,4.1,4.7,
