Region,States,20-11-2023,21-11-2023,22-11-2023,23-11-2023,24-11-2023,25-11-2023,26-11-2023
NR,Punjab,126.3,132.5,139.6,135.2,141.6,142.2,133.8
,Haryana,129.9,135.4,139.4,138.7,140.1,141.0,126.9
,Rajasthan,295.5,302.8,301.2,302.4,306.4,274.6,264.7
,Delhi,66.3,69.7,71.1,71.6,70.8,68.8,67.2
,UP,325.5,309.0,308.6,304.2,298.6,300.0,295.7
,Uttarakhand,37.1,38.6,39.4,39.1,39.5,39.2,36.6
,HP,32.9,33.5,34.5,33.3,34.7,34.7,32.4
,J&K,52.3,51.9,51.0,51.7,53.3,54.9,55.0
,Chandigarh,3.4,3.4,3.6,3.4,3.6,3.4,3.2
,Railways_NR ISTS,3.7,3.7,3.7,3.6,3.8,3.7,3.6
WR,Chhattisgarh,88.3,89.2,89.6,90.8,89.6,89.7,89.3
,Gujarat,376.7,393.7,391.0,397.4,395.3,398.1,318.2
,MP,331.2,334.8,333.8,334.8,331.8,330.0,306.7
,Maharashtra,568.7,577.1,578.0,582.2,583.1,583.4,547.1
,Goa,14.5,14.7,14.7,15.4,15.3,15.0,13.6
,DNHDDPDCL,27.1,27.9,27.9,27.9,28.1,28.4,27.2
,AMNSIL,19.9,20.1,18.4,19.3,17.9,17.9,17.7
,BALCO,12.4,12.5,12.5,12.4,12.5,12.5,12.5
SR,Andhra Pradesh,218.9,210.3,207.2,203.5,201.4,200.3,198.6
,Telangana,211.6,211.3,213.3,202.8,194.6,196.5,193.8
,Karnataka,253.8,262.2,260.0,259.2,256.5,246.3,225.1
,Kerala,82.5,83.8,82.2,81.6,82.2,80.9,75.1
,Tamil Nadu,308.0,317.3,305.0,297.9,303.3,294.2,259.9
,Pondy,8.6,9.3,9.1,9.1,9.1,8.3,8.2
ER,Bihar,80.2,80.9,84.8,83.8,83.5,80.8,85.3
,DVC,69.2,69.8,71.5,71.3,71.8,68.4,70.9
,Jharkhand,29.4,28.7,30.1,29.7,30.6,29.8,29.7
,Odisha,99.6,98.2,93.9,94.8,95.1,95.4,95.0
,West Bengal,134.2,138.0,136.3,136.2,135.0,134.8,123.1
,Sikkim,1.3,1.4,1.5,1.5,1.5,1.5,1.2
,Railways_ER ISTS*,0.1,0.1,0.2,0.1,0.1,0.1,0.1
NER,Arunachal Pradesh,2.6,2.7,2.7,2.6,2.7,2.8,2.8
Assam,26.7,28.1,27.5,28.1,28.1,27.7,25.8,
Manipur,2.6,2.7,2.6,2.7,2.8,2.7,2.7,
Meghalaya,5.8,6.3,6.3,6.3,6.2,6.4,6.3,
Mizoram,1.7,2.0,2.0,1.9,1.9,2.0,1.8,
Nagaland,2.3,2.3,2.2,2.3,2.4,2.3,2.2,
Tripura,4.1,4.2,4.1,4.0,4.0,3.9,3.8,
ALL INDIA TOTAL,4054.9,4110.1,4100.4,4082.7,4078.4,4022.2,3762.8,
*Railways_ER ISTS added as an entity w.e.f 30.04.2023,,,,,,,,
