Region,States,03-05-2020,04-05-2020,05-05-2020,06-05-2020,07-05-2020,08-05-2020,09-05-2020
NR,Punjab,88.2,91.2,100.5,105.4,112.9,121.1,129.2
,Haryana,89.5,91.0,108.2,106.9,109.1,120.2,126.3
,Rajasthan,187.7,171.6,185.3,178.8,192.5,208.7,214.8
,Delhi,64.8,61.2,65.8,68.5,65.7,71.8,75.0
,UP,282.8,280.0,260.8,269.3,257.6,300.3,316.6
,Uttarakhand,21.2,22.3,25.3,25.3,22.7,26.5,28.0
,HP,16.1,17.6,18.4,19.9,17.4,19.2,19.6
,J&K,37.8,38.7,40.7,39.2,41.9,44.1,42.9
,Chandigarh,2.9,3.0,3.2,3.3,3.2,3.3,3.4
WR,Chhattisgarh,77.3,72.1,70.8,70.8,65.6,68.2,67.9
,Gujarat,289.9,294.1,294.8,300.2,303.6,304.0,302.8
,MP,191.0,178.5,174.6,181.1,186.8,197.2,197.3
,Maharashtra,414.1,416.5,421.3,431.5,427.2,428.6,432.1
,Goa,9.4,10.5,10.6,10.4,10.6,10.6,10.4
,DD,3.3,3.5,3.8,3.9,3.9,3.9,4.0
,DNH,6.0,6.7,7.3,7.5,7.6,7.9,7.8
,Essar steel,3.5,4.1,4.1,3.5,1.3,1.1,1.9
SR,Andhra Pradesh,163.9,167.5,170.6,171.9,171.7,174.8,177.3
,Telangana,141.8,144.6,146.9,146.1,141.8,145.4,147.8
,Karnataka,184.0,195.8,204.2,204.0,205.2,199.3,205.6
,Kerala,69.1,74.0,72.4,68.1,69.8,71.3,72.7
,Tamil Nadu,250.0,263.3,271.8,279.6,281.7,288.1,292.4
,Pondy,5.8,6.4,6.6,6.9,7.3,7.4,7.3
ER,Bihar,81.8,84.7,70.8,74.7,71.3,76.1,85.7
,DVC,37.0,40.4,42.1,38.7,43.1,44.6,46.4
,Jharkhand,23.7,23.5,22.6,18.1,21.5,22.9,22.8
,Odisha,78.2,76.2,80.6,69.7,72.6,73.6,74.7
,West Bengal,103.2,120.1,127.0,107.4,116.0,112.9,130.7
,Sikkim,1.0,1.3,1.4,1.3,1.2,1.3,1.4
NER,Arunachal Pradesh,1.3,1.4,1.3,1.8,1.9,1.7,1.8
Assam,21.4,24.6,22.8,21.9,21.8,23.0,25.0,
Manipur,2.3,2.5,2.4,2.3,2.2,2.2,2.3,
Meghalaya,4.0,4.3,4.3,4.4,4.6,4.8,4.9,
Mizoram,1.5,1.5,1.3,1.6,1.7,1.5,1.7,
Nagaland,2.1,2.1,2.0,2.1,2.0,2.1,2.2,
Tripura,3.9,3.6,3.4,3.3,1.4,3.3,4.6,
