Region,States,01-05-2023,02-05-2023,03-05-2023,04-05-2023,05-05-2023,06-05-2023,07-05-2023
NR,Punjab,142.2,139.1,140.1,143.1,148.7,158.0,136.3
,Haryana,129.6,130.4,129.5,132.7,146.1,150.0,138.6
,Rajasthan,211.0,217.5,222.2,235.9,252.1,263.9,262.2
,Delhi,76.6,74.5,74.7,74.1,79.0,81.3,82.1
,UP,293.1,300.2,308.1,303.9,352.8,371.7,381.5
,Uttarakhand,34.3,36.7,37.2,38.0,40.6,41.2,38.9
,HP,27.9,29.2,28.4,28.0,29.7,29.9,25.5
,J&K,56.4,56.1,55.9,55.3,56.5,52.3,51.9
,Chandigarh,4.0,3.7,3.7,3.8,3.8,4.0,4.2
,Railways_NR ISTS,3.8,3.8,4.0,4.0,3.9,3.9,3.6
WR,Chhattisgarh,84.6,87.2,87.9,94.0,99.3,102.4,102.6
,Gujarat,386.8,391.1,388.3,399.0,409.5,412.1,403.3
,MP,176.0,176.1,184.1,189.6,202.0,214.7,221.0
,Maharashtra,483.4,510.8,512.2,512.1,507.1,541.7,526.2
,Goa,13.7,14.8,15.6,15.0,15.2,15.2,13.7
,DNHDDPDCL,25.0,26.8,28.9,29.2,29.3,29.2,28.1
,AMNSIL,16.4,16.6,17.0,15.8,17.7,17.6,17.9
,BALCO,12.3,12.3,12.3,12.3,12.4,12.3,12.4
SR,Andhra Pradesh,176.1,183.1,188.6,193.0,193.2,194.8,190.3
,Telangana,137.9,152.8,160.4,167.1,171.5,169.5,162.6
,Karnataka,223.7,230.3,242.4,251.2,253.1,249.8,222.8
,Kerala,82.0,85.4,87.0,90.0,90.7,89.7,81.6
,Tamil Nadu,298.3,299.0,313.6,314.2,314.9,307.0,279.5
,Pondy,7.9,8.5,8.8,8.8,9.1,9.3,8.7
ER,Bihar,95.6,97.7,110.5,103.3,111.9,116.8,123.1
,DVC,70.8,72.5,73.7,74.1,78.0,76.5,77.7
,Jharkhand,31.3,31.1,29.3,29.4,31.5,32.0,33.4
,Odisha,109.0,108.6,105.9,108.0,111.8,113.3,118.9
,West Bengal,144.7,160.2,181.2,174.6,178.8,195.0,195.0
,Sikkim,1.0,1.5,1.6,1.6,1.6,1.4,1.1
,Railways_ER ISTS*,0.7,0.1,0.1,0.6,0.1,0.1,0.1
NER,Arunachal Pradesh,2.6,2.4,2.5,2.3,2.5,2.0,2.3
Assam,27.8,29.0,30.6,30.4,32.0,32.8,33.3,
Manipur,2.7,2.7,2.7,2.3,2.2,2.2,2.2,
Meghalaya,5.4,5.5,5.3,5.2,5.1,5.6,5.5,
Mizoram,1.9,1.8,1.8,1.8,1.9,1.9,1.8,
Nagaland,2.4,2.4,2.4,2.0,2.4,2.5,2.4,
Tripura,5.8,5.8,5.6,5.2,5.2,5.8,5.6,
ALL INDIA TOTAL,3604.6,3707.1,3803.8,3850.8,4003.2,4109.2,3997.6,
*Railways_ER ISTS added as an entity w.e.f 30.04.2023,,,,,,,,
