Region,States,24-05-2021,25-05-2021,26-05-2021,27-05-2021,28-05-2021,29-05-2021,30-05-2021
NR,Punjab,141.0,154.1,163.1,172.1,176.3,177.3,167.8
,Haryana,119.8,135.9,147.7,156.1,163.7,163.1,127.6
,Rajasthan,212.9,223.8,230.5,235.2,238.4,242.1,230.8
,Delhi,62.9,69.2,70.4,81.6,88.7,86.1,83.7
,UP,330.7,340.6,372.9,361.5,337.0,348.0,353.5
,Uttarakhand,34.8,36.0,37.1,39.2,40.0,38.2,30.5
,HP,26.4,27.5,27.4,27.9,28.8,28.9,24.7
,J&K,47.3,48.1,49.2,49.2,51.7,47.2,46.7
,Chandigarh,4.0,4.3,4.5,4.9,5.6,4.8,3.6
WR,Chhattisgarh,86.9,84.0,83.3,84.5,88.9,90.5,88.5
,Gujarat,327.8,337.4,337.3,335.2,347.8,352.4,339.7
,MP,205.1,207.1,213.2,214.5,214.8,214.3,208.3
,Maharashtra,488.3,492.7,486.5,488.0,486.8,484.5,451.9
,Goa,11.1,11.2,12.1,12.0,11.9,11.8,11.0
,DD,6.1,5.3,6.5,6.5,6.6,6.6,6.0
,DNH,16.4,16.7,17.0,17.0,16.4,16.9,17.1
,Essar steel,18.3,18.8,19.7,18.8,19.7,18.8,14.8
SR,Andhra Pradesh,168.3,172.5,171.2,178.5,196.4,203.5,201.6
,Telangana,151.7,153.7,155.2,155.3,157.7,162.6,155.2
,Karnataka,177.1,178.2,171.3,180.7,194.0,198.6,192.6
,Kerala,67.0,66.7,61.5,61.8,65.3,65.1,63.4
,Tamil Nadu,256.6,250.3,240.0,257.2,270.2,273.9,278.6
,Pondy,7.2,7.2,7.3,7.3,7.4,7.7,7.2
ER,Bihar,117.7,102.8,96.6,49.3,41.7,73.1,95.4
,DVC,66.0,65.3,57.2,53.3,62.0,62.9,62.3
,Jharkhand,29.5,26.1,16.4,13.6,20.6,25.3,25.7
,Odisha,107.7,85.7,65.5,86.0,104.5,110.4,108.8
,West Bengal,160.1,129.8,101.5,106.8,135.5,159.3,159.8
,Sikkim,1.6,1.6,1.5,1.4,1.3,1.2,1.2
NER,Arunachal Pradesh,1.8,2.1,2.0,2.0,2.1,2.1,2.0
Assam,32.6,31.4,32.8,32.8,34.0,35.0,33.0,
Manipur,2.6,2.6,2.5,2.5,2.5,2.6,2.6,
Meghalaya,5.0,4.7,5.0,4.8,5.1,5.4,5.3,
Mizoram,1.7,1.5,1.6,1.4,1.4,1.5,1.7,
Nagaland,2.3,2.5,2.4,2.3,2.3,2.4,2.3,
Tripura,4.5,3.7,4.5,4.6,5.3,5.4,5.2,
