Region,States,08-02-2021,09-02-2021,10-02-2021,11-02-2021,12-02-2021,13-02-2021,14-02-2021
NR,Punjab,130.5,132.2,133.3,133.7,134.1,129.3,118.8
,Haryana,131.0,135.2,136.5,135.2,135.7,132.2,121.5
,Rajasthan,266.3,269.0,271.5,262.7,268.8,268.2,262.5
,Delhi,66.0,65.7,65.5,65.0,66.4,61.4,59.0
,UP,290.4,291.9,290.9,289.3,291.7,283.6,280.2
,Uttarakhand,40.1,40.7,40.2,40.1,40.3,39.4,36.6
,HP,30.4,31.3,31.4,32.0,32.7,32.1,29.8
,J&K,54.9,56.0,53.5,53.6,54.4,53.7,53.8
,Chandigarh,3.6,3.6,3.6,3.5,3.5,3.4,3.1
WR,Chhattisgarh,95.3,97.0,95.7,97.3,98.3,99.3,98.1
,Gujarat,351.4,355.5,352.7,357.0,359.1,358.4,344.2
,MP,279.0,279.9,278.0,276.6,277.1,277.3,275.2
,Maharashtra,478.3,485.5,484.4,482.6,482.6,480.9,472.8
,Goa,9.5,9.8,9.9,10.3,9.5,9.6,8.8
,DD,7.2,7.7,7.8,7.7,6.9,7.6,6.9
,DNH,19.5,19.6,19.5,19.8,19.6,19.8,19.4
,Essar steel,18.2,18.3,17.9,18.0,16.4,17.6,18.0
SR,Andhra Pradesh,187.6,187.8,190.5,188.7,191.1,187.4,186.7
,Telangana,236.2,238.0,237.9,240.1,242.3,239.5,240.4
,Karnataka,233.4,239.2,243.3,240.9,244.6,243.0,232.8
,Kerala,71.5,73.5,72.4,71.8,72.9,72.7,67.3
,Tamil Nadu,280.7,294.9,298.2,297.4,301.2,303.8,278.9
,Pondy,7.6,7.7,7.7,7.2,7.4,7.6,6.7
ER,Bihar,84.7,86.5,86.8,85.6,84.1,84.2,84.7
,DVC,68.4,67.5,68.1,67.0,67.2,66.5,64.5
,Jharkhand,26.4,26.1,25.6,27.0,25.1,26.8,26.1
,Odisha,101.2,100.4,92.6,87.0,78.1,78.2,85.8
,West Bengal,126.6,129.0,129.8,131.1,129.3,129.9,123.5
,Sikkim,1.5,1.8,1.7,1.7,1.5,1.5,1.3
NER,Arunachal Pradesh,2.4,2.1,2.1,2.2,2.3,2.3,2.3
Assam,23.4,24.5,24.4,24.7,25.3,24.4,23.3,
Manipur,2.5,2.7,2.9,2.8,2.7,2.7,2.8,
Meghalaya,6.6,6.7,6.6,6.6,6.6,6.5,4.8,
Mizoram,1.8,1.8,1.7,1.7,1.8,1.8,1.6,
Nagaland,1.9,2.2,2.2,2.3,2.2,2.2,2.1,
Tripura,3.5,3.6,3.6,3.5,2.9,3.5,3.9,
