Region,States,24-08-2020,25-08-2020,26-08-2020,27-08-2020,28-08-2020,29-08-2020,30-08-2020
NR,Punjab,234.2,240.7,251.0,245.3,207.1,206.0,207.0
,Haryana,172.6,181.2,182.6,191.4,188.1,188.2,175.4
,Rajasthan,205.1,194.8,207.3,219.0,225.7,218.3,195.3
,Delhi,96.1,97.2,100.5,102.3,103.2,96.7,90.6
,UP,387.6,416.8,425.0,416.6,404.0,397.9,383.2
,Uttarakhand,39.3,40.8,40.3,39.8,40.4,39.5,36.3
,HP,27.7,30.5,31.4,30.8,29.1,31.8,28.8
,J&K,44.2,40.8,37.6,33.3,38.8,41.5,43.7
,Chandigarh,5.3,5.4,5.7,5.6,5.5,5.3,4.8
WR,Chhattisgarh,85.9,89.6,83.5,72.5,58.0,68.0,56.4
,Gujarat,243.4,249.7,255.3,265.2,269.6,271.6,250.6
,MP,175.5,186.3,193.7,185.6,173.9,163.4,157.5
,Maharashtra,365.1,381.4,389.1,385.0,377.2,372.2,358.9
,Goa,8.0,8.6,9.0,8.8,8.9,8.9,8.1
,DD,6.1,6.4,6.2,6.5,6.6,6.6,6.1
,DNH,15.8,15.9,16.2,16.5,16.6,16.6,16.3
,Essar steel,16.5,16.6,17.2,16.3,17.3,17.9,16.7
SR,Andhra Pradesh,163.6,170.8,171.5,168.4,176.5,184.8,185.5
,Telangana,183.5,200.5,203.4,176.6,172.9,175.2,178.3
,Karnataka,163.8,175.3,182.7,187.3,193.8,195.7,184.2
,Kerala,68.4,70.6,71.4,71.3,71.9,71.1,66.2
,Tamil Nadu,287.7,295.3,299.4,296.9,301.8,303.8,279.6
,Pondy,7.8,6.9,7.6,7.6,7.5,8.1,7.8
ER,Bihar,110.0,118.5,112.9,103.5,108.3,115.6,118.8
,DVC,63.1,63.7,63.8,61.0,62.7,62.6,62.9
,Jharkhand,26.2,28.2,26.8,25.9,27.6,28.8,29.2
,Odisha,84.8,79.1,76.3,87.3,95.0,86.9,86.3
,West Bengal,156.7,163.9,154.9,143.7,153.8,165.9,167.4
,Sikkim,1.0,1.0,1.0,1.0,1.0,1.1,0.9
NER,Arunachal Pradesh,2.0,2.1,2.2,2.2,2.0,1.8,1.8
Assam,35.4,38.1,37.0,35.2,36.1,34.8,32.2,
Manipur,2.6,2.6,2.9,2.9,2.8,2.7,2.6,
Meghalaya,5.8,5.5,5.7,5.5,5.5,5.4,5.5,
Mizoram,1.6,1.6,1.8,1.7,1.7,1.6,1.6,
Nagaland,2.2,2.5,2.4,2.4,2.2,2.1,2.1,
Tripura,4.8,4.7,4.7,5.1,4.9,5.0,4.9,
