Region,States,13-02-2017,14-02-2017,15-02-2017,16-02-2017,17-02-2017,18-02-2017,19-02-2017
NR,Punjab,103.3,109.4,108.5,110.9,101.3,103.3,100.7
,Haryana,117.1,120.9,120.4,121.5,123.1,122.2,114.8
,Rajasthan,200.8,189.0,207.3,216.0,209.0,212.8,213.1
,Delhi,60.0,61.1,61.4,61.2,62.5,58.5,57.0
,UP,285.9,287.0,280.9,277.7,281.7,277.3,275.8
,Uttarakhand,34.6,35.3,28.0,33.0,35.4,34.5,33.1
,HP,26.5,24.7,25.5,25.1,24.6,24.7,22.8
,J&K,42.0,42.7,42.6,41.8,41.7,42.4,42.6
,Chandigarh,3.4,3.5,3.5,3.4,3.4,3.3,3.0
WR,Chhattisgarh,74.0,77.2,77.1,76.3,76.0,78.8,77.9
,Gujarat,279.2,286.8,289.7,295.6,299.6,299.3,289.7
,MP,192.1,196.3,198.4,199.1,200.4,201.2,199.4
,Maharashtra,432.5,441.3,447.2,445.8,437.9,441.3,439.4
,Goa,9.2,9.5,9.6,9.5,9.1,9.7,8.8
,DD,6.7,6.9,7.1,7.0,7.0,7.0,7.0
,DNH,17.0,17.0,16.9,16.9,16.5,16.7,16.5
,Essar steel,7.7,9.0,8.8,10.4,7.8,7.7,9.0
SR,Andhra Pradesh,154.3,159.0,156.5,157.5,156.3,157.0,155.6
,Telangana,164.0,167.5,168.0,168.6,170.2,169.4,166.5
,Karnataka,202.4,207.6,207.9,206.2,207.7,208.2,201.1
,Kerala,64.8,67.2,68.7,67.8,65.7,64.6,59.6
,Tamil Nadu,280.8,291.8,288.3,282.7,283.1,286.0,267.4
,Pondy,6.1,6.4,6.5,6.5,6.6,5.7,6.0
ER,Bihar,57.9,60.9,60.4,63.1,62.2,60.1,59.1
,DVC,63.7,64.0,65.7,63.5,62.2,62.1,62.5
,Jharkhand,21.8,23.7,23.5,23.5,23.8,21.8,21.7
,Odisha,68.9,67.0,66.2,67.5,69.6,69.5,69.3
,West Bengal,115.7,117.2,114.8,117.2,117.8,117.1,112.4
,Sikkim,1.8,1.7,1.2,1.8,1.6,1.6,2.0
NER,Arunachal Pradesh,2.1,2.0,2.1,2.1,2.2,2.0,2.2
Assam,21.7,22.9,23.2,22.6,22.7,22.6,21.4,
Manipur,2.1,2.2,2.2,2.2,2.2,2.1,2.2,
Meghalaya,6.2,6.0,6.2,6.2,6.3,5.5,5.7,
Mizoram,1.4,1.4,1.4,1.4,1.4,1.4,1.4,
Nagaland,1.8,1.8,1.7,1.7,1.8,1.8,2.1,
Tripura,3.9,3.0,3.1,3.7,3.1,3.2,2.7,
