Region,States,05-04-2020,06-04-2020,07-04-2020,08-04-2020,09-04-2020,10-04-2020,11-04-2020
NR,Punjab,73.9,75.8,69.6,72.4,74.0,75.9,77.7
,Haryana,74.2,75.8,73.2,70.3,73.8,76.7,79.3
,Rajasthan,146.2,149.5,148.6,150.1,150.6,155.5,158.3
,Delhi,44.3,45.8,47.6,46.1,47.5,48.4,50.1
,UP,236.8,241.4,249.0,248.0,252.4,260.3,265.9
,Uttarakhand,18.4,18.5,19.1,19.5,19.7,20.3,20.1
,HP,11.9,12.4,12.6,13.3,13.1,13.2,13.0
,J&K,40.7,40.6,43.4,42.9,41.2,41.7,43.7
,Chandigarh,2.2,2.2,2.3,2.3,2.3,2.3,2.3
WR,Chhattisgarh,70.5,73.8,74.2,72.4,77.2,75.1,76.0
,Gujarat,231.4,240.2,242.8,241.1,243.8,246.0,247.4
,MP,164.4,166.2,169.0,168.2,171.8,174.0,176.4
,Maharashtra,376.6,377.2,381.2,378.2,383.2,383.1,387.1
,Goa,6.8,7.4,7.3,7.2,7.2,6.6,6.9
,DD,1.4,1.6,1.6,1.7,1.8,1.9,1.9
,DNH,1.8,1.9,1.9,2.0,2.0,2.1,2.2
,Essar steel,0.6,0.7,0.6,0.7,0.6,0.7,0.7
SR,Andhra Pradesh,162.0,164.1,160.3,155.6,130.6,139.7,148.7
,Telangana,188.2,179.5,164.2,165.4,167.8,165.5,168.9
,Karnataka,214.5,199.8,182.0,187.8,186.6,184.1,197.1
,Kerala,65.5,64.7,62.8,63.8,64.2,62.9,66.8
,Tamil Nadu,245.5,247.0,235.1,237.5,224.4,207.8,222.7
,Pondy,4.4,4.5,4.6,4.7,4.6,4.6,4.7
ER,Bihar,74.6,73.4,76.5,79.1,82.8,83.2,84.4
,DVC,29.2,27.8,28.8,28.2,29.1,29.2,29.5
,Jharkhand,22.7,22.7,22.9,20.5,21.0,22.3,22.6
,Odisha,69.1,71.4,69.4,63.8,63.0,69.4,70.5
,West Bengal,140.1,134.7,139.9,136.4,124.2,137.3,142.5
,Sikkim,1.0,1.3,1.4,1.2,1.0,1.1,1.2
NER,Arunachal Pradesh,1.5,1.5,1.5,2.1,2.0,1.4,1.7
Assam,19.1,20.4,20.3,20.1,18.2,12.2,17.5,
Manipur,2.3,2.4,2.3,2.2,2.8,2.1,2.1,
Meghalaya,3.5,3.6,3.5,3.6,3.3,3.7,3.7,
Mizoram,1.5,1.5,1.5,1.6,1.6,1.5,1.5,
Nagaland,2.1,2.1,2.0,2.1,2.2,2.1,2.1,
Tripura,3.4,4.0,4.0,4.5,3.4,3.8,3.9,
