Region,States,10-10-2016,11-10-2016,12-10-2016,13-10-2016,14-10-2016,15-10-2016,16-10-2016
NR,Punjab,156.1,135.1,143.2,141.5,136.3,136.6,124.8
,Haryana,143.1,129.1,138.6,140.2,139.2,137.9,127.4
,Rajasthan,170.7,175.6,180.7,181.8,183.6,186.8,187.8
,Delhi,92.5,79.4,82.1,85.3,84.2,79.5,73.0
,UP,302.0,303.3,278.3,271.6,259.9,282.5,279.1
,Uttarakhand,40.9,33.5,35.7,36.5,36.7,36.2,32.7
,HP,24.5,21.2,24.4,28.8,28.3,27.3,26.3
,J&K,34.6,34.0,35.2,34.2,39.7,33.8,33.5
,Chandigarh,4.5,3.7,3.9,4.2,4.0,3.9,3.3
WR,Chhattisgarh,69.4,67.1,66.7,68.2,71.9,70.1,71.4
,Gujarat,264.9,248.7,261.8,276.4,282.8,285.8,277.9
,MP,150.7,146.7,148.6,152.9,156.0,158.0,156.6
,Maharashtra,375.4,336.7,364.5,383.3,385.1,394.9,392.3
,Goa,9.4,9.0,9.1,9.1,9.2,9.1,8.3
,DD,6.8,4.3,5.9,7.0,7.2,7.2,6.9
,DNH,17.5,14.4,16.3,17.7,17.6,16.9,17.4
,Essar steel,6.1,7.0,7.0,7.0,6.3,6.8,7.2
SR,Andhra Pradesh,143.4,145.4,150.9,156.7,157.6,158.6,158.8
,Telangana,129.2,125.7,132.5,143.0,149.3,150.4,148.9
,Karnataka,183.0,177.3,180.5,179.7,186.0,190.0,184.5
,Kerala,61.5,62.5,66.4,60.3,63.5,64.4,59.4
,Tamil Nadu,271.6,287.1,300.3,292.9,290.7,299.1,282.5
,Pondy,6.2,6.4,7.0,6.6,7.0,7.0,6.5
ER,Bihar,69.8,65.4,58.2,65.0,67.1,68.7,69.0
,DVC,55.4,53.5,56.2,61.5,58.8,60.9,61.1
,Jharkhand,21.1,19.9,19.9,19.7,19.8,20.7,20.4
,Odisha,69.6,74.2,75.0,74.6,75.2,72.3,71.5
,West Bengal,120.7,116.9,127.0,126.1,131.1,121.9,125.1
,Sikkim,0.8,0.8,1.6,0.9,1.1,1.0,1.0
NER,Arunachal Pradesh,1.9,1.9,1.9,1.9,2.1,1.9,1.9
Assam,24.2,21.0,20.9,24.5,25.9,28.1,26.9,
Manipur,1.8,1.9,1.9,1.9,2.0,1.9,1.9,
Meghalaya,4.5,4.4,4.9,4.8,4.5,4.4,4.6,
Mizoram,1.2,1.3,1.3,1.3,1.4,1.3,1.2,
Nagaland,1.8,1.8,1.6,1.6,1.9,1.5,1.5,
Tripura,4.3,3.5,3.6,4.2,4.4,4.2,5.6,
