Region,States,23-04-2018,24-04-2018,25-04-2018,26-04-2018,27-04-2018,28-04-2018,29-04-2018
NR,Punjab,117.4,124.8,130.1,136.7,141.9,142.5,138.4
,Haryana,123.8,127.1,132.7,137.5,143.7,144.1,140.2
,Rajasthan,192.2,197.6,201.9,210.1,208.2,209.6,205.2
,Delhi,85.8,89.6,94.0,99.2,103.9,105.5,97.8
,UP,324.2,332.5,349.9,347.6,344.6,357.7,347.0
,Uttarakhand,36.9,38.4,38.8,38.1,43.4,39.0,37.8
,HP,24.5,23.9,24.9,25.3,25.8,25.6,23.4
,J&K,42.6,42.3,39.8,44.2,43.7,41.5,42.3
,Chandigarh,4.0,4.2,4.4,4.7,4.9,4.6,4.2
WR,Chhattisgarh,88.5,89.5,87.1,86.7,87.8,87.0,82.3
,Gujarat,345.1,346.1,343.5,348.8,352.3,351.4,334.5
,MP,188.5,188.1,188.7,188.4,190.1,188.5,178.5
,Maharashtra,512.2,510.2,507.5,502.9,499.8,502.7,493.4
,Goa,12.0,12.2,12.1,12.3,12.3,10.8,10.8
,DD,7.2,7.4,6.1,7.4,7.5,7.4,7.2
,DNH,17.5,17.7,17.6,17.7,17.5,17.7,17.5
,Essar steel,2.3,2.3,2.7,2.7,2.2,1.9,1.7
SR,Andhra Pradesh,176.7,175.6,173.7,181.3,182.8,184.4,179.1
,Telangana,171.7,168.4,167.7,166.0,165.1,161.3,155.5
,Karnataka,204.9,212.3,209.3,216.7,225.7,223.1,208.5
,Kerala,77.2,77.0,76.5,76.6,76.2,78.1,72.2
,Tamil Nadu,340.0,346.6,350.5,349.9,352.7,350.3,333.0
,Pondy,7.8,7.7,8.1,8.0,8.3,8.4,8.3
ER,Bihar,87.0,86.6,90.0,83.3,81.3,80.3,79.0
,DVC,71.2,75.0,70.4,71.8,71.3,70.1,69.2
,Jharkhand,23.8,25.3,24.7,26.3,24.0,22.2,20.7
,Odisha,93.0,81.8,84.0,81.2,79.3,76.7,71.8
,West Bengal,164.9,165.3,168.7,143.7,136.5,147.3,144.8
,Sikkim,1.4,1.2,1.4,1.4,1.4,1.5,1.3
NER,Arunachal Pradesh,2.1,2.3,1.8,1.9,2.1,2.1,2.0
,Assam,21.9,23.7,20.8,19.2,24.3,24.1,20.6,
,Manipur,2.4,2.4,2.1,2.0,2.0,2.0,1.8,
,Meghalaya,4.8,4.5,4.4,4.5,4.7,5.0,5.5,
,Mizoram,1.4,1.4,1.4,1.3,1.5,1.6,1.6,
,Nagaland,1.9,2.0,1.9,1.8,2.3,2.1,2.1,
,Tripura,3.4,4.0,3.1,3.8,3.7,4.3,3.0,
