Region,States,11-10-2021,12-10-2021,13-10-2021,14-10-2021,15-10-2021,16-10-2021,17-10-2021
NR,Punjab,179.1,186.5,195.3,179.0,177.2,161.2,151.5
,Haryana,171.5,175.2,167.1,156.8,140.9,145.4,132.7
,Rajasthan,239.6,240.8,240.5,241.6,238.5,230.5,236.4
,Delhi,101.9,101.5,95.4,89.0,78.3,84.5,80.1
,UP,407.2,413.4,392.6,393.1,370.9,389.7,335.9
,Uttarakhand,39.1,39.1,40.0,40.6,37.1,39.6,35.0
,HP,31.9,30.5,32.1,32.5,29.1,31.2,30.2
,J&K,41.9,47.6,47.0,48.4,47.2,47.6,44.4
,Chandigarh,4.9,4.8,4.6,4.3,3.8,4.1,3.6
WR,Chhattisgarh,100.9,101.4,101.6,101.4,98.6,97.3,95.3
,Gujarat,359.0,358.7,360.4,363.9,343.4,355.0,359.8
,MP,239.1,238.9,238.5,234.7,226.5,227.6,213.0
,Maharashtra,441.7,457.8,465.3,470.9,424.0,450.3,448.0
,Goa,13.8,13.5,13.9,13.7,13.3,13.5,13.2
,DD,7.4,7.5,6.9,7.4,5.3,6.5,7.6
,DNH,19.8,19.7,20.0,20.1,17.2,18.3,19.4
,Essar steel,17.5,17.7,18.1,18.6,18.1,18.8,17.7
SR,Andhra Pradesh,182.6,185.4,184.5,191.0,185.6,182.0,182.9
,Telangana,198.3,204.9,206.2,204.9,192.5,169.3,157.4
,Karnataka,164.7,166.4,164.3,162.8,149.9,159.2,155.8
,Kerala,71.1,69.0,70.7,69.7,71.4,69.4,63.3
,Tamil Nadu,288.1,287.2,291.2,265.3,286.0,290.1,267.9
,Pondy,7.6,7.7,7.7,6.8,7.8,8.5,8.1
ER,Bihar,111.1,108.2,115.0,117.7,113.9,111.3,107.2
,DVC,65.6,62.5,64.2,66.8,64.6,62.7,63.5
,Jharkhand,30.6,29.7,28.6,29.1,29.4,27.4,26.2
,Odisha,119.0,111.3,111.4,105.3,110.8,110.6,110.6
,West Bengal,173.6,167.2,159.4,144.8,146.5,141.5,137.7
,Sikkim,1.5,1.5,1.4,1.2,1.0,1.1,1.1
NER,Arunachal Pradesh,2.3,2.4,2.3,2.3,2.2,2.3,2.3
Assam,40.0,41.5,40.8,37.3,35.0,37.5,37.1,
Manipur,2.6,2.8,2.6,2.6,2.6,2.8,2.5,
Meghalaya,5.8,5.6,5.5,5.3,5.2,5.7,5.5,
Mizoram,1.5,1.7,1.7,1.7,1.6,1.7,1.6,
Nagaland,2.3,2.4,2.4,2.3,2.3,2.5,2.2,
Tripura,6.0,6.3,5.0,5.8,5.8,5.3,5.0,
