Region,States,26-12-2016,27-12-2016,28-12-2016,29-12-2016,30-12-2016,31-12-2016,01-01-2017
NR,Punjab,97.6,98.3,99.0,98.6,99.4,96.5,91.1
,Haryana,113.8,114.7,114.5,115.0,108.0,108.1,105.4
,Rajasthan,203.2,205.4,213.6,205.3,206.0,201.9,199.7
,Delhi,59.9,60.6,60.6,60.6,62.8,58.6,56.3
,UP,271.7,271.1,276.7,273.9,265.9,270.8,282.3
,Uttarakhand,32.3,33.1,33.1,32.5,32.7,32.0,29.7
,HP,24.6,25.8,25.3,25.3,26.8,25.2,22.3
,J&K,37.0,35.4,36.8,37.0,37.5,43.2,46.7
,Chandigarh,3.5,3.4,3.5,3.5,3.6,3.4,3.1
WR,Chhattisgarh,69.5,69.4,70.6,71.2,71.2,70.9,69.2
,Gujarat,272.2,265.8,270.6,274.5,279.2,277.5,261.4
,MP,220.9,217.7,217.7,218.3,216.5,216.7,214.3
,Maharashtra,403.3,406.5,403.6,401.0,400.9,388.1,381.7
,Goa,8.8,8.6,8.7,8.8,9.0,8.8,7.6
,DD,6.2,6.3,6.4,6.3,6.4,6.3,5.0
,DNH,15.8,16.0,16.1,16.0,15.8,15.8,14.2
,Essar steel,9.2,10.1,9.9,9.7,9.7,11.4,11.9
SR,Andhra Pradesh,144.1,145.5,148.3,146.3,146.1,148.9,141.8
,Telangana,150.7,154.2,153.1,153.1,153.6,153.7,144.3
,Karnataka,194.0,194.2,202.8,195.4,194.5,195.6,183.0
,Kerala,63.4,65.4,65.4,62.6,63.6,62.7,56.2
,Tamil Nadu,275.2,287.1,278.7,277.6,280.9,279.5,257.1
,Pondy,6.6,6.6,6.4,6.5,6.5,6.3,6.0
ER,Bihar,58.8,64.6,62.0,60.2,59.0,65.2,62.7
,DVC,61.6,62.1,62.1,61.7,62.3,52.0,56.1
,Jharkhand,22.0,22.4,24.4,23.5,24.2,22.5,23.0
,Odisha,67.8,66.5,67.8,68.4,65.4,72.3,75.0
,West Bengal,100.1,101.2,101.3,104.2,101.8,103.3,95.0
,Sikkim,1.7,1.5,1.6,1.8,1.8,1.4,1.4
NER,Arunachal Pradesh,2.1,1.9,2.1,2.0,1.7,2.1,2.0
Assam,20.2,19.3,20.0,20.9,21.5,22.2,20.5,
Manipur,2.5,2.1,2.6,2.3,2.3,2.3,2.3,
Meghalaya,4.0,4.7,4.9,5.2,5.0,5.1,4.5,
Mizoram,1.3,1.4,1.6,1.4,1.5,1.5,1.3,
Nagaland,1.9,1.6,1.9,2.2,2.2,1.9,1.8,
Tripura,4.2,4.1,2.8,3.3,3.3,3.4,3.5,
