Region,States,23-07-2018,24-07-2018,25-07-2018,26-07-2018,27-07-2018,28-07-2018,29-07-2018
NR,Punjab,228.5,238.1,231.7,193.2,195.9,209.0,212.5
,Haryana,163.6,183.0,183.0,148.3,140.7,142.3,152.0
,Rajasthan,165.6,170.3,176.9,171.7,180.0,188.1,198.9
,Delhi,112.5,120.2,118.1,104.9,100.0,95.1,94.6
,UP,372.7,384.4,344.3,290.9,280.5,286.1,300.3
,Uttarakhand,43.2,44.8,43.3,40.4,37.8,32.5,32.3
,HP,26.8,27.2,27.0,24.0,23.3,24.2,23.6
,J&K,37.1,39.3,37.3,37.0,39.0,38.1,40.6
,Chandigarh,5.7,5.9,5.9,5.6,5.1,4.7,4.8
WR,Chhattisgarh,69.3,75.9,79.1,77.5,79.8,82.9,85.4
,Gujarat,281.0,283.3,277.6,280.4,282.5,290.0,288.2
,MP,151.2,152.4,153.5,143.5,153.4,161.5,165.7
,Maharashtra,391.3,394.4,396.1,392.5,392.7,402.4,406.8
,Goa,9.6,10.2,10.1,10.1,8.9,8.9,8.9
,DD,7.1,7.4,7.3,6.4,7.0,7.0,6.4
,DNH,17.5,17.5,17.1,16.7,16.0,16.2,16.1
,Essar steel,12.0,13.6,13.8,12.3,10.0,9.8,10.2
SR,Andhra Pradesh,174.6,179.3,181.7,185.6,182.5,182.0,179.4
,Telangana,186.8,192.0,195.7,197.5,203.9,208.2,210.3
,Karnataka,176.5,177.0,180.3,183.1,183.0,180.4,172.5
,Kerala,62.3,62.4,62.8,63.4,64.0,64.8,60.4
,Tamil Nadu,319.6,327.9,328.2,327.8,327.3,328.1,307.0
,Pondy,7.7,8.0,7.9,7.6,7.8,6.8,7.4
ER,Bihar,83.2,88.7,79.2,82.8,86.8,80.0,72.4
,DVC,67.2,67.4,69.0,66.8,66.1,66.9,67.7
,Jharkhand,20.8,22.2,21.6,22.4,22.3,22.3,21.9
,Odisha,82.7,81.8,86.0,82.7,84.8,90.2,91.7
,West Bengal,155.1,160.4,167.7,153.4,150.9,157.3,158.1
,Sikkim,1.2,1.2,1.2,1.3,1.5,1.4,1.5
NER,Arunachal Pradesh,2.2,2.3,2.1,2.0,2.2,2.2,2.4
Assam,31.0,31.4,32.5,32.0,33.5,33.8,31.0,
Manipur,2.3,2.2,2.2,2.3,2.1,2.1,2.2,
Meghalaya,5.8,5.5,5.8,5.7,5.7,5.9,5.8,
Mizoram,1.5,1.6,1.5,1.4,1.5,1.2,1.2,
Nagaland,2.1,2.1,2.1,2.2,2.1,2.2,2.2,
Tripura,4.5,4.1,3.8,4.1,4.5,4.4,4.6,
