Region,States,21-11-2016,22-11-2016,23-11-2016,24-11-2016,25-11-2016,26-11-2016,27-11-2016
NR,Punjab,89.0,93.5,93.6,94.9,95.0,95.9,94.6
,Haryana,103.9,106.5,107.2,107.1,105.1,105.0,102.9
,Rajasthan,191.5,197.9,193.9,200.2,200.5,199.1,198.5
,Delhi,54.8,55.5,56.1,56.7,57.5,54.0,52.4
,UP,251.6,252.7,256.0,262.2,248.0,251.7,246.1
,Uttarakhand,31.1,31.3,31.9,32.1,32.0,31.1,29.4
,HP,23.9,24.0,25.1,24.7,26.4,24.6,22.7
,J&K,36.7,37.1,37.5,37.5,38.2,36.8,37.9
,Chandigarh,3.2,3.3,3.3,3.2,3.3,3.1,2.9
WR,Chhattisgarh,58.8,60.9,61.7,61.7,61.8,62.2,63.0
,Gujarat,272.9,275.8,273.5,276.0,277.3,273.6,267.4
,MP,215.4,218.0,217.7,217.7,214.8,217.7,215.3
,Maharashtra,403.2,418.2,419.1,416.8,419.0,416.8,406.8
,Goa,8.5,8.7,8.7,8.8,8.5,8.5,7.6
,DD,6.1,6.3,6.4,6.4,6.4,6.3,5.8
,DNH,15.8,15.8,15.7,15.8,15.4,15.0,15.2
,Essar steel,7.6,8.0,8.4,8.9,7.2,7.4,7.5
SR,Andhra Pradesh,152.9,151.6,156.3,154.6,153.6,153.1,149.8
,Telangana,133.0,135.0,137.3,137.5,138.6,136.6,132.5
,Karnataka,200.0,202.5,202.2,202.7,201.5,197.6,190.9
,Kerala,65.7,67.1,67.4,67.2,66.8,65.0,60.3
,Tamil Nadu,288.8,300.4,298.4,299.6,293.8,290.8,277.1
,Pondy,6.2,6.5,6.4,6.4,7.0,6.3,5.8
ER,Bihar,60.8,61.9,61.4,61.0,59.3,60.4,60.8
,DVC,56.6,55.0,56.5,48.3,56.8,56.1,56.7
,Jharkhand,22.1,19.7,21.8,21.8,21.0,23.1,22.9
,Odisha,65.7,69.9,66.7,66.8,67.7,67.1,67.8
,West Bengal,104.2,98.2,97.2,96.4,100.6,100.5,94.7
,Sikkim,1.2,1.3,1.5,1.8,1.6,1.5,1.3
NER,Arunachal Pradesh,1.8,1.5,2.1,2.1,2.1,2.0,1.9
Assam,22.4,23.5,23.0,23.0,22.6,22.5,21.7,
Manipur,2.0,2.1,2.2,2.2,2.0,2.2,2.1,
Meghalaya,4.6,4.9,4.6,4.7,4.7,4.6,4.7,
Mizoram,1.4,1.4,1.5,1.5,1.4,1.4,1.4,
Nagaland,1.8,1.8,1.6,1.7,1.7,1.7,1.7,
Tripura,3.2,2.8,3.6,3.6,3.6,3.3,3.1,
