Region,States,16-07-2018,17-07-2018,18-07-2018,19-07-2018,20-07-2018,21-07-2018,22-07-2018
NR,Punjab,234.0,222.8,227.7,237.6,246.3,238.7,216.2
,Haryana,195.6,192.9,192.2,187.8,191.5,188.8,154.6
,Rajasthan,189.5,185.8,186.3,172.3,171.4,170.2,152.8
,Delhi,119.2,122.9,127.9,128.6,123.0,112.9,101.3
,UP,413.8,412.6,425.4,420.8,406.2,355.8,365.6
,Uttarakhand,39.4,43.7,42.7,46.7,45.3,43.4,40.9
,HP,28.4,28.3,28.6,28.6,30.4,29.3,25.2
,J&K,43.4,40.4,40.4,42.1,41.9,42.2,39.5
,Chandigarh,5.8,5.7,5.4,5.7,6.1,5.5,4.8
WR,Chhattisgarh,73.6,74.6,76.8,80.2,82.4,76.1,72.5
,Gujarat,274.1,266.2,266.5,274.4,271.5,272.7,262.7
,MP,170.2,165.8,159.5,159.6,167.9,169.6,157.9
,Maharashtra,373.7,379.9,389.2,390.1,389.5,391.1,378.6
,Goa,9.1,9.5,9.5,9.6,9.6,9.6,9.6
,DD,7.0,7.4,7.4,7.4,7.4,7.2,6.8
,DNH,17.1,17.6,17.9,17.1,17.6,17.7,17.4
,Essar steel,11.1,10.1,10.0,11.4,12.0,11.9,11.1
SR,Andhra Pradesh,150.8,157.3,165.7,174.4,169.5,166.6,165.8
,Telangana,150.4,157.3,166.8,175.7,171.7,171.1,175.1
,Karnataka,157.3,160.4,169.4,170.6,173.3,171.5,162.8
,Kerala,51.7,55.2,58.3,60.5,61.3,62.3,57.8
,Tamil Nadu,297.7,309.0,320.0,325.8,320.1,315.7,299.3
,Pondy,7.8,7.8,8.1,8.0,7.9,7.9,7.4
ER,Bihar,97.7,89.8,96.2,96.8,101.2,90.5,84.3
,DVC,68.7,68.6,68.8,68.8,69.1,68.0,66.8
,Jharkhand,23.9,22.3,24.0,24.9,22.5,23.9,19.1
,Odisha,71.5,77.2,86.3,90.6,78.5,65.9,68.6
,West Bengal,173.0,168.2,177.4,181.6,187.9,168.2,140.2
,Sikkim,1.1,1.1,1.2,1.1,1.1,1.5,1.5
NER,Arunachal Pradesh,2.3,2.2,2.3,2.4,2.0,1.9,2.0
Assam,32.2,33.9,33.4,34.7,35.9,29.9,31.5,
Manipur,2.4,2.4,2.4,2.5,2.3,2.2,2.1,
Meghalaya,6.0,6.2,6.4,6.2,5.5,5.6,5.5,
Mizoram,1.6,1.7,1.5,1.6,1.5,1.6,1.7,
Nagaland,2.2,2.3,2.2,2.2,2.1,2.1,2.1,
Tripura,4.2,4.4,5.3,5.1,5.4,4.9,4.5,
