Region,States,06-12-2021,07-12-2021,08-12-2021,09-12-2021,10-12-2021,11-12-2021,12-12-2021
NR,Punjab,136.8,145.1,147.5,145.1,141.8,138.0,128.7
,Haryana,120.6,127.9,130.0,129.2,129.6,126.2,115.6
,Rajasthan,257.5,261.8,262.4,265.6,267.9,267.6,265.5
,Delhi,62.2,63.8,64.3,64.4,66.0,63.3,60.1
,UP,284.3,293.1,292.7,294.9,293.6,288.6,273.4
,Uttarakhand,36.0,37.4,37.9,37.9,38.4,38.1,35.5
,HP,32.2,33.2,33.1,33.8,34.0,33.7,31.1
,J&K,55.6,57.2,55.8,57.7,57.0,58.2,57.6
,Chandigarh,3.2,3.2,3.2,3.2,3.3,3.2,3.0
WR,Chhattisgarh,76.3,78.5,78.5,79.8,80.5,79.1,78.7
,Gujarat,346.1,351.5,349.2,353.4,355.9,356.0,343.0
,MP,275.7,278.5,281.3,287.2,290.6,287.7,285.9
,Maharashtra,449.5,460.0,468.9,470.3,469.0,472.4,462.5
,Goa,11.5,11.3,11.7,12.3,12.4,12.4,12.4
,DD,7.1,7.4,7.5,7.3,7.5,7.4,6.7
,DNH,19.0,18.9,19.0,19.1,19.2,19.2,18.8
,Essar steel,18.4,18.5,18.7,17.0,17.2,17.1,17.4
SR,Andhra Pradesh,153.2,154.6,165.6,160.5,159.0,158.3,158.3
,Telangana,166.3,171.1,172.4,174.2,171.3,171.9,170.5
,Karnataka,155.2,156.7,160.7,165.5,163.7,164.5,149.0
,Kerala,74.7,75.5,76.0,76.4,76.0,74.9,69.1
,Tamil Nadu,266.8,277.8,283.3,281.8,282.2,280.3,245.3
,Pondy,7.5,7.4,7.5,7.4,7.3,7.5,6.8
ER,Bihar,74.1,75.6,75.2,74.2,75.3,73.8,72.4
,DVC,64.3,63.0,63.7,64.5,64.7,65.1,63.9
,Jharkhand,25.9,27.1,26.0,27.4,27.0,26.3,26.1
,Odisha,92.2,94.2,99.0,100.9,103.4,105.9,110.1
,West Bengal,106.5,109.4,109.4,112.6,113.1,112.9,103.5
,Sikkim,1.4,1.5,1.8,1.6,1.6,1.4,1.2
NER,Arunachal Pradesh,2.4,2.3,2.3,2.3,2.2,2.2,2.3
Assam,23.9,24.7,24.8,25.1,25.1,23.7,23.3,
Manipur,2.9,2.9,3.0,2.9,2.9,3.2,3.2,
Meghalaya,7.2,7.3,6.9,7.0,7.1,6.9,6.9,
Mizoram,1.7,1.6,1.8,1.7,1.7,1.7,1.7,
Nagaland,2.3,2.3,2.3,2.3,2.3,2.5,2.5,
Tripura,2.6,3.1,3.4,3.6,3.7,3.6,3.1,
