Region,States,02-10-2023,03-10-2023,04-10-2023,05-10-2023,06-10-2023,07-10-2023,08-10-2023
NR,Punjab,230.6,218.9,217.9,221.0,223.1,215.4,227.2
,Haryana,173.5,191.4,195.6,195.9,197.4,201.8,191.1
,Rajasthan,284.2,289.5,291.7,295.1,302.2,304.0,304.9
,Delhi,89.5,98.3,101.4,100.9,102.6,103.8,105.0
,UP,436.5,421.2,425.7,432.0,440.9,437.3,450.3
,Uttarakhand,39.4,42.0,44.5,43.8,44.2,44.5,40.7
,HP,27.4,32.4,34.1,34.3,34.8,35.0,30.8
,J&K,46.1,45.2,48.0,47.2,48.1,48.1,48.8
,Chandigarh,4.5,5.0,5.1,5.0,5.0,4.8,4.4
,Railways_NR ISTS,3.7,3.3,3.4,3.0,3.1,3.2,3.4
WR,Chhattisgarh,100.4,97.7,99.4,104.9,109.7,109.8,114.9
,Gujarat,399.5,427.9,423.8,417.8,431.0,420.6,408.3
,MP,254.3,255.2,258.9,263.7,272.1,275.3,277.2
,Maharashtra,481.6,506.1,520.4,528.1,540.3,551.1,549.2
,Goa,10.3,11.4,13.7,14.1,14.0,14.1,13.0
,DNHDDPDCL,26.6,28.5,29.7,30.2,30.1,30.1,28.9
,AMNSIL,19.5,19.3,18.0,18.5,20.0,19.1,17.9
,BALCO,12.4,12.4,12.5,12.5,12.5,12.5,12.4
SR,Andhra Pradesh,207.3,217.1,222.7,228.4,235.2,240.5,238.8
,Telangana,235.2,249.5,269.0,278.0,284.2,286.9,277.4
,Karnataka,214.4,247.0,264.2,265.7,256.7,245.1,247.2
,Kerala,71.0,76.5,79.6,81.4,82.0,82.0,77.3
,Tamil Nadu,302.7,355.7,373.0,369.2,374.5,365.2,337.2
,Pondy,8.9,10.0,10.2,10.3,10.2,10.2,9.6
ER,Bihar,111.4,112.9,105.7,103.2,113.7,122.4,126.7
,DVC,68.1,68.5,69.1,69.5,70.8,72.0,72.8
,Jharkhand,29.7,29.8,30.0,30.4,31.4,34.2,31.9
,Odisha,119.0,117.0,118.6,121.7,127.8,130.8,130.2
,West Bengal,172.0,172.6,169.4,172.2,180.0,185.7,185.4
,Sikkim,0.9,1.3,0.9,0.8,0.9,0.9,0.7
,Railways_ER ISTS*,0.2,0.2,0.2,0.2,0.1,0.1,0.1
NER,Arunachal Pradesh,3.0,3.0,3.1,3.1,3.0,3.0,2.7
Assam,42.2,41.1,39.9,37.9,32.6,34.7,34.0,
Manipur,2.8,2.8,2.8,2.8,2.7,2.6,2.6,
Meghalaya,5.8,5.7,5.8,5.7,5.3,5.7,5.8,
Mizoram,1.8,1.7,1.9,1.9,2.0,2.1,1.6,
Nagaland,3.0,3.0,2.9,3.0,2.6,2.7,2.6,
Tripura,5.8,5.5,5.0,5.0,4.8,5.2,5.2,
ALL INDIA TOTAL,4244.9,4426.6,4517.5,4558.3,4651.5,4662.2,4617.9,
*Railways_ER ISTS added as an entity w.e.f 30.04.2023,,,,,,,,
