Region,States,03-09-2018,04-09-2018,05-09-2018,06-09-2018,07-09-2018,08-09-2018,09-09-2018
NR,Punjab,268.2,273.6,263.2,254.8,216.6,217.0,226.2
,Haryana,198.7,201.8,191.9,170.8,164.3,166.9,176.0
,Rajasthan,234.3,237.5,234.4,235.1,235.1,228.1,210.5
,Delhi,117.2,115.5,109.6,105.7,105.0,109.9,116.9
,UP,315.4,334.5,328.5,324.2,330.9,336.6,374.4
,Uttarakhand,37.9,38.4,32.0,34.5,33.7,36.4,38.8
,HP,28.9,28.4,26.0,24.9,26.8,26.4,26.9
,J&K,42.3,43.0,41.7,40.7,33.4,40.1,42.5
,Chandigarh,6.4,5.9,5.1,4.9,4.8,5.2,5.5
WR,Chhattisgarh,91.7,92.9,98.4,96.1,88.7,79.8,84.4
,Gujarat,338.0,342.9,332.3,344.1,349.2,355.2,341.4
,MP,181.0,186.3,185.4,185.4,187.4,171.3,174.9
,Maharashtra,442.6,440.6,430.1,446.0,456.1,452.7,434.2
,Goa,11.6,11.6,11.6,11.6,10.0,9.5,9.5
,DD,7.6,7.5,6.9,7.4,7.7,7.7,7.6
,DNH,16.9,17.5,17.5,17.9,17.5,18.2,18.3
,Essar steel,9.9,10.2,10.8,11.1,10.8,12.4,11.5
SR,Andhra Pradesh,182.6,185.4,180.2,181.6,178.4,173.8,174.8
,Telangana,209.4,212.0,203.5,209.1,205.3,201.3,200.2
,Karnataka,191.1,187.1,175.6,183.2,183.9,183.5,185.0
,Kerala,66.7,65.7,61.2,64.9,63.7,63.2,62.2
,Tamil Nadu,312.0,299.7,294.8,309.6,313.3,270.3,305.3
,Pondy,7.7,7.7,7.1,7.5,7.6,6.4,6.5
ER,Bihar,79.2,82.3,83.5,80.9,85.3,84.6,88.5
,DVC,66.6,69.1,66.7,66.8,67.0,66.3,67.1
,Jharkhand,21.3,22.6,22.6,22.0,22.6,22.6,23.0
,Odisha,102.2,107.9,102.9,98.2,97.5,98.9,109.5
,West Bengal,147.0,152.1,148.1,156.9,152.1,159.0,166.9
,Sikkim,1.1,1.3,1.0,1.0,0.9,0.8,1.3
NER,Arunachal Pradesh,2.4,2.4,2.2,2.2,2.1,2.1,2.2
,Assam,31.4,32.9,32.3,33.3,34.7,30.8,33.1,
,Manipur,2.4,2.4,2.2,2.2,2.2,2.3,2.4,
,Meghalaya,5.8,5.9,5.7,5.6,5.7,5.7,5.7,
,Mizoram,1.4,1.4,1.5,1.4,1.6,1.7,1.5,
,Nagaland,2.3,2.2,2.2,2.2,2.2,2.2,2.5,
,Tripura,4.2,4.3,4.3,4.7,4.6,4.6,5.2,
