Region,States,28-06-2020,29-06-2020,30-06-2020,01-07-2020,02-07-2020,03-07-2020,04-07-2020
NR,Punjab,278.9,247.7,279.9,293.6,301.8,301.6,271.9
,Haryana,209.4,218.3,218.0,230.8,236.1,240.7,232.5
,Rajasthan,256.6,273.6,261.2,256.7,272.0,273.0,267.1
,Delhi,112.5,119.8,116.0,120.0,125.9,128.0,118.5
,UP,397.9,382.4,412.1,437.3,454.9,452.1,434.8
,Uttarakhand,40.1,39.8,41.0,41.8,40.9,42.5,40.2
,HP,26.6,26.2,28.9,29.3,29.3,29.7,26.3
,J&K,39.5,36.4,43.7,43.4,44.1,44.9,38.0
,Chandigarh,6.1,6.7,6.5,6.8,6.7,7.2,6.4
WR,Chhattisgarh,86.1,85.5,78.7,89.9,95.6,97.1,87.1
,Gujarat,318.3,332.3,318.5,309.3,315.8,323.0,312.8
,MP,173.9,175.9,180.7,189.8,191.2,191.9,193.4
,Maharashtra,371.0,376.5,371.3,370.1,374.5,372.9,365.3
,Goa,8.5,9.1,9.1,9.2,8.9,8.3,8.1
,DD,4.9,5.2,5.3,5.1,5.1,5.4,5.2
,DNH,12.1,13.1,13.1,12.8,13.2,13.3,13.2
,Essar steel,18.8,19.4,18.4,17.4,16.8,17.4,17.5
SR,Andhra Pradesh,168.7,167.9,158.1,157.0,155.8,153.3,151.8
,Telangana,162.6,166.5,162.9,165.9,168.7,170.7,161.8
,Karnataka,163.9,174.8,170.4,175.3,171.3,161.2,157.6
,Kerala,58.6,64.1,64.4,66.4,64.1,62.1,61.5
,Tamil Nadu,265.1,276.6,280.7,283.4,280.4,270.0,256.4
,Pondy,7.2,7.7,7.5,7.3,7.1,7.3,7.3
ER,Bihar,92.9,97.0,103.4,112.4,111.0,107.3,98.7
,DVC,61.4,61.5,62.3,62.9,62.8,62.2,62.0
,Jharkhand,25.1,25.5,27.1,27.8,27.6,26.6,27.8
,Odisha,79.6,80.8,84.5,89.6,92.7,94.5,88.7
,West Bengal,137.4,150.4,165.7,173.0,175.8,174.2,171.3
,Sikkim,0.9,1.3,1.3,1.3,1.1,1.3,1.2
NER,Arunachal Pradesh,2.1,1.9,1.8,1.9,1.9,2.0,2.1
Assam,25.4,28.4,31.4,30.7,29.4,31.1,31.9,
Manipur,2.6,2.4,2.5,2.7,2.8,2.6,2.7,
Meghalaya,5.5,5.9,5.1,5.6,5.4,5.2,5.5,
Mizoram,1.7,1.7,1.6,1.6,1.6,1.7,1.7,
Nagaland,2.4,2.4,2.1,2.2,2.2,2.4,2.5,
Tripura,4.2,4.5,5.4,5.1,5.1,5.0,4.9,
