Region,States,22-03-2020,23-03-2020,24-03-2020,25-03-2020,26-03-2020,27-03-2020,28-03-2020
NR,Punjab,86.3,74.7,69.6,63.1,66.9,57.6,56.1
,Haryana,93.0,92.0,85.9,76.7,74.7,65.9,64.8
,Rajasthan,178.7,171.9,171.4,161.2,127.9,105.8,123.5
,Delhi,46.1,48.7,46.0,46.1,44.1,44.4,42.4
,UP,240.8,247.4,241.6,239.9,238.9,217.3,219.4
,Uttarakhand,22.5,21.7,19.5,18.2,18.0,17.0,16.9
,HP,13.0,20.5,15.6,12.8,12.0,12.9,12.6
,J&K,45.6,44.7,42.8,44.6,43.2,42.9,40.9
,Chandigarh,2.4,2.4,2.3,2.3,2.3,2.4,2.2
WR,Chhattisgarh,81.6,86.4,80.8,75.2,73.4,77.0,73.6
,Gujarat,282.4,291.0,263.0,238.2,207.5,192.3,201.7
,MP,182.1,183.4,178.9,160.0,150.3,131.8,142.8
,Maharashtra,395.6,403.6,394.4,357.9,328.0,348.2,351.0
,Goa,7.4,6.9,7.2,6.2,6.9,7.0,6.8
,DD,3.6,5.2,4.6,1.7,1.5,1.4,1.4
,DNH,13.5,15.0,12.9,3.2,2.2,2.0,1.7
,Essar steel,4.4,4.3,2.1,1.8,1.4,1.3,1.9
SR,Andhra Pradesh,176.7,181.4,175.4,162.1,159.7,160.4,161.0
,Telangana,219.7,224.9,210.7,207.4,202.5,202.7,208.6
,Karnataka,226.4,238.3,231.2,214.9,213.6,217.4,214.6
,Kerala,69.9,75.3,69.9,66.7,65.7,66.6,67.5
,Tamil Nadu,276.5,302.6,290.7,256.3,245.9,244.7,244.5
,Pondy,6.1,7.0,5.0,4.2,4.1,4.1,4.1
ER,Bihar,68.2,63.0,69.9,72.7,73.3,76.3,67.3
,DVC,57.5,53.3,38.1,34.9,34.3,33.6,32.9
,Jharkhand,21.5,23.2,23.9,24.2,23.2,23.7,23.0
,Odisha,66.5,69.1,74.7,79.1,82.7,80.7,82.8
,West Bengal,100.4,114.7,106.4,107.8,111.8,117.0,125.2
,Sikkim,1.0,1.4,1.5,1.4,1.3,1.3,1.3
NER,Arunachal Pradesh,2.1,1.9,2.0,2.1,2.0,2.0,1.9
Assam,19.0,21.5,21.3,19.5,19.1,20.6,21.0,
Manipur,2.4,2.7,2.6,2.3,2.5,2.5,2.4,
Meghalaya,5.6,5.8,5.3,5.0,4.7,4.3,3.7,
Mizoram,1.6,1.8,1.7,1.5,1.6,1.8,1.5,
Nagaland,2.2,2.1,2.0,2.1,2.1,2.1,2.0,
Tripura,3.1,3.5,3.6,3.5,3.2,3.1,3.6,
