Region,States,02-01-2017,03-01-2017,04-01-2017,05-01-2017,06-01-2017,07-01-2017,08-01-2017
NR,Punjab,96.4,101.1,102.4,103.8,99.2,91.7,90.5
,Haryana,110.4,114.1,115.2,117.5,118.6,99.8,102.7
,Rajasthan,198.9,196.6,199.3,212.2,214.0,211.4,207.1
,Delhi,59.0,60.0,60.4,59.1,61.3,57.8,57.0
,UP,277.4,277.8,285.7,282.9,278.5,250.2,268.3
,Uttarakhand,32.0,34.2,32.8,34.0,34.2,25.6,29.0
,HP,25.2,26.6,22.7,25.6,24.4,20.1,20.9
,J&K,46.0,49.0,40.8,42.3,29.5,32.2,43.5
,Chandigarh,3.4,3.5,3.5,3.3,3.5,3.4,3.3
WR,Chhattisgarh,68.2,68.5,69.6,71.3,72.8,72.5,71.7
,Gujarat,271.7,275.0,277.2,284.1,285.3,279.7,271.7
,MP,207.6,210.1,208.0,215.1,216.1,215.5,212.5
,Maharashtra,403.1,408.8,410.8,405.7,403.2,403.8,395.0
,Goa,8.7,9.0,7.8,8.9,8.7,8.6,7.8
,DD,5.7,6.3,6.5,6.5,6.6,6.6,6.1
,DNH,15.2,15.8,15.4,16.2,16.2,16.5,16.2
,Essar steel,12.3,12.6,10.9,9.2,10.1,9.3,8.1
SR,Andhra Pradesh,144.8,147.6,150.5,152.0,149.9,148.3,145.1
,Telangana,152.6,155.2,157.0,156.9,157.9,156.8,153.4
,Karnataka,193.0,195.8,199.1,197.0,199.7,199.1,189.8
,Kerala,63.0,64.6,65.0,64.4,64.5,63.5,58.6
,Tamil Nadu,277.6,288.5,290.9,295.0,293.2,283.3,269.0
,Pondy,6.1,6.5,6.3,6.4,6.3,6.4,5.7
ER,Bihar,61.3,61.5,62.0,61.8,62.4,62.8,64.1
,DVC,57.4,58.5,59.5,60.2,59.5,61.0,61.3
,Jharkhand,22.0,21.0,21.4,23.4,23.3,24.1,23.8
,Odisha,74.8,70.2,74.5,72.1,70.5,67.4,67.7
,West Bengal,100.5,101.2,100.2,103.5,103.7,101.4,93.6
,Sikkim,1.5,1.4,1.6,1.7,2.0,2.1,2.2
NER,Arunachal Pradesh,2.0,1.8,1.8,1.9,1.9,1.7,1.9
Assam,21.1,20.2,21.1,21.0,22.2,22.0,21.2,
Manipur,2.3,2.5,2.2,2.1,2.0,2.2,2.2,
Meghalaya,4.6,4.8,3.1,4.7,4.6,4.9,4.4,
Mizoram,1.3,1.4,1.4,1.6,1.4,1.5,1.4,
Nagaland,2.1,2.0,1.8,2.1,2.1,1.8,1.8,
Tripura,3.8,3.5,3.6,3.3,3.2,3.3,3.1,
