Region,States,29-05-2017,30-05-2017,31-05-2017,01-06-2017,02-06-2017,03-06-2017,04-06-2017
NR,Punjab,146.9,161.4,135.3,146.2,154.2,159.6,161.9
,Haryana,122.4,142.1,132.4,138.4,146.0,148.4,147.7
,Rajasthan,182.3,201.8,186.1,172.2,193.3,202.6,209.2
,Delhi,103.9,106.4,101.9,103.9,109.7,113.0,114.3
,UP,306.1,328.6,349.6,354.9,359.8,372.8,375.2
,Uttarakhand,36.0,39.0,37.4,39.4,40.5,42.3,42.3
,HP,25.0,26.8,24.2,25.9,27.7,27.4,24.8
,J&K,34.7,33.0,28.0,37.3,42.3,41.4,38.4
,Chandigarh,5.6,5.9,5.2,5.5,5.6,6.0,5.5
WR,Chhattisgarh,69.9,71.9,75.3,76.9,77.8,78.9,78.6
,Gujarat,330.8,335.9,339.1,336.1,332.0,332.4,313.0
,MP,153.3,154.2,156.8,159.3,169.7,175.3,168.2
,Maharashtra,465.7,458.6,471.3,460.3,447.4,436.9,403.3
,Goa,10.6,9.0,8.7,10.3,9.1,9.5,8.3
,DD,7.2,7.2,7.3,7.0,7.2,5.3,6.7
,DNH,14.4,16.1,16.3,16.0,16.2,16.1,16.3
,Essar steel,10.5,10.4,7.5,7.4,7.9,9.0,9.2
SR,Andhra Pradesh,153.8,156.2,161.3,165.2,62.3,62.4,156.1
,Telangana,134.9,141.1,145.5,148.4,320.4,317.3,134.8
,Karnataka,160.5,163.1,175.2,183.9,7.7,7.6,170.6
,Kerala,65.7,65.8,64.8,64.1,0.0,0.0,59.0
,Tamil Nadu,306.3,317.6,326.3,322.6,0.0,0.0,296.5
,Pondy,7.7,8.0,8.0,7.9,0.0,0.0,7.0
ER,Bihar,71.2,71.1,80.0,79.9,79.0,79.6,82.1
,DVC,62.8,61.0,65.1,65.5,63.1,63.7,68.4
,Jharkhand,19.9,20.2,22.3,21.3,22.5,23.0,25.4
,Odisha,83.7,83.3,85.2,79.9,81.9,85.2,79.5
,West Bengal,141.6,145.4,128.6,140.3,148.3,155.7,144.4
,Sikkim,1.1,1.3,1.9,1.2,0.9,0.9,0.9
NER,Arunachal Pradesh,2.0,1.9,1.5,1.8,2.0,1.5,1.5
Assam,27.7,22.0,22.5,24.6,24.9,23.6,23.9,
Manipur,2.3,1.9,1.7,2.2,2.0,1.6,1.6,
Meghalaya,4.1,3.4,3.1,3.4,3.6,4.3,4.0,
Mizoram,1.3,0.8,0.9,1.1,1.2,1.2,1.1,
Nagaland,2.4,2.1,2.1,2.0,2.0,1.8,2.0,
Tripura,5.2,2.8,3.1,3.3,3.9,3.1,3.6,
