Region,States,10-05-2020,11-05-2020,12-05-2020,13-05-2020,14-05-2020,15-05-2020,16-05-2020
NR,Punjab,110.1,116.2,114.1,123.5,115.0,121.2,129.8
,Haryana,101.3,110.5,115.6,121.8,113.6,120.4,128.5
,Rajasthan,205.2,204.7,203.2,203.5,215.1,219.7,225.2
,Delhi,69.4,67.7,71.8,73.1,72.2,72.0,73.3
,UP,251.6,217.0,278.0,312.5,322.0,339.7,350.6
,Uttarakhand,21.4,23.5,26.8,28.6,28.9,30.1,30.5
,HP,16.5,20.1,21.0,21.4,20.7,21.9,22.4
,J&K,36.1,40.4,42.3,43.2,38.3,43.2,43.8
,Chandigarh,3.0,3.2,3.3,3.4,3.3,3.4,3.5
WR,Chhattisgarh,69.2,72.9,75.4,75.0,78.7,79.4,76.5
,Gujarat,299.7,305.2,305.5,301.9,303.4,306.3,306.5
,MP,180.1,173.9,192.6,196.0,202.0,202.9,205.5
,Maharashtra,407.7,392.5,425.7,421.3,411.2,405.5,405.1
,Goa,9.5,10.6,10.1,9.9,9.8,10.0,8.9
,DD,3.7,4.0,4.2,4.3,4.0,4.2,4.3
,DNH,7.5,7.8,8.0,7.9,7.8,7.5,7.6
,Essar steel,3.6,12.8,12.5,13.2,13.4,13.9,16.2
SR,Andhra Pradesh,175.6,180.6,178.7,180.5,174.5,181.9,185.5
,Telangana,139.9,142.8,147.5,150.8,154.9,156.8,152.8
,Karnataka,192.6,199.4,208.4,214.7,214.5,209.5,204.1
,Kerala,68.6,72.5,72.2,72.7,73.2,71.9,71.2
,Tamil Nadu,289.3,303.8,296.7,296.1,302.7,303.5,296.5
,Pondy,7.1,7.7,7.0,7.2,7.3,7.6,7.4
ER,Bihar,87.5,68.2,91.4,97.8,97.1,100.6,101.9
,DVC,43.7,44.5,48.0,48.7,48.7,49.7,53.0
,Jharkhand,20.5,20.3,22.6,23.6,22.3,23.2,25.9
,Odisha,74.9,76.9,80.4,80.4,81.9,81.2,81.3
,West Bengal,131.3,120.0,138.7,140.3,143.5,145.2,151.7
,Sikkim,1.1,1.3,1.3,1.4,1.3,1.2,0.9
NER,Arunachal Pradesh,1.8,1.9,1.9,2.0,2.2,2.0,1.9
Assam,26.5,27.1,27.5,21.6,21.5,22.2,22.1,
Manipur,2.3,2.4,2.5,2.5,2.4,2.3,2.2,
Meghalaya,4.7,4.7,4.9,4.7,4.7,5.1,5.1,
Mizoram,1.7,1.7,1.6,1.5,1.7,1.6,1.5,
Nagaland,2.2,2.3,2.1,2.1,2.2,2.1,2.4,
Tripura,4.7,4.2,4.5,4.6,4.1,4.2,4.2,
