Region,States,29-07-2019,30-07-2019,31-07-2019,01-08-2019,02-08-2019,03-08-2019,04-08-2019
NR,Punjab,231.9,253.8,236.4,229.8,195.0,207.1,218.9
,Haryana,180.5,196.4,193.9,201.8,192.3,182.9,178.2
,Rajasthan,175.3,197.2,209.8,197.6,197.6,189.7,191.9
,Delhi,111.8,115.6,117.9,121.9,121.7,112.2,108.0
,UP,399.0,412.5,426.0,437.9,428.3,407.9,417.1
,Uttarakhand,41.0,41.7,40.3,42.4,42.4,39.8,38.8
,HP,29.4,29.8,27.9,28.7,28.1,28.8,26.5
,J&K,41.8,42.3,36.7,38.5,40.4,41.7,42.5
,Chandigarh,6.0,5.6,5.0,5.3,5.1,5.2,5.1
WR,Chhattisgarh,89.2,83.5,82.2,86.8,90.0,87.5,90.2
,Gujarat,299.5,282.0,269.1,260.2,273.8,276.7,263.5
,MP,185.1,183.7,183.4,183.7,189.3,187.9,188.2
,Maharashtra,377.1,368.4,360.8,371.2,362.4,356.6,330.8
,Goa,11.3,11.3,11.3,11.8,11.8,11.8,8.2
,DD,7.0,7.2,7.3,7.1,7.2,7.1,6.5
,DNH,18.9,18.4,18.3,18.1,17.7,17.9,16.3
,Essar steel,6.0,6.1,5.6,5.7,5.7,6.0,6.4
SR,Andhra Pradesh,155.2,161.8,169.9,166.0,153.9,153.3,152.6
,Telangana,161.3,156.5,169.4,171.8,152.0,144.5,150.3
,Karnataka,175.2,167.1,182.5,185.0,184.7,179.9,157.5
,Kerala,68.5,70.3,71.6,72.6,72.4,72.1,65.5
,Tamil Nadu,301.4,313.9,321.5,325.8,325.4,311.5,295.3
,Pondy,7.6,7.7,8.2,8.3,8.3,8.0,7.6
ER,Bihar,93.5,98.9,106.1,105.5,106.7,109.1,111.0
,DVC,60.4,63.3,64.6,63.2,62.9,62.3,62.2
,Jharkhand,22.1,22.3,24.1,23.8,25.0,24.8,23.8
,Odisha,82.6,85.9,89.1,98.1,96.5,97.6,97.2
,West Bengal,152.9,167.7,175.9,180.6,178.9,178.9,173.0
,Sikkim,0.7,0.8,0.8,0.9,0.9,0.8,0.6
NER,Arunachal Pradesh,2.2,2.2,2.5,2.4,2.1,2.2,2.3
Assam,31.3,33.1,32.5,31.4,33.0,34.3,33.3,
Manipur,2.3,2.5,2.5,2.6,2.6,2.7,2.5,
Meghalaya,5.6,5.5,5.8,5.6,5.6,5.7,5.7,
Mizoram,1.8,1.8,1.6,1.6,1.7,1.8,1.8,
Nagaland,2.2,2.2,2.3,2.2,2.2,2.3,2.4,
Tripura,5.8,4.2,4.3,4.8,5.5,5.4,4.9,
