Region,States,24-10-2022,25-10-2022,26-10-2022,27-10-2022,28-10-2022,29-10-2022,30-10-2022
NR,Punjab,109.2,99.9,115.0,129.6,131.5,129.0,119.2
,Haryana,106.8,96.1,109.0,124.7,131.7,132.2,118.3
,Rajasthan,225.6,215.8,232.4,248.9,260.1,264.6,265.6
,Delhi,61.0,59.7,61.8,68.0,71.1,68.8,64.2
,UP,313.5,274.7,284.7,290.0,300.9,303.2,297.1
,Uttarakhand,26.4,25.6,28.1,32.3,34.4,35.4,33.7
,HP,20.0,18.9,25.1,28.7,30.8,31.8,29.9
,J&K,52.4,51.1,51.6,49.7,52.5,51.8,52.0
,Chandigarh,2.9,2.9,3.2,3.4,3.4,3.5,3.1
WR,Chhattisgarh,86.0,81.9,87.1,88.1,88.9,89.5,89.0
,Gujarat,296.6,276.9,272.5,337.0,327.9,336.6,336.7
,MP,200.1,195.2,204.5,211.8,221.3,229.1,233.6
,Maharashtra,378.2,371.3,382.2,412.3,433.4,444.5,441.5
,Goa,9.0,11.8,10.7,11.1,11.4,11.3,10.4
,DNHDDPDCL,16.4,14.8,18.6,23.4,25.8,26.3,25.3
,Essar steel,15.3,15.3,15.2,14.9,15.7,14.9,15.6
SR,Andhra Pradesh,172.5,181.0,189.8,195.9,193.2,191.9,188.6
,Telangana,163.4,170.6,179.7,181.3,184.4,178.4,172.2
,Karnataka,152.1,159.7,164.2,173.9,183.9,183.9,168.2
,Kerala,72.1,75.7,76.9,78.0,79.1,78.5,71.4
,Tamil Nadu,206.7,230.3,275.7,292.6,305.0,292.8,211.3
,Pondy,6.1,7.1,8.2,8.9,9.0,9.2,7.8
ER,Bihar,103.5,96.3,95.6,92.6,91.3,90.1,87.1
,DVC,68.7,68.7,68.2,69.1,69.0,69.0,69.4
,Jharkhand,31.6,30.9,28.8,27.8,28.1,29.8,28.7
,Odisha,127.0,131.3,134.7,126.5,115.8,111.0,105.4
,West Bengal,130.8,130.8,146.5,143.2,143.1,139.6,133.2
,Sikkim,1.0,1.0,1.1,1.2,1.4,1.4,1.3
NER,Arunachal Pradesh,2.0,2.1,2.2,2.2,2.2,2.3,2.5
Assam,23.5,20.0,25.8,27.7,29.1,29.6,28.7,
Manipur,2.2,2.2,2.3,2.4,2.5,2.5,2.5,
Meghalaya,5.8,5.0,6.2,6.4,6.7,6.7,6.4,
Mizoram,1.5,1.3,1.6,1.6,1.5,1.5,1.4,
Nagaland,1.8,1.6,2.1,2.2,2.2,2.2,2.0,
Tripura,2.7,1.9,3.4,3.6,4.1,4.0,4.5,
