Region,States,31-10-2022,01-11-2022,02-11-2022,03-11-2022,04-11-2022,05-11-2022,06-11-2022
NR,Punjab,123.0,127.4,130.0,128.1,130.3,127.3,113.9
,Haryana,126.6,131.4,132.1,129.8,130.7,132.1,120.2
,Rajasthan,268.0,272.8,276.6,281.3,285.9,286.1,286.4
,Delhi,69.2,71.3,72.3,72.4,73.5,71.6,68.7
,UP,314.1,299.1,302.4,304.2,306.9,304.8,297.6
,Uttarakhand,34.8,35.7,36.1,36.0,36.0,35.4,33.7
,HP,31.4,31.8,32.8,32.3,32.5,32.1,28.8
,J&K,51.1,53.6,53.2,53.1,53.4,51.3,41.9
,Chandigarh,3.4,3.4,3.5,3.5,3.5,3.4,3.1
WR,Chhattisgarh,89.2,89.3,89.9,89.6,90.1,89.7,88.3
,Gujarat,354.5,359.7,364.4,372.7,382.5,388.5,376.7
,MP,237.9,242.9,254.4,263.3,271.1,276.7,278.1
,Maharashtra,464.4,469.6,480.5,483.2,487.9,493.5,486.0
,Goa,10.9,11.3,11.8,12.3,12.4,12.7,11.7
,DNHDDPDCL,25.6,25.8,26.2,26.8,26.7,26.6,25.6
,Essar steel,15.3,14.8,15.3,16.0,14.5,15.7,16.3
SR,Andhra Pradesh,192.4,179.9,179.1,181.6,183.7,187.6,185.0
,Telangana,177.5,173.1,171.6,174.3,177.0,174.0,166.2
,Karnataka,187.2,174.8,182.3,185.2,188.4,189.9,177.7
,Kerala,75.7,76.8,76.9,75.5,75.8,74.8,67.0
,Tamil Nadu,290.5,295.0,284.5,279.4,284.3,273.3,249.5
,Pondy,8.1,8.2,8.1,8.2,8.3,7.9,7.3
ER,Bihar,84.6,88.2,87.8,87.4,88.2,87.5,88.4
,DVC,69.0,68.0,67.5,69.2,69.0,70.6,68.3
,Jharkhand,28.7,29.2,28.9,30.6,30.9,28.1,29.0
,Odisha,107.9,114.2,116.7,108.6,106.2,113.0,109.4
,West Bengal,139.7,148.2,148.9,143.0,141.6,139.8,125.9
,Sikkim,1.6,1.6,1.6,1.7,1.6,1.5,1.2
NER,Arunachal Pradesh,2.1,2.1,2.2,2.1,2.3,2.3,2.3
Assam,27.6,29.5,30.5,30.0,30.1,29.8,27.6,
Manipur,2.6,2.6,2.7,2.6,2.7,2.6,2.5,
Meghalaya,6.4,6.5,6.5,6.4,6.5,6.5,6.6,
Mizoram,1.7,1.7,1.7,1.8,1.8,1.8,1.7,
Nagaland,2.1,2.0,2.3,2.3,2.0,2.0,2.0,
Tripura,5.0,5.1,4.9,4.7,4.5,4.6,4.5,
