Region,States,28-02-2022,01-03-2022,02-03-2022,03-03-2022,04-03-2022,05-03-2022,06-03-2022
NR,Punjab,133.9,134.3,135.6,135.3,138.3,140.6,131.8
,Haryana,121.0,126.9,130.7,127.8,131.3,133.1,122.2
,Rajasthan,274.1,277.5,265.1,270.7,272.8,270.2,266.5
,Delhi,63.1,61.0,63.2,64.9,65.3,60.4,59.9
,UP,294.1,299.2,309.4,312.4,312.1,307.4,309.5
,Uttarakhand,38.4,38.0,37.4,38.6,38.6,38.2,35.9
,HP,33.3,32.1,32.6,33.0,32.7,32.6,28.6
,J&K,57.6,59.3,56.4,60.4,58.6,57.5,57.8
,Chandigarh,3.2,3.0,3.1,3.2,3.2,3.1,2.9
WR,Chhattisgarh,104.4,104.2,107.1,107.1,107.1,106.5,105.8
,Gujarat,376.3,363.5,368.1,377.9,378.3,381.5,369.5
,MP,287.4,285.0,283.4,285.2,284.9,282.1,278.5
,Maharashtra,552.0,545.4,553.6,557.3,556.1,557.9,547.6
,Goa,12.2,12.7,12.6,12.4,12.7,12.8,11.7
,DD,7.6,6.2,7.0,7.9,7.0,7.8,7.4
,DNH,19.7,19.1,19.7,20.1,20.0,20.1,19.8
,Essar steel,16.5,16.6,16.8,16.0,17.0,15.6,16.2
SR,Andhra Pradesh,209.1,208.3,208.4,211.5,212.4,213.4,211.5
,Telangana,253.6,259.4,254.5,261.2,268.2,261.6,256.7
,Karnataka,265.1,267.7,266.9,259.4,268.2,272.8,255.7
,Kerala,82.7,82.0,81.1,80.4,81.2,82.9,77.1
,Tamil Nadu,333.1,338.8,328.6,335.8,336.8,333.7,308.1
,Pondy,7.8,8.1,7.9,7.9,7.9,8.0,7.0
ER,Bihar,81.0,79.2,81.0,79.9,81.6,82.6,82.4
,DVC,71.5,70.8,71.8,71.3,71.5,72.7,71.1
,Jharkhand,28.5,28.4,29.3,29.5,28.1,28.2,28.6
,Odisha,110.1,111.4,109.2,106.9,107.8,107.1,114.7
,West Bengal,118.5,123.4,126.2,129.6,131.4,133.7,125.7
,Sikkim,1.8,1.9,1.9,1.9,1.9,1.8,1.5
NER,Arunachal Pradesh,2.3,2.4,2.4,2.3,2.3,2.4,2.3
Assam,24.8,25.0,25.5,25.7,26.0,26.1,25.3,
Manipur,3.1,3.0,3.0,3.2,3.2,3.4,2.8,
Meghalaya,6.8,7.0,6.9,6.7,6.9,6.7,6.4,
Mizoram,1.9,1.8,1.9,1.7,1.7,1.6,1.3,
Nagaland,2.2,2.4,2.5,2.4,2.4,2.4,2.2,
Tripura,3.9,3.6,3.9,3.9,3.8,3.8,3.5,
