Region,States,17-04-2023,18-04-2023,19-04-2023,20-04-2023,21-04-2023,22-04-2023,23-04-2023
NR,Punjab,159.7,160.5,135.6,141.7,138.6,139.9,131.9
,Haryana,155.4,164.8,153.6,161.0,157.3,150.9,125.4
,Rajasthan,281.3,277.0,271.4,273.5,274.2,262.9,247.2
,Delhi,101.1,109.1,107.1,103.9,98.8,89.3,81.1
,UP,425.5,439.7,435.8,443.2,420.3,418.1,359.0
,Uttarakhand,42.4,43.9,42.2,44.3,42.8,43.0,38.9
,HP,31.5,31.8,29.3,28.9,29.2,30.3,27.9
,J&K,57.5,50.3,58.2,57.5,59.3,59.0,55.7
,Chandigarh,4.9,5.2,4.8,4.8,4.8,4.6,4.6
,Railways_NR ISTS,3.8,3.8,3.9,3.8,3.9,3.9,3.8
WR,Chhattisgarh,128.1,129.7,129.8,123.7,110.7,104.6,95.7
,Gujarat,456.1,461.7,458.1,459.9,452.4,439.3,416.5
,MP,266.2,269.5,266.2,247.8,239.5,250.3,229.3
,Maharashtra,584.9,602.6,606.7,596.5,581.9,563.4,549.1
,Goa,15.0,16.6,15.8,15.7,16.1,14.9,13.0
,DNHDDPDCL,29.1,29.3,29.6,29.5,29.5,29.5,28.3
,AMNSIL,17.7,17.4,18.1,19.2,19.5,18.2,17.5
,BALCO,12.3,12.4,12.4,12.4,12.4,12.4,12.4
SR,Andhra Pradesh,244.4,246.4,246.5,247.8,241.3,228.7,211.8
,Telangana,250.6,251.3,251.7,242.5,219.2,200.4,189.4
,Karnataka,301.3,305.6,307.8,309.5,298.1,278.4,267.0
,Kerala,100.6,103.1,103.3,102.6,99.5,94.2,88.7
,Tamil Nadu,380.5,404.0,409.4,415.4,405.4,394.0,344.9
,Pondy,9.5,10.2,10.3,10.5,10.6,10.8,10.0
ER,Bihar,127.2,131.9,127.7,127.4,122.7,102.4,111.4
,DVC,77.1,79.3,80.6,80.9,79.3,76.9,74.4
,Jharkhand,35.2,32.9,35.9,35.9,35.1,31.8,32.0
,Odisha,128.8,139.7,141.7,124.8,111.0,111.0,106.5
,West Bengal,234.8,245.7,242.1,237.9,220.4,189.2,170.8
,Sikkim,1.6,1.6,1.6,1.4,1.3,0.9,0.9
NER,Arunachal Pradesh,2.6,2.6,2.4,2.3,2.4,2.2,2.1
Assam,35.6,37.7,32.9,29.1,27.8,26.6,22.1,
Manipur,2.8,2.7,2.9,2.0,1.4,2.1,2.2,
Meghalaya,5.3,5.3,4.8,4.4,5.0,5.1,4.9,
Mizoram,2.0,2.0,2.0,2.0,1.3,1.5,1.6,
Nagaland,2.4,2.4,3.0,2.2,2.3,2.0,1.8,
Tripura,6.4,6.6,6.3,6.5,3.2,3.7,4.4,
