Region,States,11-09-2023,12-09-2023,13-09-2023,14-09-2023,15-09-2023,16-09-2023,17-09-2023
NR,Punjab,325.9,322.8,314.0,315.7,276.5,268.5,196.0
,Haryana,222.2,234.1,244.1,256.2,236.5,217.1,177.5
,Rajasthan,335.8,338.4,331.4,323.2,307.7,275.9,235.3
,Delhi,107.1,116.3,126.9,137.7,131.3,121.1,108.2
,UP,387.8,429.3,465.4,496.9,476.3,459.3,429.2
,Uttarakhand,42.5,46.8,48.8,49.9,45.8,45.8,39.5
,HP,36.2,36.5,36.6,37.1,35.0,35.1,30.4
,J&K,51.3,49.3,50.4,50.5,47.2,49.0,47.7
,Chandigarh,6.9,7.4,7.6,7.6,6.6,6.2,6.0
,Railways_NR ISTS,3.2,3.3,3.4,3.5,3.6,3.4,3.4
WR,Chhattisgarh,116.0,116.1,101.8,93.8,92.8,96.5,93.7
,Gujarat,462.2,475.1,480.4,472.7,461.8,440.9,369.0
,MP,234.4,240.0,241.1,237.8,223.1,193.9,191.3
,Maharashtra,525.0,540.1,558.1,544.0,527.2,519.8,508.6
,Goa,13.7,14.2,14.1,14.3,14.5,14.2,13.9
,DNHDDPDCL,29.4,30.0,29.9,30.0,29.9,30.2,28.0
,AMNSIL,17.2,17.3,17.7,17.8,18.0,18.5,18.7
,BALCO,12.4,12.4,12.4,12.4,12.4,12.4,12.4
SR,Andhra Pradesh,213.4,220.1,223.3,226.4,230.9,230.3,226.5
,Telangana,202.4,228.0,244.0,241.5,245.0,254.2,259.1
,Karnataka,245.3,252.6,258.3,263.4,262.1,254.4,231.9
,Kerala,75.8,78.6,81.2,79.8,78.8,78.9,70.5
,Tamil Nadu,352.2,354.4,361.5,361.1,365.2,348.7,314.3
,Pondy,9.8,9.9,9.9,10.1,10.1,10.1,8.4
ER,Bihar,152.0,154.6,149.9,147.5,147.9,152.5,152.9
,DVC,81.3,80.6,80.9,77.2,77.4,79.2,75.4
,Jharkhand,37.9,41.7,41.6,38.9,39.1,40.2,37.9
,Odisha,134.9,123.3,113.3,108.9,116.2,113.4,122.4
,West Bengal,218.4,214.5,207.6,200.4,203.3,211.6,205.8
,Sikkim,1.2,1.3,1.5,1.4,1.4,1.3,0.9
,Railways_ER ISTS*,0.2,0.2,0.2,0.3,0.2,0.2,0.2
NER,Arunachal Pradesh,3.1,3.1,3.2,3.0,3.0,2.9,3.1
Assam,44.3,45.0,45.2,48.9,50.0,49.1,47.1,
Manipur,2.7,2.8,2.8,2.7,2.8,2.7,2.8,
Meghalaya,5.3,5.1,5.4,5.6,5.6,6.0,5.6,
Mizoram,1.9,1.8,2.0,1.8,1.7,1.8,1.7,
Nagaland,2.9,3.1,2.9,3.0,2.5,2.5,3.0,
Tripura,6.1,6.2,5.9,5.9,6.1,6.4,5.9,
ALL INDIA TOTAL,4720.4,4856.0,4924.2,4928.8,4795.3,4654.1,4284.2,
*Railways_ER ISTS added as an entity w.e.f 30.04.2023,,,,,,,,
